Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
cereballsy,149.5,16,27,278,2402,248,294,147,182,169,36,287,1776,190,736,6688,0.62,12.54,9.71,46,35,3,8.64,1.15,0.03,27,61,33,13,2,16,8,26,21.94,39.39,10.88,17.69,0.11,0.18,1.86,16.07,1.66,1.97,0.98,1.22,1.13,0.24
Ceremony,535.9,5,98,990,6253,891,1017,414,520,1520,106,959,6326,294,2538,17730,0.51,11.05,9.9,126,106,1,6.32,3.67,0.09,35,261,89,35,8,118,20,143,26.36,39.33,28.5,34.54,0.01,0.18,1.85,11.67,1.66,1.9,0.77,0.97,2.84,0.2
chaiwala,50.2,-5,2,52,313,50,75,46,58,353,6,88,461,45,189,1910,0.77,6.82,3.85,25,12,0,6.02,7.67,0.18,3,17,10,5,0,7,3,11,32.69,50.0,15.22,23.91,-0.1,0.04,1.04,6.24,1.0,1.49,0.92,1.16,7.03,0.12
Champagne,8.6,-1,0,15,103,15,16,5,6,17,1,15,118,0,46,258,0.38,6.67,0.0,1,1,0,6.87,3.4,0.07,0,4,2,1,0,0,0,1,26.67,50.0,0.0,20.0,-0.12,0.0,1.74,11.98,1.74,1.86,0.58,0.7,1.98,0.12
cherryrammer,221.3,8,9,74,433,64,155,452,530,2204,73,394,1276,175,533,8040,3.42,18.53,12.16,91,78,1,5.85,4.88,0.27,1,18,10,5,0,164,20,195,24.32,50.0,36.28,43.14,0.04,0.04,0.33,1.96,0.29,0.7,2.04,2.39,9.96,0.33
Childish,8.0,-1,1,15,89,14,17,5,5,5,2,21,98,0,38,376,0.29,9.52,6.67,3,0,0,5.93,1.0,0.01,0,4,3,2,0,1,1,1,26.67,66.67,20.0,20.0,-0.12,0.12,1.88,11.12,1.75,2.12,0.62,0.62,0.62,0.25
Chritt,603.3,-23,67,761,4211,689,903,754,875,4247,96,1085,6845,625,2807,19944,0.97,8.85,8.8,214,121,5,5.53,5.63,0.21,26,240,108,38,2,214,32,255,31.54,35.19,28.38,33.82,-0.04,0.11,1.26,6.98,1.14,1.5,1.25,1.45,7.04,0.16
Chucho,12.8,-6,0,13,96,13,14,15,15,64,0,22,164,0,64,524,1.07,0.0,0.0,1,0,0,7.38,4.27,0.12,0,3,2,1,0,2,2,4,23.08,50.0,13.33,26.67,-0.47,0.0,1.02,7.5,1.02,1.09,1.17,1.17,5.0,0.0
ChuckNastii,21.4,2,3,29,251,26,34,31,35,128,3,38,189,60,86,889,1.03,7.89,10.34,8,4,0,8.66,4.13,0.14,2,9,1,0,1,16,3,14,31.03,0.0,51.61,45.16,0.09,0.14,1.36,11.73,1.21,1.59,1.45,1.64,5.98,0.14
clew3,150.8,-23,3,116,643,112,161,224,266,1817,37,266,1520,139,619,4556,1.65,13.91,2.59,49,42,1,5.54,8.11,0.4,7,37,16,6,0,97,11,106,31.9,37.5,43.3,47.32,-0.15,0.02,0.77,4.26,0.74,1.07,1.49,1.76,12.05,0.25
CoffeeSnoot,41.0,-4,5,57,396,52,61,36,41,161,10,74,425,80,184,1652,0.67,13.51,8.77,9,5,0,6.95,4.47,0.1,3,17,9,6,0,11,2,11,29.82,66.67,30.56,30.56,-0.1,0.12,1.39,9.66,1.27,1.49,0.88,1.0,3.93,0.24
Color Blind,277.6,10,25,412,2982,378,458,265,332,1471,55,493,3079,378,1281,10684,0.72,11.16,6.07,80,67,9,7.24,5.55,0.14,23,116,47,19,3,61,12,78,28.16,40.43,23.02,29.43,0.04,0.09,1.48,10.74,1.36,1.65,0.95,1.2,5.3,0.2
CoolHandJuke,20.2,10,3,24,200,21,28,19,22,110,4,36,177,5,71,679,0.79,11.11,12.5,7,3,0,8.33,5.79,0.16,3,3,3,1,0,7,0,7,12.5,33.33,36.84,36.84,0.5,0.15,1.19,9.9,1.04,1.39,0.94,1.09,5.45,0.2
coos :),24.0,2,6,34,202,28,36,39,42,118,7,42,297,15,121,826,1.17,16.67,17.65,8,3,0,5.94,3.03,0.14,1,7,2,0,0,16,1,18,20.59,0.0,41.03,46.15,0.08,0.25,1.42,8.42,1.17,1.5,1.62,1.75,4.92,0.29
craigbiggio,8.9,1,0,5,29,5,9,20,20,92,0,14,85,0,34,345,2.22,0.0,0.0,4,0,0,5.8,4.6,0.27,0,1,1,1,0,5,1,6,20.0,100.0,25.0,30.0,0.11,0.0,0.56,3.26,0.56,1.01,2.25,2.25,10.34,0.0
CreedBratton,225.8,-12,11,227,1192,215,302,282,314,2072,26,416,2403,262,992,7998,1.04,6.25,4.85,87,32,1,5.25,7.35,0.26,3,60,35,18,2,91,16,107,26.43,51.43,32.27,37.94,-0.05,0.05,1.01,5.28,0.95,1.34,1.25,1.39,9.18,0.12
Crippy,243.3,14,52,436,2776,381,458,280,315,949,64,448,3072,150,1234,7793,0.69,14.29,11.93,77,35,3,6.37,3.39,0.12,22,118,53,14,6,79,19,95,27.06,26.42,28.21,33.93,0.06,0.21,1.79,11.41,1.57,1.88,1.15,1.29,3.9,0.26
CRYCHIC,446.7,-30,55,662,3948,599,727,441,575,2576,98,813,5452,200,2178,14790,0.79,12.05,8.31,128,134,8,5.96,5.84,0.17,29,214,86,29,1,124,26,149,32.33,33.72,28.12,33.79,-0.07,0.12,1.48,8.84,1.34,1.63,0.99,1.29,5.77,0.22
CT Crunch,39.0,1,7,70,396,61,75,22,33,85,13,70,479,30,192,1383,0.44,18.57,10.0,14,11,2,5.66,3.86,0.06,2,22,4,2,1,5,1,6,31.43,50.0,22.73,27.27,0.03,0.18,1.79,10.15,1.56,1.92,0.56,0.85,2.18,0.33
Cupid,192.1,8,22,310,2098,288,374,201,243,494,46,349,2443,224,1002,7108,0.65,13.18,7.1,86,42,0,6.77,2.46,0.07,23,95,45,15,4,42,14,52,30.65,33.33,20.9,25.87,0.04,0.11,1.61,10.92,1.5,1.95,1.05,1.26,2.57,0.24
Curry,422.9,27,51,523,3020,469,604,620,702,4059,56,767,4349,290,1764,12734,1.16,7.3,9.75,135,82,3,5.77,6.55,0.32,19,175,56,22,6,214,28,256,33.46,39.29,34.52,41.29,0.06,0.12,1.24,7.14,1.11,1.43,1.47,1.66,9.6,0.13
D Rek,234.9,-2,28,310,1711,282,358,300,348,1846,29,420,2648,145,1066,7926,0.97,6.9,9.03,76,48,0,5.52,6.15,0.23,11,97,40,12,5,88,12,98,31.29,30.0,29.33,32.67,-0.01,0.12,1.32,7.28,1.2,1.52,1.28,1.48,7.86,0.12
d0pe,206.7,15,28,361,2515,329,367,169,254,586,68,376,2481,75,991,6423,0.69,18.09,7.76,38,85,4,6.97,3.47,0.09,25,102,41,8,5,41,14,53,28.25,19.51,24.26,31.36,0.07,0.14,1.75,12.17,1.59,1.78,0.82,1.23,2.84,0.33
dabang khan,22.3,-4,4,27,245,23,28,29,29,86,1,38,225,33,94,1027,1.04,2.63,14.81,5,0,0,9.07,2.97,0.08,2,4,2,1,0,6,3,9,14.81,50.0,20.69,31.03,-0.18,0.18,1.21,10.99,1.03,1.26,1.3,1.3,3.86,0.04
Dad Jokes!,97.7,0,8,121,857,112,138,121,166,532,32,174,857,30,342,4015,1.2,18.39,6.61,26,45,1,7.08,4.4,0.13,6,25,16,8,0,30,7,35,20.66,50.0,24.79,28.93,0.0,0.08,1.24,8.77,1.15,1.41,1.24,1.7,5.45,0.33
DAD.,436.4,-13,40,441,2934,399,550,575,713,3145,114,798,4148,540,1726,13646,1.3,14.29,9.07,151,138,2,6.65,5.47,0.23,32,132,53,13,3,185,20,218,29.93,24.53,32.17,37.91,-0.03,0.09,1.01,6.72,0.91,1.26,1.32,1.63,7.21,0.26
DadFane,29.8,-8,1,41,332,40,42,22,22,71,5,61,318,0,124,1244,0.52,8.2,2.44,2,0,0,8.1,3.23,0.06,6,8,1,1,0,4,0,4,19.51,100.0,18.18,18.18,-0.27,0.03,1.38,11.14,1.34,1.41,0.74,0.74,2.38,0.17
dadman,37.9,-7,1,56,359,55,68,39,52,266,11,68,389,65,165,1382,0.76,16.18,1.79,13,13,0,6.41,6.82,0.19,4,17,7,6,0,12,2,11,30.36,85.71,30.77,28.21,-0.18,0.03,1.48,9.47,1.45,1.79,1.03,1.37,7.02,0.29
Damian,44.5,1,8,76,532,68,94,25,31,109,1,74,482,43,198,1800,0.33,1.35,10.53,26,6,0,7.0,4.36,0.06,5,20,6,1,0,4,0,7,26.32,16.67,16.0,28.0,0.02,0.18,1.71,11.96,1.53,2.11,0.56,0.7,2.45,0.02
Daniel,26.8,-1,3,44,237,40,50,26,30,106,7,46,315,35,129,1082,0.6,15.22,6.82,10,4,1,5.39,4.08,0.1,1,15,4,1,0,5,3,9,34.09,25.0,19.23,34.62,-0.04,0.11,1.64,8.84,1.49,1.87,0.97,1.12,3.96,0.26
Dank Blocks,50.9,-13,3,82,503,77,97,41,42,196,8,95,588,5,231,1887,0.43,8.42,3.66,20,1,2,6.13,4.78,0.1,1,24,9,3,1,8,3,13,29.27,33.33,19.51,31.71,-0.26,0.06,1.61,9.88,1.51,1.91,0.81,0.83,3.85,0.16
danp,937.2,8,158,1499,10011,1328,1586,989,1289,3969,288,1690,10725,560,4304,28232,0.81,17.04,10.54,258,300,13,6.68,4.01,0.14,83,403,130,40,18,252,59,319,26.88,30.77,25.48,32.25,0.01,0.17,1.6,10.68,1.42,1.69,1.06,1.38,4.23,0.31
Darth JarJar,4.4,-4,0,12,46,11,12,2,2,13,0,8,71,0,28,171,0.17,0.0,0.0,1,0,1,3.83,6.5,0.08,0,5,1,0,0,0,0,0,41.67,0.0,0.0,0.0,-0.91,0.0,2.73,10.45,2.5,2.73,0.45,0.45,2.95,0.0
dawozer1,7.7,-4,0,8,17,8,9,16,16,13,0,14,75,0,30,388,1.78,0.0,0.0,1,0,0,2.12,0.81,0.03,0,3,2,1,0,2,0,3,37.5,50.0,12.5,18.75,-0.52,0.0,1.04,2.21,1.04,1.17,2.08,2.08,1.69,0.0
DEAD NAN,550.7,8,95,916,6431,817,945,494,609,2664,168,1032,6381,369,2566,17729,0.64,16.28,10.37,128,115,4,7.02,5.39,0.15,60,256,96,30,8,152,22,176,27.95,31.25,30.77,35.63,0.01,0.17,1.66,11.68,1.48,1.72,0.9,1.11,4.84,0.31
Deez Cashews,375.2,16,47,513,3481,464,615,487,626,1788,91,685,3914,315,1595,13161,1.02,13.28,9.16,151,139,2,6.79,3.67,0.14,24,117,46,17,3,133,25,155,22.81,36.96,27.31,31.83,0.04,0.13,1.37,9.28,1.24,1.64,1.3,1.67,4.77,0.24
Dew1234,64.1,-10,3,112,655,105,133,70,79,387,10,114,798,35,323,2346,0.59,8.77,2.68,28,9,4,5.85,5.53,0.16,7,44,22,8,0,18,5,19,39.29,36.36,25.71,27.14,-0.16,0.05,1.75,10.22,1.64,2.07,1.09,1.23,6.04,0.16
dewgazi,32.1,8,2,25,181,23,32,40,49,370,7,56,288,15,115,1160,1.53,12.5,8.0,9,9,0,7.24,9.25,0.32,2,1,3,2,0,13,6,12,4.0,66.67,32.5,30.0,0.25,0.06,0.78,5.64,0.72,1.0,1.25,1.53,11.53,0.22
DibuMartinez,134.5,8,16,152,783,135,178,137,192,1055,45,242,1347,246,574,4231,1.08,18.6,10.53,43,55,1,5.15,7.7,0.25,4,52,17,5,1,48,5,49,34.21,29.41,35.04,35.77,0.06,0.12,1.13,5.82,1.0,1.32,1.02,1.43,7.84,0.33
Dick Dingus,8.0,1,2,15,104,12,14,10,10,18,3,14,83,0,32,311,0.71,21.43,13.33,2,0,1,6.93,1.8,0.06,0,2,0,0,0,3,0,3,13.33,0.0,30.0,30.0,0.12,0.25,1.88,13.0,1.5,1.75,1.25,1.25,2.25,0.38
DiegoOnMac,26.0,11,5,41,317,36,42,26,29,86,6,46,275,0,108,1017,0.69,13.04,12.2,6,3,0,7.73,3.31,0.08,0,5,1,0,1,6,3,9,12.2,0.0,23.08,34.62,0.42,0.19,1.58,12.19,1.38,1.62,1.0,1.12,3.31,0.23
Diencash,222.4,3,11,202,1464,190,268,382,431,2594,41,400,2112,203,864,7514,1.61,10.25,5.45,78,49,1,7.25,6.79,0.35,17,57,32,9,1,155,20,175,28.22,28.12,40.58,45.81,0.01,0.05,0.91,6.58,0.85,1.21,1.72,1.94,11.66,0.18
DMT,157.1,-33,14,226,1689,207,244,123,140,828,35,285,1603,115,653,6072,0.57,12.28,6.19,37,17,5,7.47,6.73,0.14,13,54,20,8,4,31,4,41,23.89,40.0,25.2,33.33,-0.21,0.09,1.44,10.75,1.32,1.55,0.78,0.89,5.27,0.22
dodsfall,128.6,-16,12,151,978,136,170,190,220,1273,25,230,1243,105,509,4061,1.29,10.87,7.95,34,30,3,6.48,6.7,0.31,7,31,14,5,0,69,5,81,20.53,35.71,36.32,42.63,-0.12,0.09,1.17,7.6,1.06,1.32,1.48,1.71,9.9,0.19
Don Garyoni,70.4,-12,3,46,238,43,64,113,144,426,21,120,581,43,234,2821,2.25,17.5,6.52,21,31,0,5.17,3.77,0.15,3,22,8,3,1,21,5,33,47.83,37.5,18.58,29.2,-0.17,0.04,0.65,3.38,0.61,0.91,1.61,2.05,6.05,0.3
Doris,419.6,6,61,559,4145,495,586,455,581,2925,97,756,4295,278,1735,13389,0.99,12.83,10.91,91,126,3,7.42,6.43,0.22,41,133,64,19,8,153,22,174,23.79,29.69,33.63,38.24,0.01,0.15,1.33,9.88,1.18,1.4,1.08,1.38,6.97,0.23
Double A,24.9,-10,2,33,187,31,42,23,24,125,4,44,245,57,107,971,0.57,9.09,6.06,11,1,0,5.67,5.43,0.13,1,13,7,2,0,4,1,8,39.39,28.57,17.39,34.78,-0.4,0.08,1.33,7.51,1.24,1.69,0.92,0.96,5.02,0.16
Dragon  Ball,8.6,-1,2,8,74,6,11,22,25,65,3,16,85,5,35,322,2.27,18.75,25.0,5,3,0,9.25,2.95,0.2,0,0,0,0,1,6,0,7,0.0,0.0,27.27,31.82,-0.12,0.23,0.93,8.6,0.7,1.28,2.56,2.91,7.56,0.35
drewfa,68.4,6,11,95,960,84,99,64,84,283,12,122,717,80,300,2695,0.85,9.84,11.58,15,20,0,10.11,4.42,0.11,12,17,5,2,2,18,4,17,17.89,40.0,28.12,26.56,0.09,0.16,1.39,14.04,1.23,1.45,0.94,1.23,4.14,0.18
dryfus,56.5,-3,4,77,391,73,92,75,80,358,8,100,615,25,247,2182,0.87,8.0,5.19,19,5,0,5.08,4.77,0.16,2,24,10,4,0,19,7,22,31.17,40.0,25.33,29.33,-0.05,0.07,1.36,6.92,1.29,1.63,1.33,1.42,6.34,0.14
DT,109.5,13,24,188,1369,161,182,130,166,592,37,192,1279,85,519,3320,0.91,19.27,12.77,21,36,3,7.28,4.55,0.18,14,44,15,5,3,38,6,45,23.4,33.33,29.23,34.62,0.12,0.22,1.72,12.5,1.47,1.66,1.19,1.52,5.41,0.34
Duards,25.0,12,6,34,255,28,36,45,55,142,5,44,253,25,105,876,1.53,11.36,17.65,8,10,0,7.5,3.16,0.16,3,7,4,1,2,10,2,12,20.59,25.0,22.22,26.67,0.48,0.24,1.36,10.2,1.12,1.44,1.8,2.2,5.68,0.2
DuckDuckJuke,126.2,-5,13,182,1403,168,202,130,156,533,32,226,1396,130,576,4821,0.77,14.16,7.14,34,26,1,7.71,4.1,0.11,12,46,23,9,1,27,3,30,25.27,39.13,20.77,23.08,-0.04,0.1,1.44,11.12,1.33,1.6,1.03,1.24,4.22,0.25
Duckquack,91.6,-15,7,120,714,112,137,149,177,720,29,165,966,105,397,3378,1.29,17.58,5.83,25,28,1,5.95,4.83,0.21,4,30,10,3,2,50,9,59,25.0,30.0,33.56,39.6,-0.16,0.08,1.31,7.79,1.22,1.5,1.63,1.93,7.86,0.32
Ducky,84.2,5,4,78,386,74,103,123,141,1182,13,153,805,128,341,2681,1.37,8.5,5.13,29,18,0,4.95,9.61,0.44,3,29,7,3,0,46,6,69,37.18,42.86,37.4,56.1,0.06,0.05,0.93,4.58,0.88,1.22,1.46,1.67,14.04,0.15
DudeMcGuy,108.2,17,10,84,544,70,97,217,260,1174,31,196,1005,138,419,3788,2.68,15.82,11.9,27,43,4,6.48,5.41,0.31,3,21,11,6,2,72,9,96,25.0,54.55,33.18,44.24,0.16,0.09,0.78,5.03,0.65,0.9,2.01,2.4,10.85,0.29
easily juked,126.8,7,18,189,1268,169,187,149,158,630,17,238,1390,88,557,4534,0.84,7.14,9.52,18,9,2,6.71,4.23,0.14,11,47,16,2,4,36,9,46,24.87,12.5,24.16,30.87,0.06,0.14,1.49,10.0,1.33,1.47,1.18,1.25,4.97,0.13
Eat Tofu,90.5,-10,9,115,559,106,127,94,122,673,24,164,963,170,408,2841,0.96,14.63,7.83,21,28,0,4.86,7.16,0.24,3,37,16,6,0,37,2,45,32.17,37.5,39.36,47.87,-0.11,0.1,1.27,6.18,1.17,1.4,1.04,1.35,7.44,0.27
Eballs,71.5,6,7,74,498,67,93,124,140,655,8,131,642,135,281,2606,1.51,6.11,9.46,26,16,0,6.73,5.28,0.25,2,22,14,7,0,44,5,53,29.73,50.0,35.48,42.74,0.08,0.1,1.03,6.97,0.94,1.3,1.73,1.96,9.16,0.11
Ebhawk,138.3,1,20,215,1884,195,252,123,177,438,41,246,1426,247,612,5263,0.7,16.67,9.3,57,54,0,8.76,3.56,0.08,23,43,16,7,4,28,9,34,20.0,43.75,22.76,27.64,0.01,0.14,1.55,13.62,1.41,1.82,0.89,1.28,3.17,0.3
EBITDA,181.5,-9,14,273,1741,257,341,200,217,826,16,329,1879,135,767,7570,0.64,4.86,5.13,84,17,2,6.38,4.13,0.11,14,74,28,8,1,46,10,54,27.11,28.57,23.0,27.0,-0.05,0.08,1.5,9.59,1.42,1.88,1.1,1.2,4.55,0.09
eee,689.7,60,98,929,6741,825,985,819,1029,3709,182,1247,8033,532,3260,21301,1.04,14.6,10.55,160,210,6,7.26,4.53,0.17,60,216,82,33,15,234,44,298,23.25,40.24,28.57,36.39,0.09,0.14,1.35,9.77,1.2,1.43,1.19,1.49,5.38,0.26
Elisabeth,1.6,1,1,2,32,1,3,2,2,2,0,4,15,0,6,95,0.67,0.0,50.0,2,0,0,16.0,1.0,0.02,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.62,0.62,1.25,20.0,0.62,1.88,1.25,1.25,1.25,0.0
Elliott,8.3,-5,0,11,68,11,14,8,8,19,0,14,70,0,28,423,0.57,0.0,0.0,3,0,0,6.18,2.38,0.04,0,5,3,1,0,1,0,1,45.45,33.33,12.5,12.5,-0.6,0.0,1.33,8.19,1.33,1.69,0.96,0.96,2.29,0.0
Enervate,583.2,-40,86,983,5897,892,1094,688,773,1913,94,1058,7370,310,2948,19098,0.71,8.88,8.75,202,85,5,6.0,2.78,0.1,50,283,103,43,7,142,25,192,28.79,41.75,20.64,27.91,-0.07,0.15,1.69,10.11,1.53,1.88,1.18,1.33,3.28,0.16
EpicBlob,153.1,18,20,162,1069,140,197,215,274,1766,37,276,1539,330,664,4601,1.39,13.41,12.35,57,59,2,6.6,8.21,0.38,13,49,21,11,1,86,13,109,30.25,52.38,40.0,50.7,0.12,0.13,1.06,6.98,0.91,1.29,1.4,1.79,11.53,0.24
EpicJuker,59.5,10,8,70,540,62,84,79,89,429,11,109,555,10,220,2311,1.06,10.09,11.43,22,10,0,7.71,5.43,0.19,5,13,5,1,0,19,4,29,18.57,20.0,24.05,36.71,0.17,0.13,1.18,9.08,1.04,1.41,1.33,1.5,7.21,0.18
ErykahBaIIdu,9.1,1,0,8,61,8,10,19,23,59,2,14,55,5,23,382,2.3,14.29,0.0,2,4,0,7.62,3.11,0.15,0,1,1,1,0,6,1,6,12.5,100.0,31.58,31.58,0.11,0.0,0.88,6.7,0.88,1.1,2.09,2.53,6.48,0.22
EvTheSmev,185.9,-1,22,296,2128,271,330,169,210,686,41,340,2135,145,865,7369,0.64,12.06,7.43,59,41,3,7.19,4.06,0.09,15,71,24,9,2,43,6,56,23.99,37.5,25.44,33.14,-0.01,0.12,1.59,11.45,1.46,1.78,0.91,1.13,3.69,0.22
Exsufflicate,68.1,-1,4,75,567,71,92,78,85,648,9,126,519,60,214,2708,0.92,7.14,5.33,21,7,0,7.56,8.31,0.24,5,20,3,2,0,29,1,33,26.67,66.67,37.18,42.31,-0.01,0.06,1.1,8.33,1.04,1.35,1.15,1.25,9.52,0.13
ez,977.0,30,121,1201,8028,1071,1300,907,1126,4846,291,1767,10701,615,4307,31252,0.87,16.47,10.07,229,219,9,6.68,5.34,0.16,61,320,127,44,6,263,46,319,26.64,34.65,29.0,35.17,0.03,0.12,1.23,8.22,1.1,1.33,0.93,1.15,4.96,0.3
F7,22.799999999999997,7,3,33,289,30,36,34,34,76,6,42,241,0,94,840,0.94,14.29,9.09,6,0,0,8.76,2.24,0.09,3,5,2,2,0,4,2,8,15.15,100.0,11.76,23.53,0.31,0.13,1.45,12.68,1.32,1.58,1.49,1.49,3.33,0.26
Face Cheeks,8.0,-3,0,5,69,5,9,10,10,57,2,14,56,0,22,268,1.11,14.29,0.0,4,0,0,13.8,5.7,0.21,2,1,0,0,0,5,0,5,20.0,0.0,50.0,50.0,-0.38,0.0,0.62,8.62,0.62,1.12,1.25,1.25,7.12,0.25
fah q,76.5,6,6,104,629,97,114,95,113,317,11,132,813,153,350,3221,0.99,8.33,5.77,17,18,1,6.05,3.34,0.1,2,25,13,7,1,25,1,34,24.04,53.85,26.32,35.79,0.08,0.08,1.36,8.22,1.27,1.49,1.24,1.48,4.14,0.14
Feels Like,54.4,-4,6,63,372,56,72,60,66,195,10,100,643,30,260,2090,0.92,10.0,9.52,16,6,1,5.9,3.25,0.09,0,16,6,2,1,12,4,16,25.4,33.33,20.0,26.67,-0.07,0.11,1.16,6.84,1.03,1.32,1.1,1.21,3.58,0.18
fender,178.4,-1,37,304,2294,267,310,157,199,583,44,319,2313,205,947,5977,0.64,13.79,12.17,43,42,0,7.55,3.71,0.1,25,89,35,15,5,50,6,56,29.28,42.86,31.85,35.67,-0.01,0.21,1.7,12.86,1.5,1.74,0.88,1.12,3.27,0.25
Fenek,48.7,1,4,39,316,34,60,96,113,526,14,100,389,60,164,1735,1.88,14.0,10.26,26,17,1,8.1,5.48,0.3,3,9,7,1,0,34,3,38,23.08,14.29,35.42,39.58,0.02,0.08,0.8,6.49,0.7,1.23,1.97,2.32,10.8,0.29
FFFlier,40.9,-15,1,63,276,62,76,42,42,160,3,76,602,10,240,1583,0.55,3.95,1.59,14,0,0,4.38,3.81,0.1,1,20,6,3,0,9,1,11,31.75,50.0,21.43,26.19,-0.37,0.02,1.54,6.75,1.52,1.86,1.03,1.03,3.91,0.07
ffgr,86.0,-4,13,146,1191,130,157,125,132,320,10,152,907,63,364,3351,0.84,6.58,8.9,27,7,3,8.16,2.56,0.1,11,25,16,10,2,35,5,39,17.12,62.5,28.0,31.2,-0.05,0.15,1.7,13.85,1.51,1.83,1.45,1.53,3.72,0.12
first slime,159.1,-1,14,219,1810,203,253,276,309,726,38,286,1691,100,684,6089,1.22,13.29,6.39,50,33,2,8.26,2.63,0.12,20,52,26,11,2,75,11,91,23.74,42.31,27.17,32.97,-0.01,0.09,1.38,11.38,1.28,1.59,1.73,1.94,4.56,0.24
FK,102.2,-1,13,175,987,160,181,106,129,598,18,187,1275,80,516,3181,0.71,9.63,7.43,21,23,2,5.64,5.64,0.19,4,53,19,7,1,30,5,40,30.29,36.84,28.3,37.74,-0.01,0.13,1.71,9.66,1.57,1.77,1.04,1.26,5.85,0.18
FL,112.7,18,9,143,733,133,160,141,166,916,25,201,1303,125,533,3581,1.04,12.44,6.29,27,25,1,5.13,6.5,0.26,2,52,16,5,0,47,7,53,36.36,31.25,33.33,37.59,0.16,0.08,1.27,6.5,1.18,1.42,1.25,1.47,8.13,0.22
fl33t,123.0,-4,7,99,1000,91,135,144,180,973,36,225,1253,130,514,4712,1.33,16.0,7.07,44,36,1,10.1,6.76,0.21,15,15,11,7,0,52,9,62,15.15,63.64,36.11,43.06,-0.03,0.06,0.8,8.13,0.74,1.1,1.17,1.46,7.91,0.29
Flail,10.7,-7,2,13,182,11,11,15,16,96,4,18,71,5,29,421,1.45,22.22,15.38,0,1,0,14.0,6.4,0.23,4,3,2,0,0,7,0,9,23.08,0.0,46.67,60.0,-0.65,0.19,1.21,17.01,1.03,1.03,1.4,1.5,8.97,0.37
Floof,9.6,1,0,13,80,13,14,8,9,61,0,18,99,20,42,355,0.64,0.0,0.0,1,1,0,6.15,7.62,0.17,0,4,1,0,0,3,1,4,30.77,0.0,37.5,50.0,0.1,0.0,1.35,8.33,1.35,1.46,0.83,0.94,6.35,0.0
FlyingV,187.8,-28,21,305,1847,283,347,214,245,784,23,335,2097,110,848,7842,0.71,6.87,6.89,64,31,1,6.06,3.66,0.1,13,86,43,21,1,54,14,74,28.2,48.84,25.23,34.58,-0.15,0.11,1.62,9.83,1.51,1.85,1.14,1.3,4.17,0.12
Food 4 Thots,42.4,-2,5,53,417,47,59,58,71,128,15,89,518,30,208,1795,1.2,16.85,9.43,12,13,1,7.87,2.21,0.07,5,9,3,1,1,13,4,19,16.98,33.33,22.41,32.76,-0.05,0.12,1.25,9.83,1.11,1.39,1.37,1.67,3.02,0.35
Forrtmanx2,7.8,2,1,10,43,8,13,12,12,76,0,14,76,5,31,224,0.92,0.0,10.0,5,0,1,4.3,6.33,0.34,0,1,0,0,0,3,0,3,10.0,0.0,25.0,25.0,0.26,0.13,1.28,5.51,1.03,1.67,1.54,1.54,9.74,0.0
FragrantFowl,6.7,5,1,7,73,6,6,12,13,12,2,12,53,5,21,263,2.17,16.67,14.29,0,1,0,10.43,1.0,0.05,1,0,0,0,0,1,3,2,0.0,0.0,8.33,16.67,0.75,0.15,1.04,10.9,0.9,0.9,1.79,1.94,1.79,0.3
Frank,302.8,45,47,384,2804,334,408,399,472,2908,62,547,3200,153,1282,10213,1.16,11.33,12.24,74,73,3,7.3,7.29,0.28,25,89,36,16,9,143,17,171,23.18,44.44,35.84,42.86,0.15,0.16,1.27,9.26,1.1,1.35,1.32,1.56,9.6,0.2
free advice,13.7,-1,0,6,33,6,15,22,26,152,3,24,74,10,30,493,1.73,12.5,0.0,9,4,0,5.5,6.91,0.31,0,1,1,1,0,6,1,8,16.67,100.0,27.27,36.36,-0.07,0.0,0.44,2.41,0.44,1.09,1.61,1.9,11.09,0.22
FreeFalastin,196.8,12,27,280,1952,248,292,192,212,1017,44,364,2194,75,871,6109,0.73,12.09,9.64,44,20,5,6.97,5.3,0.17,17,85,20,9,1,51,8,53,30.36,45.0,26.56,27.6,0.06,0.14,1.42,9.92,1.26,1.48,0.98,1.08,5.17,0.22
ft,112.8,10,22,186,1050,163,190,115,153,575,29,207,1359,90,546,3483,0.81,14.01,11.83,27,38,1,5.65,5.0,0.17,5,55,20,9,2,27,9,34,29.57,45.0,23.48,29.57,0.09,0.2,1.65,9.31,1.45,1.68,1.02,1.36,5.1,0.26
Fuck,308.7,13,14,307,2204,291,388,455,542,2357,59,558,2936,366,1222,11996,1.4,10.57,4.56,97,87,2,7.18,5.18,0.2,20,76,35,13,0,135,28,162,24.76,37.14,29.67,35.6,0.04,0.05,0.99,7.14,0.94,1.26,1.47,1.76,7.64,0.19
