Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
Crowman,20.0,-1,2,33,274,31,34,20,25,31,8,37,215,0,84,867,0.74,21.62,6.06,3,5,0,8.3,1.55,0.04,4,9,5,2,0,1,2,1,27.27,40.0,5.0,5.0,-0.05,0.1,1.65,13.7,1.55,1.7,1.0,1.25,1.55,0.4
CRYCHIC,472.0,22,68,758,4362,685,813,450,603,2747,116,856,5508,285,2213,15080,0.74,13.55,8.97,128,153,5,5.75,6.1,0.18,30,247,110,26,8,141,27,157,32.59,23.64,31.33,34.89,0.05,0.14,1.61,9.24,1.45,1.72,0.95,1.28,5.82,0.25
CT Crunch,68.1,-6,7,121,656,114,131,52,68,221,15,122,819,113,342,2203,0.52,12.3,5.79,17,16,0,5.42,4.25,0.1,3,38,10,2,1,15,1,20,31.4,20.0,28.85,38.46,-0.09,0.1,1.78,9.63,1.67,1.92,0.76,1.0,3.25,0.22
Cupid,53.7,-7,7,87,594,79,99,51,68,108,14,94,636,58,259,2056,0.69,14.89,8.05,20,17,1,6.83,2.12,0.05,6,26,8,2,1,9,0,15,29.89,25.0,17.65,29.41,-0.13,0.13,1.62,11.06,1.47,1.84,0.95,1.27,2.01,0.26
Curry,83.6,-3,5,114,571,108,134,136,154,872,10,148,862,75,355,2385,1.15,6.76,4.39,26,18,1,5.01,6.41,0.37,1,36,11,1,2,60,8,71,31.58,9.09,44.12,52.21,-0.04,0.06,1.36,6.83,1.29,1.6,1.63,1.84,10.43,0.12
d0pe,210.0,17,34,313,2269,279,354,201,273,827,67,387,2427,140,976,6859,0.77,17.31,10.86,75,72,0,7.25,4.11,0.12,18,71,36,12,5,53,14,65,22.68,33.33,26.37,32.34,0.08,0.16,1.49,10.8,1.33,1.69,0.96,1.3,3.94,0.32
dabang khan,92.2,-5,7,136,899,126,152,77,94,622,13,165,993,105,405,3573,0.62,7.88,5.15,26,17,3,6.61,8.08,0.17,6,29,11,4,0,22,7,26,21.32,36.36,28.57,33.77,-0.05,0.08,1.48,9.75,1.37,1.65,0.84,1.02,6.75,0.14
Dad Jokes!,16.3,-5,0,14,106,14,23,21,29,62,3,28,131,39,59,587,1.26,10.71,0.0,9,8,0,7.57,2.95,0.11,0,1,0,0,0,6,2,8,7.14,0.0,28.57,38.1,-0.31,0.0,0.86,6.5,0.86,1.41,1.29,1.78,3.8,0.18
DAD.,170.2,-10,17,193,1266,176,240,232,258,1202,31,313,1791,218,743,5444,1.08,9.9,8.81,64,26,0,6.56,5.18,0.22,15,62,17,3,1,71,15,89,32.12,17.65,30.6,38.36,-0.06,0.1,1.13,7.44,1.03,1.41,1.36,1.52,7.06,0.18
DadFane,3.8,1,1,4,18,2,2,3,3,9,1,6,30,0,12,199,1.5,16.67,25.0,0,0,1,4.5,3.0,0.05,0,1,0,0,0,0,0,0,25.0,0.0,0.0,0.0,0.26,0.26,1.05,4.74,0.53,0.53,0.79,0.79,2.37,0.26
dadman,59.3,-9,9,113,809,102,115,59,65,190,13,104,688,45,281,2331,0.57,12.5,7.96,13,6,2,7.16,3.22,0.08,6,28,14,7,2,12,2,20,24.78,50.0,20.34,33.9,-0.15,0.15,1.91,13.64,1.72,1.94,0.99,1.1,3.2,0.22
Damian,4.6,-2,0,4,50,4,7,5,7,21,2,10,30,0,12,248,1.0,20.0,0.0,3,2,0,12.5,4.2,0.08,1,0,1,1,0,0,0,1,0.0,100.0,0.0,20.0,-0.43,0.0,0.87,10.87,0.87,1.52,1.09,1.52,4.57,0.43
danp,546.6,52,93,827,5485,725,882,606,806,2626,175,977,5985,368,2419,16440,0.91,17.91,11.25,157,200,9,6.63,4.33,0.16,41,223,89,27,6,181,28,218,26.96,30.34,29.87,35.97,0.1,0.17,1.51,10.03,1.33,1.61,1.11,1.47,4.8,0.32
Deez Cashews,157.6,31,24,218,1299,192,260,185,216,673,37,285,1840,189,755,5390,0.83,12.98,11.01,68,31,2,5.96,3.64,0.12,8,48,19,9,3,45,10,66,22.02,47.37,24.32,35.68,0.2,0.15,1.38,8.24,1.22,1.65,1.17,1.37,4.27,0.23
deku,245.6,-13,13,224,1135,210,299,391,437,2472,36,436,2513,260,1034,8551,1.46,8.26,5.8,89,46,1,5.07,6.32,0.29,7,70,36,10,0,135,22,162,31.25,27.78,34.53,41.43,-0.05,0.05,0.91,4.62,0.86,1.22,1.59,1.78,10.07,0.15
Dew1234,21.2,4,5,34,265,29,30,26,35,74,7,38,248,5,97,863,1.17,18.42,14.71,1,9,0,7.79,2.85,0.09,4,6,8,2,1,3,1,5,17.65,25.0,11.54,19.23,0.19,0.24,1.6,12.5,1.37,1.42,1.23,1.65,3.49,0.33
DibuMartinez,146.0,-16,10,147,811,132,185,143,193,1093,56,249,1434,177,597,4734,1.04,22.49,6.8,53,50,5,5.52,7.64,0.23,5,41,24,8,0,46,2,53,27.89,33.33,32.17,37.06,-0.11,0.07,1.01,5.55,0.9,1.27,0.98,1.32,7.49,0.38
DiegoOnMac,112.5,7,12,168,1295,155,208,120,157,397,26,209,1151,155,483,4486,0.75,12.44,7.14,53,37,1,7.71,3.31,0.09,13,33,17,7,0,19,7,31,19.64,41.18,15.83,25.83,0.06,0.11,1.49,11.51,1.38,1.85,1.07,1.4,3.53,0.23
Diencash,228.2,-14,19,239,1607,219,294,340,381,2146,31,405,2336,280,972,8047,1.3,7.65,7.95,75,41,1,6.72,6.31,0.27,14,56,23,8,4,143,12,159,23.43,34.78,42.06,46.76,-0.06,0.08,1.05,7.04,0.96,1.29,1.49,1.67,9.4,0.14
DMT,27.1,-7,1,35,242,33,41,27,31,128,6,57,312,20,126,1150,0.76,10.53,2.86,8,4,1,6.91,4.74,0.11,1,10,3,0,0,4,0,5,28.57,0.0,14.81,18.52,-0.26,0.04,1.29,8.93,1.22,1.51,1.0,1.14,4.72,0.22
Don Garyoni,4.3,-1,0,3,5,2,9,4,4,13,0,8,35,5,15,191,0.44,0.0,0.0,7,0,1,1.67,3.25,0.07,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-0.23,0.0,0.7,1.16,0.47,2.09,0.93,0.93,3.02,0.0
Doris,200.4,-20,23,232,1342,208,264,217,268,1842,51,368,1866,196,770,6021,1.02,13.86,9.91,56,51,1,5.78,8.49,0.31,6,66,36,9,2,74,8,82,28.45,25.0,34.1,37.79,-0.1,0.11,1.16,6.7,1.04,1.32,1.08,1.34,9.19,0.25
Dragon  Ball,62.0,21,16,102,651,86,111,73,92,324,17,110,673,55,273,2126,0.83,15.45,15.69,25,19,0,6.38,4.44,0.15,6,31,7,2,2,19,6,26,30.39,28.57,26.03,35.62,0.34,0.26,1.65,10.5,1.39,1.79,1.18,1.48,5.23,0.27
drewfa,17.4,-3,2,21,266,19,21,17,21,41,1,32,148,5,57,795,1.0,3.12,9.52,2,4,0,12.67,2.41,0.05,6,4,3,0,0,3,1,4,19.05,0.0,17.65,23.53,-0.17,0.11,1.21,15.29,1.09,1.21,0.98,1.21,2.36,0.06
DT,96.6,8,15,146,1083,129,152,111,158,462,33,188,1144,53,458,3157,1.04,17.55,10.27,23,47,2,7.42,4.16,0.15,11,36,11,3,2,32,8,41,24.66,27.27,28.83,36.94,0.08,0.16,1.51,11.21,1.34,1.57,1.15,1.64,4.78,0.34
Duards,20.8,-5,1,24,225,23,31,27,34,92,3,38,193,34,80,831,1.1,7.89,4.17,8,7,0,9.38,3.41,0.11,4,5,0,0,0,3,0,5,20.83,0.0,11.11,18.52,-0.24,0.05,1.15,10.82,1.11,1.49,1.3,1.63,4.42,0.14
DuckDuckJuke,169.6,-2,21,225,1791,201,259,187,262,961,41,305,1764,272,747,6241,1.01,13.44,9.33,58,75,3,7.96,5.14,0.15,20,50,21,9,2,53,9,70,22.22,42.86,28.34,37.43,-0.01,0.12,1.33,10.56,1.19,1.53,1.1,1.54,5.67,0.24
Duckquack,14.3,-10,0,18,164,18,22,13,13,33,0,26,137,0,54,648,0.59,0.0,0.0,4,0,0,9.11,2.54,0.05,2,5,1,0,0,1,0,2,27.78,0.0,7.69,15.38,-0.7,0.0,1.26,11.47,1.26,1.54,0.91,0.91,2.31,0.0
Ducky,51.4,-2,3,53,261,50,72,61,66,480,7,92,589,65,243,1702,0.92,7.61,5.66,22,5,0,4.92,7.87,0.28,0,15,9,4,0,22,3,23,28.3,44.44,36.07,37.7,-0.04,0.06,1.03,5.08,0.97,1.4,1.19,1.28,9.34,0.14
DudeMcGuy,52.1,-3,5,63,373,58,69,70,88,434,14,92,566,45,229,1585,1.28,15.22,7.94,11,18,0,5.92,6.2,0.27,1,16,7,1,0,32,4,33,25.4,14.29,45.71,47.14,-0.06,0.1,1.21,7.16,1.11,1.32,1.34,1.69,8.33,0.27
easily juked,137.1,8,19,173,1068,154,192,159,169,778,14,245,1327,94,534,5086,0.88,5.71,10.98,38,10,0,6.17,4.89,0.15,6,44,19,8,3,40,7,44,25.43,42.11,25.16,27.67,0.06,0.14,1.26,7.79,1.12,1.4,1.16,1.23,5.67,0.1
Eat Tofu,117.6,4,13,123,795,109,145,140,174,712,19,204,1162,130,482,4280,1.2,9.31,10.57,36,34,1,6.46,5.09,0.17,9,30,14,8,1,42,4,44,24.39,57.14,30.0,31.43,0.03,0.11,1.05,6.76,0.93,1.23,1.19,1.48,6.05,0.16
Eballs,37.9,9,1,40,387,39,42,58,64,350,7,68,402,35,165,1518,1.52,10.29,2.5,3,6,0,9.68,6.03,0.23,6,6,4,1,0,20,5,23,15.0,25.0,34.48,39.66,0.24,0.03,1.06,10.21,1.03,1.11,1.53,1.69,9.23,0.18
Ebhawk,36.6,-6,6,56,448,50,57,36,42,109,5,66,360,90,158,1544,0.74,7.58,10.71,7,6,0,8.0,3.03,0.07,5,13,7,5,0,8,1,11,23.21,71.43,22.22,30.56,-0.16,0.16,1.53,12.24,1.37,1.56,0.98,1.15,2.98,0.14
eee,249.3,13,47,369,2225,317,388,276,330,1031,53,462,2971,200,1204,7592,0.85,11.47,12.74,71,54,5,6.03,3.74,0.14,11,94,45,23,5,74,16,88,25.47,51.11,26.81,31.88,0.05,0.19,1.48,8.92,1.27,1.56,1.11,1.32,4.14,0.21
Enervate,236.6,5,39,385,2223,344,431,276,320,838,46,431,3074,215,1253,7538,0.74,10.67,10.13,87,44,2,5.77,3.04,0.11,15,118,46,18,4,59,18,75,30.65,39.13,21.38,27.17,0.02,0.16,1.63,9.4,1.45,1.82,1.17,1.35,3.54,0.19
EpicBlob,24.5,-1,0,21,139,21,36,31,38,204,7,44,248,65,111,829,1.06,15.91,0.0,15,7,0,6.62,6.58,0.25,1,3,0,0,0,12,0,12,14.29,0.0,38.71,38.71,-0.04,0.0,0.86,5.67,0.86,1.47,1.27,1.55,8.33,0.29
EpicJuker,54.5,-12,5,79,435,74,91,45,51,302,7,101,545,20,218,1700,0.56,6.93,6.33,17,6,0,5.51,6.71,0.18,3,33,7,2,1,4,1,9,41.77,28.57,8.89,20.0,-0.22,0.09,1.45,7.98,1.36,1.67,0.83,0.94,5.54,0.13
erl,38.0,-18,1,47,204,44,63,39,41,153,1,64,393,35,161,1681,0.65,1.56,2.13,19,2,2,4.34,3.92,0.09,0,18,7,3,0,7,2,6,38.3,42.86,17.95,15.38,-0.47,0.03,1.24,5.37,1.16,1.66,1.03,1.08,4.03,0.03
ErykahBaIIdu,13.2,-6,0,12,38,12,23,16,17,92,1,24,79,0,30,555,0.74,4.17,0.0,11,1,0,3.17,5.75,0.17,0,4,0,0,0,1,0,1,33.33,0.0,6.25,6.25,-0.45,0.0,0.91,2.88,0.91,1.74,1.21,1.29,6.97,0.08
Ethan,18.0,7,2,20,146,17,25,19,27,198,4,32,162,35,71,599,1.08,12.5,10.0,8,8,1,7.3,10.42,0.33,1,5,1,0,0,5,0,6,25.0,0.0,26.32,31.58,0.39,0.11,1.11,8.11,0.94,1.39,1.06,1.5,11.0,0.22
Euler,16.6,3,1,28,162,27,36,18,29,78,6,30,207,13,84,476,0.81,20.0,3.57,9,11,0,5.79,4.33,0.16,2,8,4,0,0,3,2,5,28.57,0.0,16.67,27.78,0.18,0.06,1.69,9.76,1.63,2.17,1.08,1.75,4.7,0.36
EvTheSmev,184.2,-15,22,291,1798,267,321,132,149,693,23,329,2062,135,839,6776,0.46,6.99,7.56,54,17,2,6.18,5.25,0.1,9,75,17,10,1,29,3,44,25.77,58.82,21.97,33.33,-0.08,0.12,1.58,9.76,1.45,1.74,0.72,0.81,3.76,0.12
Exsufflicate,89.5,0,7,113,791,105,127,94,105,836,12,162,799,44,322,3545,0.83,7.41,6.19,22,11,1,7.0,8.89,0.24,5,20,16,7,1,34,5,37,17.7,43.75,36.17,39.36,0.0,0.08,1.26,8.84,1.17,1.42,1.05,1.17,9.34,0.13
ez,914.8,1,86,1021,7109,929,1207,880,1077,4940,229,1643,9379,973,3866,30141,0.89,13.94,8.42,278,197,6,6.96,5.61,0.16,49,231,94,39,9,297,45,348,22.62,41.49,33.75,39.55,0.0,0.09,1.12,7.77,1.02,1.32,0.96,1.18,5.4,0.25
F7,12.4,-6,0,12,114,11,15,24,27,140,1,24,135,44,60,461,1.8,4.17,0.0,4,3,1,9.5,5.83,0.3,1,0,1,0,0,4,0,6,0.0,0.0,16.67,25.0,-0.48,0.0,0.97,9.19,0.89,1.21,1.94,2.18,11.29,0.08
fah q,95.3,7,20,134,978,112,140,112,134,321,13,168,880,230,390,3538,0.96,7.74,14.93,28,22,2,7.3,2.87,0.09,7,28,9,2,4,18,1,24,20.9,22.22,16.07,21.43,0.07,0.21,1.41,10.26,1.18,1.47,1.18,1.41,3.37,0.14
fender,148.5,23,41,275,2064,234,265,134,174,477,39,267,1785,135,731,4868,0.66,14.61,14.91,31,40,0,7.51,3.56,0.1,21,60,30,9,2,46,8,47,21.82,30.0,34.33,35.07,0.15,0.28,1.85,13.9,1.58,1.78,0.9,1.17,3.21,0.26
Fenek,85.4,6,4,97,586,93,118,143,169,782,29,157,833,122,350,2872,1.43,18.47,4.12,25,26,0,6.04,5.47,0.27,0,23,15,7,1,47,7,61,23.71,46.67,32.87,42.66,0.07,0.05,1.14,6.86,1.09,1.38,1.67,1.98,9.16,0.34
FFFlier,25.0,5,1,32,189,30,37,30,31,111,3,44,315,15,127,967,0.84,6.82,3.12,7,1,1,5.91,3.7,0.11,1,9,4,1,0,4,2,4,28.12,25.0,13.33,13.33,0.2,0.04,1.28,7.56,1.2,1.48,1.2,1.24,4.44,0.12
fiercefight,8.0,-1,0,8,72,8,11,8,8,24,0,14,85,5,35,379,0.73,0.0,0.0,3,0,0,9.0,3.0,0.06,1,2,0,0,0,1,0,2,25.0,0.0,12.5,25.0,-0.12,0.0,1.0,9.0,1.0,1.38,1.0,1.0,3.0,0.0
firehawkv,28.200000000000003,-9,1,30,293,29,38,33,47,182,7,50,274,97,124,1079,1.24,14.0,3.33,9,14,0,9.77,5.52,0.17,3,4,2,2,0,9,0,15,13.33,100.0,27.27,45.45,-0.32,0.04,1.06,10.39,1.03,1.35,1.17,1.67,6.45,0.25
FK,625.6,20,89,812,4841,715,925,863,971,4769,103,1118,7096,518,2877,21008,1.05,9.21,10.96,210,108,8,5.96,5.53,0.23,36,252,105,40,11,264,39,320,31.03,38.1,30.59,37.08,0.03,0.14,1.3,7.74,1.14,1.48,1.38,1.55,7.62,0.16
FL,160.5,11,14,187,1080,171,215,195,216,1413,24,292,1695,120,683,5185,1.0,8.22,7.49,44,21,2,5.78,7.25,0.27,8,59,24,8,1,53,7,69,31.55,33.33,27.18,35.38,0.07,0.09,1.17,6.73,1.07,1.34,1.21,1.35,8.8,0.15
fl33t,92.0,-11,4,83,696,79,119,93,116,551,22,162,915,42,366,3658,0.97,13.58,4.82,40,23,0,8.39,5.92,0.15,8,17,10,6,0,24,2,33,20.48,60.0,25.81,35.48,-0.12,0.04,0.9,7.57,0.86,1.29,1.01,1.26,5.99,0.24
Flail,6.6000000000000005,4,0,2,37,2,4,11,13,61,0,12,40,18,19,250,3.25,0.0,0.0,2,2,0,18.5,5.55,0.24,1,0,0,0,0,3,1,4,0.0,0.0,27.27,36.36,0.61,0.0,0.3,5.61,0.3,0.61,1.67,1.97,9.24,0.0
FlyingV,119.4,-4,15,210,1304,193,227,95,110,383,10,214,1377,105,563,4295,0.48,4.67,7.14,34,15,2,6.21,4.03,0.09,10,61,17,7,0,22,3,32,29.05,41.18,23.16,33.68,-0.03,0.13,1.76,10.92,1.62,1.9,0.8,0.92,3.21,0.08
Food 4 Thots,41.6,-1,3,69,413,64,80,49,65,111,6,74,457,75,195,1679,0.81,8.11,4.35,16,16,2,5.99,2.27,0.07,2,20,8,3,0,10,1,13,28.99,37.5,20.41,26.53,-0.02,0.07,1.66,9.93,1.54,1.92,1.18,1.56,2.67,0.14
FragrantFowl,130.7,11,15,184,1216,167,192,124,149,421,25,230,1493,108,603,4588,0.78,10.87,8.15,25,25,2,6.61,3.4,0.09,13,57,24,13,1,23,11,31,30.98,54.17,18.55,25.0,0.08,0.11,1.41,9.3,1.28,1.47,0.95,1.14,3.22,0.19
Frank,212.2,7,29,288,1768,255,314,245,294,1863,41,381,2328,138,937,6882,0.94,10.76,10.07,59,49,4,6.14,7.6,0.27,12,83,30,9,4,84,9,102,28.82,30.0,34.29,41.63,0.03,0.14,1.36,8.33,1.2,1.48,1.15,1.39,8.78,0.19
FreeFalastin,195.0,-2,25,264,2037,236,279,221,268,1181,65,352,1984,135,801,6400,0.96,18.47,9.47,43,47,3,7.72,5.34,0.18,25,75,22,9,3,77,13,81,28.41,40.91,34.84,36.65,-0.01,0.13,1.35,10.45,1.21,1.43,1.13,1.37,6.06,0.33
ft,113.6,-7,19,174,979,153,180,152,180,1033,24,203,1316,120,540,3350,1.0,11.82,10.92,27,28,2,5.63,6.8,0.31,9,58,14,3,3,55,5,62,33.33,21.43,36.18,40.79,-0.06,0.17,1.53,8.62,1.35,1.58,1.34,1.58,9.09,0.21
Fuck,271.2,-25,21,257,1773,234,322,368,449,2429,56,479,2509,333,1047,9782,1.39,11.69,8.17,88,81,2,6.9,6.6,0.25,17,70,35,11,3,125,19,148,27.24,31.43,33.97,40.22,-0.09,0.08,0.95,6.54,0.86,1.19,1.36,1.66,8.96,0.21
Funky Spud,16.0,1,2,17,182,15,18,24,24,179,3,28,136,10,56,536,1.33,10.71,11.76,3,0,0,10.71,7.46,0.33,2,3,3,0,0,6,0,7,17.65,0.0,25.0,29.17,0.06,0.12,1.06,11.38,0.94,1.12,1.5,1.5,11.19,0.19
Funkytown,16.0,0,1,25,143,23,30,11,14,18,2,28,202,10,82,637,0.47,7.14,4.0,7,3,1,5.72,1.64,0.03,1,10,4,2,0,1,1,1,40.0,50.0,9.09,9.09,0.0,0.06,1.56,8.94,1.44,1.88,0.69,0.88,1.12,0.12
garet,47.9,3,5,72,498,66,79,29,33,192,6,88,607,0,240,1476,0.42,6.82,6.94,13,4,1,6.92,6.62,0.13,4,22,9,4,0,3,0,8,30.56,44.44,10.34,27.59,0.06,0.1,1.5,10.4,1.38,1.65,0.61,0.69,4.01,0.13
GeeGee,15.5,-6,1,18,161,17,25,18,19,49,6,28,189,5,75,629,0.76,21.43,5.56,8,1,0,8.94,2.72,0.08,3,4,1,0,1,6,1,8,22.22,0.0,33.33,44.44,-0.39,0.06,1.16,10.39,1.1,1.61,1.16,1.23,3.16,0.39
GillyBall,81.8,-8,8,142,766,132,164,90,99,561,11,145,1040,160,440,2546,0.6,7.59,5.63,32,9,2,5.39,6.23,0.22,4,48,13,3,0,27,6,34,33.8,23.08,30.0,37.78,-0.1,0.1,1.74,9.36,1.61,2.0,1.1,1.21,6.86,0.13
gingerdg,57.7,-16,3,101,593,98,121,50,66,277,15,100,662,65,273,1960,0.55,15.0,2.97,23,16,0,5.87,5.54,0.14,4,33,13,7,1,20,2,24,32.67,53.85,40.0,48.0,-0.28,0.05,1.75,10.28,1.7,2.1,0.87,1.14,4.8,0.26
gl hf :),238.8,33,41,404,2628,360,439,199,256,1012,40,430,2868,315,1185,7612,0.58,9.3,10.15,79,57,3,6.5,5.09,0.13,27,127,51,16,3,52,12,68,31.44,31.37,26.13,34.17,0.14,0.17,1.69,11.01,1.51,1.84,0.83,1.07,4.24,0.17
Glimmer,234.2,33,24,266,2062,241,308,225,322,1319,86,424,2220,263,924,8755,1.05,20.28,9.02,67,97,1,7.75,5.86,0.15,23,57,33,15,1,58,14,76,21.43,45.45,25.78,33.78,0.14,0.1,1.14,8.8,1.03,1.32,0.96,1.37,5.63,0.37
glizzy23,57.8,5,3,69,364,65,83,82,91,557,9,100,621,10,246,2101,1.1,9.0,4.35,18,9,1,5.28,6.79,0.27,1,23,6,1,1,26,2,33,33.33,16.67,31.71,40.24,0.09,0.05,1.19,6.3,1.12,1.44,1.42,1.57,9.64,0.16
GnomeChomsky,7.2,-5,0,6,36,6,15,9,12,40,2,14,53,22,24,305,0.8,14.29,0.0,9,3,0,6.0,4.44,0.13,0,2,3,0,0,1,0,2,33.33,0.0,11.11,22.22,-0.69,0.0,0.83,5.0,0.83,2.08,1.25,1.67,5.56,0.28
Goofy Goober,46.3,-7,5,57,392,52,74,41,42,109,8,78,397,35,161,1935,0.57,10.26,8.77,22,1,0,6.88,2.66,0.06,3,14,5,3,0,5,1,11,24.56,60.0,12.2,26.83,-0.15,0.11,1.23,8.47,1.12,1.6,0.89,0.91,2.35,0.17
Grass1,5.7,5,2,9,43,7,12,8,10,11,0,10,74,10,30,175,0.83,0.0,22.22,5,2,0,4.78,1.38,0.06,0,4,1,0,0,2,1,2,44.44,0.0,25.0,25.0,0.88,0.35,1.58,7.54,1.23,2.11,1.4,1.75,1.93,0.0
Green,16.3,-7,0,15,67,15,26,19,19,76,5,28,168,10,68,685,0.73,17.86,0.0,11,0,0,4.47,4.0,0.11,0,5,3,0,0,3,0,5,33.33,0.0,15.79,26.32,-0.43,0.0,0.92,4.11,0.92,1.6,1.17,1.17,4.66,0.31
greenfish,44.8,-2,7,76,554,69,85,38,47,56,8,80,480,15,191,2025,0.55,10.0,9.21,16,9,0,7.29,1.47,0.03,5,19,10,2,1,5,0,7,25.0,20.0,13.16,18.42,-0.04,0.16,1.7,12.37,1.54,1.9,0.85,1.05,1.25,0.18
Grommit,58.7,10,11,107,668,94,110,30,41,240,16,100,741,55,301,1808,0.37,16.0,10.28,16,11,2,6.24,8.0,0.13,5,28,10,1,1,8,1,7,26.17,10.0,26.67,23.33,0.17,0.19,1.82,11.38,1.6,1.87,0.51,0.7,4.09,0.27
grumpy,105.9,9,12,140,833,127,153,133,150,744,21,188,1149,143,480,3464,0.98,11.17,8.57,26,17,1,5.95,5.59,0.21,6,40,15,7,1,42,7,52,28.57,46.67,31.58,39.1,0.08,0.11,1.32,7.87,1.2,1.44,1.26,1.42,7.03,0.2
grunt,40.0,8,5,33,263,28,36,58,72,561,11,74,366,45,149,1116,2.0,14.86,15.15,8,14,0,7.97,9.67,0.5,3,7,1,0,0,21,3,26,21.21,0.0,36.21,44.83,0.2,0.12,0.82,6.58,0.7,0.9,1.45,1.8,14.02,0.28
gspoon,48.699999999999996,10,4,60,369,56,72,54,62,604,10,86,490,115,217,1456,0.86,11.63,6.67,16,8,0,6.15,11.19,0.41,2,18,6,3,0,33,1,33,30.0,50.0,61.11,61.11,0.21,0.08,1.23,7.58,1.15,1.48,1.11,1.27,12.4,0.21
Guaderno,136.6,-18,7,128,706,121,168,176,190,1553,24,240,1497,115,611,4542,1.13,10.0,5.47,47,14,0,5.52,8.82,0.34,7,48,21,6,0,72,8,84,37.5,28.57,40.91,47.73,-0.13,0.05,0.94,5.17,0.89,1.23,1.29,1.39,11.37,0.18
Gvendolino,233.1,13,32,284,1508,250,324,272,289,2371,37,410,2304,165,933,7474,0.89,9.02,11.27,74,17,2,5.31,8.72,0.32,9,82,42,18,3,120,12,128,28.87,42.86,44.12,47.06,0.06,0.14,1.22,6.47,1.07,1.39,1.17,1.24,10.17,0.16
Gyara,78.3,10,4,90,428,86,118,69,101,538,29,141,768,115,325,2419,0.86,20.57,4.44,32,32,0,4.76,7.8,0.22,2,33,21,8,1,23,1,32,36.67,38.1,33.33,46.38,0.13,0.05,1.15,5.47,1.1,1.51,0.88,1.29,6.87,0.37
Hairy Nuts,24.2,-9,4,41,247,37,45,17,18,96,3,44,215,10,88,946,0.4,6.82,9.76,8,1,0,6.02,5.65,0.1,1,10,3,1,0,3,0,5,24.39,33.33,17.65,29.41,-0.37,0.17,1.69,10.21,1.53,1.86,0.7,0.74,3.97,0.12
HammerTime,284.7,-5,40,445,3195,403,470,210,248,1255,61,510,3401,294,1392,10548,0.53,11.96,8.99,67,38,2,7.18,5.98,0.12,27,117,49,22,4,54,7,68,26.29,44.9,25.71,32.38,-0.02,0.14,1.56,11.22,1.42,1.65,0.74,0.87,4.41,0.21
havok,220.9,-3,21,285,2190,261,325,259,316,1237,58,393,2077,145,843,8164,0.97,14.76,7.37,64,57,3,7.68,4.78,0.15,25,79,26,9,1,78,17,93,27.72,34.62,30.12,35.91,-0.01,0.1,1.29,9.91,1.18,1.47,1.17,1.43,5.6,0.26
HELEN KELLER,317.8,-20,32,393,2737,358,448,449,543,1779,101,566,3064,278,1249,10650,1.21,17.84,8.14,90,94,3,6.96,3.96,0.17,31,105,39,17,5,115,15,148,26.72,43.59,25.61,32.96,-0.06,0.1,1.24,8.61,1.13,1.41,1.41,1.71,5.6,0.32
Hellball2079,85.9,-12,13,127,938,113,149,55,61,131,6,152,756,385,373,3427,0.41,3.95,10.24,36,6,1,7.39,2.38,0.04,6,16,7,3,1,11,1,13,12.6,42.86,20.0,23.64,-0.14,0.15,1.48,10.92,1.32,1.73,0.64,0.71,1.53,0.07
helprefugees,135.9,-13,16,202,1214,185,213,97,111,554,17,241,1723,246,722,4947,0.52,7.05,7.92,28,14,1,6.01,5.71,0.11,4,53,22,9,0,19,6,21,26.24,40.91,19.59,21.65,-0.1,0.12,1.49,8.93,1.36,1.57,0.71,0.82,4.08,0.13
heribo69,414.6,31,50,525,3483,470,611,466,502,3127,72,741,4371,235,1755,13710,0.82,9.72,9.52,141,36,5,6.63,6.71,0.23,34,132,63,18,4,154,16,197,25.14,28.57,33.05,42.27,0.07,0.12,1.27,8.4,1.13,1.47,1.12,1.21,7.54,0.17
hihi!,33.3,1,2,30,174,28,44,43,52,341,5,58,309,15,123,1131,1.18,8.62,6.67,16,9,0,5.8,7.93,0.3,0,7,4,2,1,18,2,20,23.33,50.0,41.86,46.51,0.03,0.06,0.9,5.23,0.84,1.32,1.29,1.56,10.24,0.15
Hjalpa,231.6,9,30,322,2269,289,366,257,325,1035,60,414,2608,170,1054,8812,0.89,14.49,9.32,77,68,3,7.05,4.03,0.12,17,72,32,19,4,59,16,82,22.36,59.38,22.96,31.91,0.04,0.13,1.39,9.8,1.25,1.58,1.11,1.4,4.47,0.26
Hockeypuck,193.9,7,21,243,1828,217,279,219,277,1041,53,350,1990,177,812,7532,0.99,15.14,8.64,62,58,5,7.52,4.75,0.14,18,52,16,6,2,35,7,52,21.4,37.5,15.98,23.74,0.04,0.11,1.25,9.43,1.12,1.44,1.13,1.43,5.37,0.27
