Player,Team,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,matchId,mapName
LiddiLidd,Red,8.0,-3,0,10,29,10,12,10,10,94,1,14,128,0,50,250,0.83,7.14,0.0,2,0,0,2.9,9.4,0.38,0,3,4,2,0,1,1,4,30.0,50.0,10.0,40.0,3972833,Thicket 2
ObliqueOwl,Blue,8.3,-1,2,13,157,11,15,12,12,23,0,16,86,20,38,348,0.8,0.0,15.38,4,0,0,12.08,1.92,0.07,2,1,1,0,0,1,1,1,7.69,0.0,8.33,8.33,3972834,Milano 2
MarcusYallow,Red,8.3,1,2,17,125,15,20,4,5,20,0,16,91,10,38,349,0.25,0.0,11.76,5,1,0,7.35,5.0,0.06,2,2,2,2,0,1,0,3,11.76,100.0,25.0,75.0,3972834,Milano 2
Kei Yonagi,Blue,8.3,-1,1,9,63,8,11,7,11,54,3,16,102,45,49,348,1.0,18.75,11.11,3,4,0,7.0,7.71,0.16,1,4,2,1,0,3,0,5,44.44,50.0,42.86,71.43,3972834,Milano 2
kmichael,Red,8.3,1,0,6,51,6,12,8,11,50,2,16,55,25,27,349,0.92,12.5,0.0,6,3,0,8.5,6.25,0.14,1,1,1,0,0,1,0,1,16.67,0.0,12.5,12.5,3972834,Milano 2
mc,Red,8.3,1,1,7,19,6,11,18,30,44,5,16,114,20,48,349,2.73,31.25,14.29,5,12,0,2.71,2.44,0.13,0,3,2,0,0,6,2,5,42.86,0.0,33.33,27.78,3972834,Milano 2
snaxolotl,Red,8.3,1,3,16,153,13,14,7,8,6,2,16,103,15,43,349,0.57,12.5,18.75,1,1,0,9.56,0.86,0.02,2,3,2,2,1,1,1,1,18.75,100.0,14.29,14.29,3972834,Milano 2
rc,Blue,8.3,-1,0,9,54,9,19,6,6,28,1,16,118,5,47,348,0.32,6.25,0.0,10,0,0,6.0,4.67,0.08,0,2,2,1,0,2,0,1,22.22,50.0,33.33,16.67,3972834,Milano 2
gl hf :),Blue,8.3,-1,2,11,75,9,18,13,17,56,3,16,104,5,41,348,0.94,18.75,18.18,9,4,0,6.82,4.31,0.16,0,2,0,0,0,3,2,7,18.18,0.0,23.08,53.85,3972834,Milano 2
meowza,Blue,8.0,-1,2,16,73,14,16,11,14,84,1,14,83,0,32,178,0.88,7.14,12.5,2,3,0,4.56,7.64,0.47,0,5,3,0,1,7,3,6,31.25,0.0,63.64,54.55,3972837,OTI Jardim
EvTheSmev,Red,8.0,1,1,17,39,15,18,6,6,55,0,14,95,0,38,228,0.33,0.0,5.88,3,0,1,2.29,9.17,0.24,0,11,2,1,0,2,1,2,64.71,50.0,33.33,33.33,3972837,OTI Jardim
Curry,Blue,8.0,-1,0,7,14,7,9,15,15,135,0,14,85,0,34,178,1.67,0.0,0.0,2,0,0,2.0,9.0,0.76,0,3,3,2,0,12,2,13,42.86,66.67,80.0,86.67,3972837,OTI Jardim
danp,Red,8.0,1,2,10,70,8,10,11,15,78,5,14,54,0,20,228,1.5,35.71,20.0,2,4,0,7.0,7.09,0.34,1,3,1,0,1,7,0,7,30.0,0.0,63.64,63.64,3972837,OTI Jardim
||||||||||||,Red,8.0,1,3,9,50,6,11,15,15,24,2,14,97,5,39,228,1.36,14.29,33.33,5,0,0,5.56,1.6,0.11,0,3,2,0,1,2,0,6,33.33,0.0,13.33,40.0,3972837,OTI Jardim
Jer32,Blue,8.0,-1,3,16,59,13,16,5,6,28,2,14,97,5,39,178,0.38,14.29,18.75,3,1,0,3.69,5.6,0.16,0,6,3,1,0,2,0,3,37.5,33.33,40.0,60.0,3972837,OTI Jardim
Junoon,Red,8.0,1,1,8,19,7,9,14,14,80,0,14,61,5,25,228,1.56,0.0,12.5,2,0,0,2.38,5.71,0.35,0,5,2,0,0,6,3,8,62.5,0.0,42.86,57.14,3972837,OTI Jardim
karma,Blue,8.0,-1,1,13,82,12,14,4,8,60,4,14,96,0,38,178,0.57,28.57,7.69,2,4,0,6.31,15.0,0.34,1,3,1,0,0,0,0,1,23.08,0.0,0.0,25.0,3972837,OTI Jardim
smoji_,Red,0.2,0,0,1,0,1,1,0,0,3,0,0,5,0,2,2,0.0,0.0,0.0,0,0,0,0.0,0.0,1.5,0,1,1,0,0,0,0,0,100.0,0.0,0.0,0.0,3972839,Haste
Sphero Agnew,Red,0.2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,2,0.0,0.0,0.0,0,0,1,1.0,0.0,1.5,0,1,0,0,0,0,0,0,100.0,0.0,0.0,0.0,3972839,Haste
TheYoungWolf,Blue,0.2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3972839,Haste
ObliqueOwl,Red,0.2,0,0,0,0,0,0,1,1,1,0,0,0,3,0,2,0.0,0.0,0.0,0,0,0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3972839,Haste
xcv,Red,0.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3972839,Haste
BallsToYou.,Blue,0.2,0,0,1,2,1,1,0,0,0,0,0,5,0,2,1,0.0,0.0,0.0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3972839,Haste
CT Crunch,Blue,0.2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,3.0,3.0,0,0,0,0,0,1,0,1,0.0,0.0,100.0,100.0,3972839,Haste
meowza,Blue,8.0,-3,1,9,91,8,10,6,9,34,2,14,86,0,34,293,0.9,14.29,11.11,2,3,0,10.11,5.67,0.12,2,2,1,0,0,1,0,2,22.22,0.0,16.67,33.33,3972840,Moon Base 2024
danp,Blue,8.0,-3,1,11,98,10,11,5,7,28,3,14,85,0,34,293,0.64,21.43,9.09,1,2,0,8.91,5.6,0.1,1,1,4,4,0,1,0,1,9.09,100.0,20.0,20.0,3972840,Moon Base 2024
||||||||||||,Red,8.0,3,1,13,53,12,13,7,7,4,1,14,109,5,43,320,0.54,7.14,7.69,1,0,0,4.08,0.57,0.01,0,2,2,2,0,1,0,1,15.38,100.0,14.29,14.29,3972840,Moon Base 2024
karma,Blue,8.0,-3,1,6,33,5,8,14,14,62,1,14,93,20,40,293,1.75,7.14,16.67,3,0,0,5.5,4.43,0.21,0,1,1,0,1,6,1,6,16.67,0.0,42.86,42.86,3972840,Moon Base 2024
Curry,Red,8.0,3,1,6,46,4,6,9,14,56,1,14,99,10,40,320,2.33,7.14,16.67,2,5,1,7.67,6.22,0.18,0,0,1,1,0,2,1,4,0.0,100.0,22.22,44.44,3972840,Moon Base 2024
Jer32,Blue,8.0,-3,0,10,98,10,11,9,12,36,4,14,62,0,24,293,1.09,28.57,0.0,1,3,0,9.8,4.0,0.12,0,2,0,0,0,1,0,3,20.0,0.0,11.11,33.33,3972840,Moon Base 2024
Kei Yonagi,Red,8.0,3,1,14,52,13,15,9,9,17,2,14,129,10,52,320,0.6,14.29,7.14,2,0,0,3.71,1.89,0.05,0,7,0,0,0,2,2,2,50.0,0.0,22.22,22.22,3972840,Moon Base 2024
Junoon,Red,8.0,3,3,8,142,5,8,7,7,57,0,14,63,10,26,320,0.88,0.0,37.5,3,0,0,17.75,8.14,0.18,2,0,0,0,1,1,0,3,0.0,0.0,14.29,42.86,3972840,Moon Base 2024
kwib,Red,7.6,5,2,8,71,6,7,16,16,84,3,14,93,30,42,283,2.29,21.43,25.0,1,0,0,8.88,5.25,0.3,0,1,1,1,0,6,1,9,12.5,100.0,37.5,56.25,3972842,Sardonica
Jed Bartlet,Red,7.6,5,0,9,57,9,12,15,16,71,1,14,95,0,38,283,1.33,7.14,0.0,3,1,0,6.33,4.73,0.25,1,3,2,1,0,8,2,10,33.33,50.0,53.33,66.67,3972842,Sardonica
kmichael,Blue,7.6,-5,1,13,86,12,13,8,9,16,2,14,114,15,47,314,0.69,14.29,7.69,1,1,0,6.62,2.0,0.05,1,4,2,0,1,2,1,3,30.77,0.0,25.0,37.5,3972842,Sardonica
lizzey,Blue,7.6,-5,0,12,67,12,14,13,13,38,0,14,79,30,36,314,0.93,0.0,0.0,2,0,0,5.58,2.92,0.12,1,5,3,1,0,3,0,4,41.67,33.33,23.08,30.77,3972842,Sardonica
kyri swirvin,Blue,7.6,-5,1,14,76,13,13,8,8,27,0,14,137,15,57,314,0.62,0.0,7.14,0,0,0,5.43,3.38,0.09,0,4,2,1,0,1,1,2,28.57,50.0,12.5,25.0,3972842,Sardonica
mc,Red,7.6,5,4,16,102,12,14,8,9,19,2,14,105,0,42,283,0.64,14.29,25.0,2,1,0,6.38,2.38,0.07,0,2,4,3,0,1,1,3,12.5,75.0,12.5,37.5,3972842,Sardonica
sieh,Blue,7.6,-5,1,13,54,12,12,7,12,34,2,14,152,5,61,314,1.0,14.29,7.69,0,5,0,4.15,4.86,0.11,0,4,2,0,0,1,0,1,30.77,0.0,14.29,14.29,3972842,Sardonica
adawg,Red,7.6,5,2,11,84,9,9,10,10,32,4,14,88,0,34,283,1.11,28.57,18.18,0,0,0,7.64,3.2,0.11,0,1,1,1,1,2,1,2,9.09,100.0,20.0,20.0,3972842,Sardonica
Sphero Agnew,Red,8.0,-2,1,11,51,10,13,11,12,25,1,14,64,5,25,312,0.92,7.14,9.09,3,1,0,4.64,2.27,0.08,0,3,1,1,0,2,0,5,27.27,100.0,18.18,45.45,3972843,Centenaria
ObliqueOwl,Blue,8.0,2,2,9,77,7,9,10,11,108,1,14,91,10,38,245,1.22,7.14,22.22,2,1,0,8.56,10.8,0.44,2,3,1,1,0,3,2,4,33.33,100.0,30.0,40.0,3972843,Centenaria
MarcusYallow,Red,8.0,-2,0,12,37,12,20,7,8,26,0,14,116,0,46,312,0.4,0.0,0.0,8,1,0,3.08,3.71,0.08,0,6,3,1,0,3,0,3,50.0,33.33,42.86,42.86,3972843,Centenaria
BallsToYou.,Blue,8.0,2,1,10,110,9,12,8,15,36,3,14,77,5,31,245,1.25,21.43,10.0,3,7,0,11.0,4.5,0.15,2,2,1,0,0,4,0,4,20.0,0.0,50.0,50.0,3972843,Centenaria
xcv,Red,8.0,-2,1,9,65,7,9,6,10,55,3,14,98,20,42,312,1.11,21.43,11.11,2,4,1,7.22,9.17,0.18,1,2,0,0,0,2,1,2,22.22,0.0,33.33,33.33,3972843,Centenaria
TheYoungWolf,Blue,8.0,2,2,10,60,8,11,5,6,83,0,14,92,10,38,245,0.55,0.0,20.0,3,1,0,6.0,16.6,0.34,1,2,2,0,0,0,0,1,20.0,0.0,0.0,20.0,3972843,Centenaria
DEAD NAN,Red,8.0,-2,2,9,92,7,10,13,16,77,4,14,51,10,22,312,1.6,28.57,22.22,3,3,0,10.22,5.92,0.25,1,1,0,0,0,5,0,5,11.11,0.0,38.46,38.46,3972843,Centenaria
CT Crunch,Blue,8.0,2,1,15,65,14,18,11,15,44,2,14,102,20,44,245,0.83,14.29,6.67,4,4,0,4.33,4.0,0.18,0,5,2,1,0,4,2,5,33.33,50.0,36.36,45.45,3972843,Centenaria
meowza,Red,8.0,1,1,6,41,4,8,12,16,123,2,14,45,0,18,208,2.0,14.29,16.67,4,4,1,6.83,10.25,0.59,1,1,0,0,0,8,0,8,16.67,0.0,66.67,66.67,3972845,Asida
Curry,Red,8.0,1,1,6,31,5,12,15,18,146,2,14,55,25,27,208,1.5,14.29,16.67,7,3,0,5.17,9.73,0.7,0,2,0,0,0,7,2,6,33.33,0.0,46.67,40.0,3972845,Asida
Kei Yonagi,Red,8.0,1,1,14,47,13,17,6,7,4,0,14,106,15,45,208,0.41,0.0,7.14,4,1,0,3.36,0.67,0.02,1,6,3,2,0,2,1,2,42.86,66.67,33.33,33.33,3972845,Asida
karma,Blue,8.0,-1,1,17,68,16,22,5,6,63,2,14,146,5,59,172,0.27,14.29,5.88,6,1,0,4.0,12.6,0.37,0,10,2,0,1,2,0,1,58.82,0.0,40.0,20.0,3972845,Asida
DAD.,Blue,8.0,-1,0,7,36,7,9,17,23,146,1,14,78,20,34,172,2.56,7.14,0.0,2,6,0,5.14,8.59,0.85,0,3,0,0,0,9,1,10,42.86,0.0,52.94,58.82,3972845,Asida
danp,Blue,8.0,-1,2,14,60,12,15,6,10,31,3,14,93,10,38,172,0.67,21.43,14.29,3,4,0,4.29,5.17,0.18,0,4,1,1,0,3,1,3,28.57,100.0,50.0,50.0,3972845,Asida
Doris,Blue,8.0,-1,0,7,44,7,11,8,16,109,3,14,62,20,28,172,1.45,21.43,0.0,4,8,0,6.29,13.62,0.63,0,2,1,0,0,4,0,5,28.57,0.0,50.0,62.5,3972845,Asida
Junoon,Red,8.0,1,1,16,53,15,21,8,12,31,1,14,118,20,50,208,0.57,7.14,6.25,6,4,0,3.31,3.88,0.15,0,9,0,0,0,2,1,2,56.25,0.0,25.0,25.0,3972845,Asida
kmichael,Red,8.0,-1,0,6,41,6,9,11,11,78,3,14,94,0,36,262,1.22,21.43,0.0,3,0,0,6.83,7.09,0.3,1,2,2,1,0,0,0,1,33.33,50.0,0.0,9.09,3972848,Audacity 2
adawg,Red,8.0,-1,1,8,91,7,9,6,16,48,5,14,77,0,30,262,1.78,35.71,12.5,2,10,0,11.38,8.0,0.18,0,0,0,0,0,1,0,3,0.0,0.0,16.67,50.0,3972848,Audacity 2
mc,Blue,8.0,1,0,11,103,10,11,3,3,13,0,14,91,0,36,314,0.27,0.0,0.0,1,0,1,9.36,4.33,0.04,2,1,0,0,0,0,0,0,9.09,0.0,0.0,0.0,3972848,Audacity 2
LiddiLidd,Blue,8.0,1,3,9,76,6,8,8,8,18,1,14,56,0,22,314,1.0,7.14,33.33,2,0,0,8.44,2.25,0.06,1,0,0,0,0,1,0,1,0.0,0.0,12.5,12.5,3972848,Audacity 2
Jed Bartlet,Blue,8.0,1,0,9,31,9,14,12,12,54,1,14,61,0,24,314,0.86,7.14,0.0,5,0,0,3.44,4.5,0.17,0,3,1,0,0,2,2,3,33.33,0.0,16.67,25.0,3972848,Audacity 2
Sir Cle Jerk,Red,8.0,-1,1,11,96,10,11,5,5,12,2,14,80,0,32,262,0.45,14.29,9.09,1,0,0,8.73,2.4,0.05,0,1,1,0,0,1,0,1,9.09,0.0,20.0,20.0,3972848,Audacity 2
lizzey,Blue,8.0,1,0,7,52,7,10,5,10,36,2,14,63,0,24,314,1.0,14.29,0.0,3,5,0,7.43,7.2,0.11,0,0,0,0,0,1,0,1,0.0,0.0,20.0,20.0,3972848,Audacity 2
Nilus,Red,8.0,-1,0,6,86,6,8,9,9,97,0,14,60,0,24,262,1.12,0.0,0.0,2,0,0,14.33,10.78,0.37,2,1,0,0,0,2,0,5,16.67,0.0,22.22,55.56,3972848,Audacity 2
meowza,Blue,8.0,-1,0,16,55,16,17,14,18,55,3,14,113,10,46,230,1.06,21.43,0.0,1,4,0,3.44,3.93,0.24,0,7,3,2,0,6,1,7,43.75,66.67,42.86,50.0,3972850,Combine
Kei Yonagi,Blue,8.0,-1,2,13,72,11,13,8,10,33,2,14,124,25,53,230,0.77,14.29,15.38,2,2,0,5.54,4.12,0.14,0,4,2,0,0,0,0,1,30.77,0.0,0.0,12.5,3972850,Combine
Doris,Red,8.0,1,1,11,29,10,11,15,18,85,3,14,78,15,33,230,1.64,21.43,9.09,1,3,0,2.64,5.67,0.37,0,5,2,1,0,7,0,8,45.45,50.0,46.67,53.33,3972850,Combine
danp,Blue,8.0,-1,2,18,74,16,17,6,6,12,3,14,133,0,52,230,0.35,21.43,11.11,1,0,0,4.11,2.0,0.05,0,6,2,0,0,3,0,3,33.33,0.0,50.0,50.0,3972850,Combine
kwib,Red,8.0,1,0,8,53,8,11,15,15,98,1,14,99,10,40,230,1.36,7.14,0.0,3,0,0,6.62,6.53,0.43,1,3,1,0,0,9,1,9,37.5,0.0,60.0,60.0,3972850,Combine
karma,Blue,8.0,-1,0,11,29,11,12,16,17,80,2,14,95,5,39,230,1.42,14.29,0.0,1,1,0,2.64,5.0,0.35,0,7,4,2,0,7,1,7,63.64,50.0,43.75,43.75,3972850,Combine
Curry,Red,8.0,1,3,18,88,15,17,13,13,46,0,14,94,10,38,230,0.76,0.0,16.67,2,0,0,4.89,3.54,0.2,0,6,2,1,0,6,2,6,33.33,50.0,46.15,46.15,3972850,Combine
Junoon,Red,8.0,1,1,12,60,11,13,11,11,39,0,14,99,15,41,230,0.85,0.0,8.33,2,0,0,5.0,3.55,0.17,0,2,2,0,0,2,1,4,16.67,0.0,18.18,36.36,3972850,Combine
HammerTime,Blue,0.9,2,1,1,11,0,0,1,1,4,0,0,5,5,3,10,0.0,0.0,100.0,0,0,0,11.0,4.0,0.4,0,0,0,0,0,1,0,1,0.0,0.0,100.0,100.0,3972856,Asida
ObliqueOwl,Red,0.9,-2,0,3,3,3,3,1,1,4,0,0,15,0,6,22,0.33,0.0,0.0,0,0,0,1.0,4.0,0.18,0,2,1,0,0,1,0,1,66.67,0.0,100.0,100.0,3972856,Asida
HELEN KELLER,Blue,0.9,2,0,1,3,1,1,2,3,18,0,0,15,0,6,10,3.0,0.0,0.0,0,1,0,3.0,9.0,1.8,0,0,0,0,0,1,1,0,0.0,0.0,50.0,0.0,3972856,Asida
adawg,Blue,0.9,2,0,0,0,0,1,3,4,15,0,0,0,10,2,10,4.0,0.0,0.0,1,1,0,0.0,5.0,1.5,0,0,0,0,0,2,0,2,0.0,0.0,66.67,66.67,3972856,Asida
kmichael,Red,0.3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0.0,0.0,0.0,0,0,0,0.0,0.0,0.09,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3972856,Asida
Sir Cle Jerk,Blue,0.9,2,1,3,8,2,2,1,1,6,0,0,10,4,4,10,0.5,0.0,33.33,0,0,0,2.67,6.0,0.6,0,2,0,0,0,0,0,1,66.67,0.0,0.0,100.0,3972856,Asida
mc,Red,0.9,-2,0,2,4,2,3,0,0,0,0,0,10,0,4,22,0.0,0.0,0.0,1,0,0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,50.0,0.0,0.0,0.0,3972856,Asida
Nilus,Red,0.9,-2,0,2,3,2,3,2,3,9,0,0,10,0,4,22,1.0,0.0,0.0,1,1,0,1.5,4.5,0.41,0,1,0,0,0,1,0,1,50.0,0.0,50.0,50.0,3972856,Asida
Sphero Agnew,Blue,8.2,1,1,6,46,5,5,18,18,56,1,16,77,0,30,333,3.6,6.25,16.67,0,0,0,7.67,3.11,0.17,0,0,1,1,0,3,1,6,0.0,100.0,16.67,33.33,3972858,Oak
MarcusYallow,Blue,8.2,1,0,13,97,13,15,14,14,10,1,16,112,0,44,333,0.93,6.25,0.0,2,0,0,7.46,0.71,0.03,0,3,2,1,0,3,4,7,23.08,50.0,21.43,50.0,3972858,Oak
lizzey,Red,8.2,-1,3,11,54,8,8,8,8,54,1,16,97,0,38,360,1.0,6.25,27.27,0,0,0,4.91,6.75,0.15,0,3,3,2,0,2,1,2,27.27,66.67,25.0,25.0,3972858,Oak
TheYoungWolf,Red,8.2,-1,0,13,68,13,14,9,10,56,1,16,95,0,38,360,0.71,6.25,0.0,1,1,0,5.23,6.22,0.16,0,1,1,1,0,1,1,2,7.69,100.0,11.11,22.22,3972858,Oak
BallsToYou.,Blue,8.2,1,1,10,95,9,11,12,13,35,4,16,72,0,28,333,1.18,25.0,10.0,2,1,0,9.5,2.92,0.11,2,1,1,1,0,6,0,7,10.0,100.0,50.0,58.33,3972858,Oak
EvTheSmev,Red,8.2,-1,0,17,98,17,18,5,5,4,1,16,115,0,46,360,0.28,6.25,0.0,1,0,0,5.76,0.8,0.01,0,4,1,0,0,0,0,0,23.53,0.0,0.0,0.0,3972858,Oak
DEAD NAN,Red,8.2,-1,2,17,113,15,16,12,12,39,6,16,117,0,46,360,0.75,37.5,11.76,1,0,0,6.65,3.25,0.11,1,7,1,0,1,4,2,4,41.18,0.0,33.33,33.33,3972858,Oak
CT Crunch,Blue,8.2,1,4,14,122,10,10,9,11,19,1,16,100,0,40,333,1.1,6.25,28.57,0,2,0,8.71,2.11,0.06,2,3,0,0,0,3,0,2,21.43,0.0,33.33,22.22,3972858,Oak
danp,Red,8.0,1,3,13,69,10,12,7,10,26,2,14,86,5,35,210,0.83,14.29,23.08,2,3,0,5.31,3.71,0.12,1,4,2,1,2,4,0,3,30.77,50.0,57.14,42.86,3972860,OTI Jardim
DAD.,Red,8.0,1,1,9,42,8,10,8,12,59,1,14,75,0,30,210,1.2,7.14,11.11,2,4,0,4.67,7.38,0.28,1,4,1,1,0,4,0,4,44.44,100.0,50.0,50.0,3972860,OTI Jardim
Doris,Blue,8.0,-1,0,3,6,3,10,7,9,109,3,14,36,0,14,189,0.9,21.43,0.0,7,2,0,2.0,15.57,0.58,0,1,0,0,0,3,0,2,33.33,0.0,42.86,28.57,3972860,OTI Jardim
Kei Yonagi,Blue,8.0,-1,1,15,52,14,17,8,8,33,3,14,100,5,41,189,0.47,21.43,6.67,3,0,0,3.47,4.12,0.17,0,7,1,0,0,2,0,1,46.67,0.0,25.0,12.5,3972860,OTI Jardim
Curry,Blue,8.0,-1,1,11,48,10,12,10,10,118,1,14,93,0,36,189,0.83,7.14,9.09,2,0,0,4.36,11.8,0.62,0,5,1,1,0,8,0,6,45.45,100.0,80.0,60.0,3972860,OTI Jardim
Homie,Red,8.0,1,0,5,30,5,6,14,14,138,1,14,47,0,18,210,2.33,7.14,0.0,1,0,0,6.0,9.86,0.66,0,2,1,0,0,4,1,8,40.0,0.0,28.57,57.14,3972860,OTI Jardim
