Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
BallAnka,8.4,1,1,15,135,14,14,12,14,9,4,16,88,0,34,334,1.0,25.0,6.67,0,2,0,9.0,0.75,0.03,2,2,0,0,0,4,2,4,13.33,0.0,33.33,33.33,0.12,0.12,1.79,16.07,1.67,1.67,1.43,1.67,1.07,0.48
cannibal,8.4,-1,1,19,154,18,19,5,5,13,1,16,130,0,52,289,0.26,6.25,5.26,1,0,0,8.11,2.6,0.04,1,5,2,1,0,3,0,2,26.32,50.0,60.0,40.0,-0.12,0.12,2.26,18.33,2.14,2.26,0.6,0.6,1.55,0.12
coos :),8.4,-1,1,6,65,5,9,9,13,40,3,16,116,0,46,289,1.44,18.75,16.67,4,4,0,10.83,4.44,0.14,1,0,1,1,0,3,0,3,0.0,100.0,33.33,33.33,-0.12,0.12,0.71,7.74,0.6,1.07,1.07,1.55,4.76,0.36
K O,8.4,1,1,11,53,10,10,8,8,70,2,16,75,0,30,334,0.8,12.5,9.09,0,0,0,4.82,8.75,0.21,0,3,1,0,0,3,0,6,27.27,0.0,37.5,75.0,0.12,0.12,1.31,6.31,1.19,1.19,0.95,0.95,8.33,0.24
Light,8.4,-1,1,8,66,7,9,15,15,68,0,16,92,0,36,289,1.67,0.0,12.5,2,0,0,8.25,4.53,0.24,1,1,1,0,0,4,1,7,12.5,0.0,26.67,46.67,-0.12,0.12,0.95,7.86,0.83,1.07,1.79,1.79,8.1,0.0
LogisticMap,8.4,-1,0,8,49,8,9,11,11,80,1,16,94,0,36,289,1.22,6.25,0.0,1,0,0,6.12,7.27,0.28,0,3,1,0,0,3,0,5,37.5,0.0,27.27,45.45,-0.12,0.0,0.95,5.83,0.95,1.07,1.31,1.31,9.52,0.12
Prime,8.4,1,2,10,71,8,9,8,10,45,5,16,99,0,38,334,1.11,31.25,20.0,1,2,0,7.1,5.62,0.13,0,2,0,0,0,1,0,2,20.0,0.0,12.5,25.0,0.12,0.24,1.19,8.45,0.95,1.07,0.95,1.19,5.36,0.6
Subglacious,8.4,1,0,9,30,9,13,9,9,38,0,16,106,0,42,334,0.69,0.0,0.0,4,0,0,3.33,4.22,0.11,0,6,2,1,0,1,2,4,66.67,50.0,11.11,44.44,0.12,0.0,1.07,3.57,1.07,1.55,1.07,1.07,4.52,0.0
