Player       Team  Minutes  CD  Captures  Grabs  Hold  Drops  Pops  Returns  Tags  Prevent  Pups  Pups Available  Block  Button  Support  Hold Against  K/D   Pup %  Score %  NDPops  NRTags  KF  Hold/Grab  Prevent/Return  Prevent/Hold Against  Long Holds  Flaccids  Handoffs  Good Handoffs  Captures off Handoffs  Quick Returns  Key Returns  Returns in Base  Flaccid %  Chain %  QR %   RIB %  matchId  mapName           
Light        Blue      8.4  -1         1      8    66      7     9       15    15       68     0              16     92       0       36           289  1.67    0.0     12.5       2       0   0       8.25            4.53                  0.24           1         1         1              0                      0              4            1                7       12.5      0.0  26.67  46.67  3960996  A Flaccid Type Map
LogisticMap  Blue      8.4  -1         0      8    49      8     9       11    11       80     1              16     94       0       36           289  1.22   6.25      0.0       1       0   0       6.12            7.27                  0.28           0         3         1              0                      0              3            0                5       37.5      0.0  27.27  45.45  3960996  A Flaccid Type Map
BallAnka     Red       8.4   1         1     15   135     14    14       12    14        9     4              16     88       0       34           334   1.0   25.0     6.67       0       2   0        9.0            0.75                  0.03           2         2         0              0                      0              4            2                4      13.33      0.0  33.33  33.33  3960996  A Flaccid Type Map
cannibal     Blue      8.4  -1         1     19   154     18    19        5     5       13     1              16    130       0       52           289  0.26   6.25     5.26       1       0   0       8.11             2.6                  0.04           1         5         2              1                      0              3            0                2      26.32     50.0   60.0   40.0  3960996  A Flaccid Type Map
coos :)      Blue      8.4  -1         1      6    65      5     9        9    13       40     3              16    116       0       46           289  1.44  18.75    16.67       4       4   0      10.83            4.44                  0.14           1         0         1              1                      0              3            0                3        0.0    100.0  33.33  33.33  3960996  A Flaccid Type Map
Subglacious  Red       8.4   1         0      9    30      9    13        9     9       38     0              16    106       0       42           334  0.69    0.0      0.0       4       0   0       3.33            4.22                  0.11           0         6         2              1                      0              1            2                4      66.67     50.0  11.11  44.44  3960996  A Flaccid Type Map
Prime        Red       8.4   1         2     10    71      8     9        8    10       45     5              16     99       0       38           334  1.11  31.25     20.0       1       2   0        7.1            5.62                  0.13           0         2         0              0                      0              1            0                2       20.0      0.0   12.5   25.0  3960996  A Flaccid Type Map
K O          Red       8.4   1         1     11    53     10    10        8     8       70     2              16     75       0       30           334   0.8   12.5     9.09       0       0   0       4.82            8.75                  0.21           0         3         1              0                      0              3            0                6      27.27      0.0   37.5   75.0  3960996  A Flaccid Type Map
