Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
Sinatra,41.6,3,3,34,231,30,47,73,81,343,3,70,311,65,135,1583,1.72,4.29,8.82,17,8,1,6.79,4.7,0.22,2,9,6,5,1,20,1,23,26.47,83.33,27.4,31.51,0.07,0.07,0.82,5.55,0.72,1.13,1.75,1.95,8.25,0.07
Sir Cle Jerk,233.2,-3,26,344,1929,315,404,166,212,958,63,442,2529,220,1032,7780,0.52,14.25,7.56,89,46,3,5.61,5.77,0.12,3,104,40,19,1,37,11,56,30.23,47.5,22.29,33.73,-0.01,0.11,1.48,8.27,1.35,1.73,0.71,0.91,4.11,0.27
skee lo,18.7,0,1,31,278,30,34,19,19,143,0,34,250,5,101,679,0.56,0.0,3.23,4,0,0,8.97,7.53,0.21,3,9,3,0,1,7,1,9,29.03,0.0,36.84,47.37,0.0,0.05,1.66,14.87,1.6,1.82,1.02,1.02,7.65,0.0
skibbity,165.1,-7,17,217,1345,198,246,209,245,1160,48,291,1825,45,723,5668,1.0,16.49,7.83,48,36,2,6.2,5.55,0.2,10,69,29,9,0,65,9,84,31.8,31.03,31.1,40.19,-0.04,0.1,1.31,8.15,1.2,1.49,1.27,1.48,7.03,0.29
Skip,102.0,-10,6,154,1209,146,168,66,75,146,11,187,1160,135,483,4071,0.45,5.88,3.9,22,9,2,7.85,2.21,0.04,9,32,7,2,0,9,2,10,20.78,28.57,13.64,15.15,-0.1,0.06,1.51,11.85,1.43,1.65,0.65,0.74,1.43,0.11
slime666,36.8,-2,5,52,292,47,59,59,64,216,4,64,354,25,145,1458,1.08,6.25,9.62,12,5,0,5.62,3.66,0.15,1,18,4,1,0,18,2,26,34.62,25.0,30.51,44.07,-0.05,0.14,1.41,7.93,1.28,1.6,1.6,1.74,5.87,0.11
SluffAndRuff,170.2,-11,28,258,1953,228,271,212,257,1099,52,309,2038,110,820,5129,0.95,16.83,10.85,43,45,2,7.57,5.18,0.21,18,62,23,5,5,86,7,100,24.03,21.74,40.57,47.17,-0.06,0.16,1.52,11.47,1.34,1.59,1.25,1.51,6.46,0.31
SmallyBigs,134.5,-4,19,196,1260,177,235,180,212,750,27,248,1527,135,623,5023,0.9,10.89,9.69,58,32,0,6.43,4.17,0.15,9,51,26,8,4,51,9,68,26.02,30.77,28.33,37.78,-0.03,0.14,1.46,9.37,1.32,1.75,1.34,1.58,5.58,0.2
smelly cat,16.599999999999998,1,2,12,149,10,20,18,18,128,3,29,159,25,67,587,0.9,10.34,16.67,10,0,0,12.42,7.11,0.22,2,1,0,0,0,4,0,3,8.33,0.0,22.22,16.67,0.06,0.12,0.72,8.98,0.6,1.2,1.08,1.08,7.71,0.18
smoji_,114.6,-10,11,154,961,143,176,117,142,715,21,210,1195,125,489,3969,0.81,10.0,7.14,33,25,0,6.24,6.11,0.18,7,29,13,6,1,30,3,29,18.83,46.15,25.64,24.79,-0.09,0.1,1.34,8.39,1.25,1.54,1.02,1.24,6.24,0.18
snackpack,231.5,32,23,251,1492,226,338,409,456,1932,29,409,2318,459,999,8449,1.35,7.09,9.16,112,47,2,5.94,4.72,0.23,11,70,22,10,1,134,23,157,27.89,45.45,32.76,38.39,0.14,0.1,1.08,6.44,0.98,1.46,1.77,1.97,8.35,0.13
snakes,53.7,4,6,93,420,87,102,44,61,171,11,99,693,25,275,1678,0.6,11.11,6.45,15,17,0,4.52,3.89,0.1,3,39,12,4,1,7,1,13,41.94,33.33,15.91,29.55,0.07,0.11,1.73,7.82,1.62,1.9,0.82,1.14,3.18,0.2
snaxolotl,372.6,-10,68,691,4683,615,713,277,377,686,91,675,4534,340,1842,12628,0.53,13.48,9.84,98,100,8,6.78,2.48,0.05,39,148,66,26,5,67,10,81,21.42,39.39,24.19,29.24,-0.03,0.18,1.85,12.57,1.65,1.91,0.74,1.01,1.84,0.24
Snekster,102.4,-12,11,131,1083,119,161,69,89,327,18,210,995,98,409,4331,0.55,8.57,8.4,42,20,1,8.27,4.74,0.08,10,25,7,3,2,18,4,19,19.08,42.86,26.09,27.54,-0.12,0.11,1.28,10.58,1.16,1.57,0.67,0.87,3.19,0.18
Soccertanker,30.6,4,6,42,296,34,44,29,36,115,7,54,349,20,140,1187,0.82,12.96,14.29,10,7,2,7.05,3.97,0.1,1,11,4,2,1,6,1,6,26.19,50.0,20.69,20.69,0.13,0.2,1.37,9.67,1.11,1.44,0.95,1.18,3.76,0.23
solongloser,202.6,5,30,345,2199,314,371,156,198,582,52,378,2143,135,865,6880,0.53,13.76,8.7,57,42,1,6.37,3.73,0.08,16,89,42,30,1,42,7,42,25.8,71.43,26.92,26.92,0.02,0.15,1.7,10.85,1.55,1.83,0.77,0.98,2.87,0.26
Some Ball 1,38.3,-1,3,57,439,53,63,54,56,118,5,70,463,40,190,1445,0.89,7.14,5.26,10,2,1,7.7,2.19,0.08,7,20,10,4,0,7,6,9,35.09,40.0,12.96,16.67,-0.03,0.08,1.49,11.46,1.38,1.64,1.41,1.46,3.08,0.13
Some Ball 64,25.0,0,0,18,89,18,30,63,68,233,2,42,198,5,79,833,2.27,4.76,0.0,12,5,0,4.94,3.7,0.28,0,7,2,2,0,27,3,32,38.89,100.0,42.86,50.79,0.0,0.0,0.72,3.56,0.72,1.2,2.52,2.72,9.32,0.08
Some Ballz,14.5,8,3,9,59,6,9,30,32,194,6,26,70,0,28,423,3.56,23.08,33.33,3,2,0,6.56,6.47,0.46,0,1,0,0,0,10,1,12,11.11,0.0,33.33,40.0,0.55,0.21,0.62,4.07,0.41,0.62,2.07,2.21,13.38,0.41
Some Baloney,8.0,2,0,3,24,3,4,13,13,72,0,14,54,0,20,315,3.25,0.0,0.0,1,0,0,8.0,5.54,0.23,0,0,0,0,0,5,0,5,0.0,0.0,38.46,38.46,0.25,0.0,0.38,3.0,0.38,0.5,1.62,1.62,9.0,0.0
Some Boat 1,10.4,-4,2,17,57,15,24,12,16,48,3,18,102,19,43,397,0.67,16.67,11.76,9,4,0,3.35,4.0,0.12,0,6,2,0,1,3,0,6,35.29,0.0,25.0,50.0,-0.38,0.19,1.63,5.48,1.44,2.31,1.15,1.54,4.62,0.29
SomeKen,68.3,8,7,98,915,91,116,95,114,383,18,116,675,30,268,2657,0.98,15.52,7.14,25,19,0,9.34,4.03,0.14,12,20,7,3,0,25,5,33,20.41,42.86,26.32,34.74,0.12,0.1,1.43,13.4,1.33,1.7,1.39,1.67,5.61,0.26
Sommeballier,36.2,-7,1,33,208,31,45,43,59,249,7,66,456,60,192,1513,1.31,10.61,3.03,14,16,1,6.3,5.79,0.16,1,10,2,1,0,6,1,11,30.3,50.0,13.95,25.58,-0.19,0.03,0.91,5.75,0.86,1.24,1.19,1.63,6.88,0.19
SoulSauce,155.4,11,25,248,2030,223,254,134,164,240,24,276,1473,105,597,6265,0.65,8.7,10.08,31,30,0,8.19,1.79,0.04,20,55,25,12,5,24,8,31,22.18,48.0,17.91,23.13,0.07,0.16,1.6,13.06,1.44,1.63,0.86,1.06,1.54,0.15
Soupy,9.2,-5,1,13,64,12,13,9,12,12,2,16,95,0,38,419,0.92,12.5,7.69,1,3,0,4.92,1.33,0.03,0,5,1,1,0,3,0,5,38.46,100.0,33.33,55.56,-0.54,0.11,1.41,6.96,1.3,1.41,0.98,1.3,1.3,0.22
Sphero Agnew,33.8,-1,0,41,227,41,44,44,53,229,5,57,327,40,136,1290,1.2,8.77,0.0,3,9,0,5.54,5.2,0.18,1,18,2,2,0,12,0,13,43.9,100.0,27.27,29.55,-0.03,0.0,1.21,6.72,1.21,1.3,1.3,1.57,6.78,0.15
Spheroid.,125.3,-17,14,194,1263,177,205,119,148,542,26,226,1518,120,620,4303,0.72,11.5,7.22,28,29,3,6.51,4.55,0.13,9,53,17,9,0,23,6,32,27.32,52.94,19.33,26.89,-0.14,0.11,1.55,10.08,1.41,1.64,0.95,1.18,4.33,0.21
SphinctrSlyr,45.3,2,10,64,428,53,77,56,65,182,10,91,439,15,175,1759,0.84,10.99,15.62,24,9,1,6.69,3.25,0.1,4,15,6,2,1,18,2,22,23.44,33.33,32.14,39.29,0.04,0.22,1.41,9.45,1.17,1.7,1.24,1.43,4.02,0.22
spills,42.9,-5,7,51,594,43,58,35,45,62,17,83,396,40,164,1777,0.78,20.48,13.73,15,10,1,11.65,1.77,0.03,8,6,2,2,0,7,2,8,11.76,100.0,20.0,22.86,-0.12,0.16,1.19,13.85,1.0,1.35,0.82,1.05,1.45,0.4
Spjork,82.1,-17,8,126,784,117,143,73,75,294,13,158,1043,33,416,2764,0.52,8.23,6.35,26,2,1,6.22,4.03,0.11,4,30,16,3,0,16,7,21,23.81,18.75,21.92,28.77,-0.21,0.1,1.53,9.55,1.43,1.74,0.89,0.91,3.58,0.16
Squeeb,45.0,7,14,80,593,66,74,52,84,189,16,78,528,75,221,1618,1.14,20.51,17.5,8,32,0,7.41,3.63,0.12,4,14,7,2,3,15,4,18,17.5,28.57,28.85,34.62,0.16,0.31,1.78,13.18,1.47,1.64,1.16,1.87,4.2,0.36
Squish,79.0,-1,15,98,595,82,107,85,98,410,20,142,792,120,332,2913,0.92,14.08,15.31,25,13,1,6.07,4.82,0.14,3,34,13,6,1,21,4,25,34.69,46.15,24.71,29.41,-0.01,0.19,1.24,7.53,1.04,1.35,1.08,1.24,5.19,0.25
StaIin,62.2,1,8,109,630,101,121,64,79,213,9,112,854,85,351,2088,0.65,8.04,7.34,20,15,0,5.78,3.33,0.1,6,34,11,3,1,15,3,13,31.19,27.27,23.44,20.31,0.02,0.13,1.75,10.13,1.62,1.95,1.03,1.27,3.42,0.14
State Champ,105.4,12,9,110,790,99,129,131,144,867,22,193,1017,108,419,4145,1.12,11.4,8.18,30,13,2,7.18,6.62,0.21,8,25,14,8,1,39,6,46,22.73,57.14,29.77,35.11,0.11,0.09,1.04,7.5,0.94,1.22,1.24,1.37,8.23,0.21
Stronk,207.3,-4,16,206,1170,187,254,299,356,2053,59,379,2067,180,842,7011,1.4,15.57,7.77,67,57,3,5.68,6.87,0.29,6,68,30,11,1,106,10,114,33.01,36.67,35.45,38.13,-0.02,0.08,0.99,5.64,0.9,1.23,1.44,1.72,9.9,0.28
Sugar,152.8,-24,26,240,1874,214,246,162,191,831,55,279,1721,50,686,4631,0.78,19.71,10.83,32,29,0,7.81,5.13,0.18,18,45,16,3,3,56,6,66,18.75,18.75,34.57,40.74,-0.16,0.17,1.57,12.26,1.4,1.61,1.06,1.25,5.44,0.36
supergremlin,35.2,3,2,41,288,38,47,43,47,262,3,62,388,55,163,1321,1.0,4.84,4.88,9,4,1,7.02,6.09,0.2,0,7,5,4,0,14,1,19,17.07,80.0,32.56,44.19,0.09,0.06,1.16,8.18,1.08,1.34,1.22,1.34,7.44,0.09
SuperPoopman,155.9,-18,17,200,1450,182,234,202,225,747,38,272,1373,45,547,6098,0.96,13.97,8.5,52,23,1,7.25,3.7,0.12,16,41,21,11,0,52,8,67,20.5,52.38,25.74,33.17,-0.12,0.11,1.28,9.3,1.17,1.5,1.3,1.44,4.79,0.24
Sway,297.8,-35,22,387,2770,362,487,297,355,1443,65,546,3023,233,1230,11392,0.73,11.9,5.68,125,58,3,7.16,4.86,0.13,25,85,43,16,0,83,16,106,21.96,37.21,27.95,35.69,-0.12,0.07,1.3,9.3,1.22,1.64,1.0,1.19,4.85,0.22
Swift,107.3,-9,14,191,928,174,224,108,117,494,16,200,1291,95,525,4042,0.52,8.0,7.33,50,9,3,4.86,4.57,0.12,4,62,25,11,2,28,1,39,32.46,44.0,25.93,36.11,-0.08,0.13,1.78,8.65,1.62,2.09,1.01,1.09,4.6,0.15
swiss,15.799999999999999,-2,2,23,274,21,22,18,18,24,2,30,107,20,46,766,0.82,6.67,8.7,1,0,0,11.91,1.33,0.03,4,1,0,0,0,1,0,1,4.35,0.0,5.56,5.56,-0.13,0.13,1.46,17.34,1.33,1.39,1.14,1.14,1.52,0.13
Swully,282.9,4,21,278,1825,254,395,435,505,2449,75,509,2306,326,964,10536,1.28,14.73,7.55,141,70,3,6.56,5.63,0.23,13,66,35,16,3,119,22,154,23.74,45.71,27.36,35.4,0.01,0.07,0.98,6.45,0.9,1.4,1.54,1.79,8.66,0.27
t h C,79.4,-3,4,65,440,59,78,95,95,627,16,151,793,30,318,2634,1.22,10.6,6.15,19,0,2,6.77,6.6,0.24,1,15,8,5,0,24,3,32,23.08,62.5,25.26,33.68,-0.04,0.05,0.82,5.54,0.74,0.98,1.2,1.2,7.9,0.2
T-Rex,16.5,0,1,14,87,13,29,16,22,15,1,29,115,5,45,709,0.76,3.45,7.14,16,6,0,6.21,0.94,0.02,1,5,2,1,0,4,0,5,35.71,50.0,25.0,31.25,0.0,0.06,0.85,5.27,0.79,1.76,0.97,1.33,0.91,0.06
T.Bomballdil,68.0,-4,3,72,477,69,90,78,86,648,20,127,630,25,251,2340,0.96,15.75,4.17,21,8,0,6.62,8.31,0.28,5,22,10,3,0,19,4,28,30.56,30.0,24.36,35.9,-0.06,0.04,1.06,7.01,1.01,1.32,1.15,1.26,9.53,0.29
T_Y,7.6,5,1,8,89,7,7,11,11,32,0,14,85,0,34,286,1.57,0.0,12.5,0,0,0,11.12,2.91,0.11,2,3,0,0,0,2,1,5,37.5,0.0,18.18,45.45,0.66,0.13,1.05,11.71,0.92,0.92,1.45,1.45,4.21,0.0
Tagger Woods,8.0,2,0,9,57,9,13,8,12,24,2,14,77,0,30,310,0.92,14.29,0.0,4,4,0,6.33,3.0,0.08,1,2,3,1,0,1,2,2,22.22,33.33,12.5,25.0,0.25,0.0,1.12,7.12,1.12,1.62,1.0,1.5,3.0,0.25
taskforce,29.299999999999997,-3,3,30,273,26,38,35,38,197,7,61,231,0,90,1082,1.0,11.48,10.0,12,3,1,9.1,5.63,0.18,3,9,6,1,0,14,1,18,30.0,16.67,40.0,51.43,-0.1,0.1,1.02,9.32,0.89,1.3,1.19,1.3,6.72,0.24
Taurus,19.4,-2,1,30,192,29,31,17,17,131,3,36,245,15,99,702,0.55,8.33,3.33,2,0,0,6.4,7.71,0.19,0,7,2,1,0,1,2,1,23.33,50.0,5.88,5.88,-0.1,0.05,1.55,9.9,1.49,1.6,0.88,0.88,6.75,0.15
tbiol,80.0,1,5,87,876,81,112,94,148,231,35,144,812,235,365,3140,1.32,24.31,5.75,31,54,1,10.07,2.46,0.07,13,17,11,7,1,17,4,20,19.54,63.64,18.09,21.28,0.01,0.06,1.09,10.95,1.01,1.4,1.18,1.85,2.89,0.44
Ted,13.299999999999999,-2,3,22,275,18,20,6,7,23,2,23,155,15,63,526,0.35,8.7,13.64,2,1,1,12.5,3.83,0.04,2,2,0,0,0,0,0,0,9.09,0.0,0.0,0.0,-0.15,0.23,1.65,20.68,1.35,1.5,0.45,0.53,1.73,0.15
Telia,8.0,-2,0,7,42,6,15,13,13,49,0,14,93,10,38,348,0.87,0.0,0.0,9,0,1,6.0,3.77,0.14,1,0,3,3,0,2,0,2,0.0,100.0,15.38,15.38,-0.25,0.0,0.88,5.25,0.75,1.88,1.62,1.62,6.12,0.0
TERROR NUGS,191.8,22,19,230,2006,209,255,243,282,1140,31,340,1839,215,761,7284,1.11,9.12,8.26,46,39,2,8.72,4.69,0.16,23,51,19,4,3,65,9,79,22.17,21.05,26.75,32.51,0.11,0.1,1.2,10.46,1.09,1.33,1.27,1.47,5.94,0.16
Terry,14.999999999999998,-1,3,22,119,18,23,8,9,37,1,26,182,0,72,600,0.39,3.85,13.64,5,1,1,5.41,4.62,0.06,0,8,1,0,0,1,0,3,36.36,0.0,12.5,37.5,-0.07,0.2,1.47,7.93,1.2,1.53,0.53,0.6,2.47,0.07
tha king,221.6,-1,17,221,1369,202,280,295,337,1733,57,419,2293,190,936,7032,1.2,13.6,7.69,78,42,2,6.19,5.87,0.25,12,65,27,9,1,99,14,121,29.41,33.33,33.56,41.02,-0.0,0.08,1.0,6.18,0.91,1.26,1.33,1.52,7.82,0.26
The Bhutan,33.6,2,3,44,313,41,61,33,39,123,4,62,324,70,140,1410,0.64,6.45,6.82,20,6,0,7.11,3.73,0.09,2,15,6,4,0,6,2,7,34.09,66.67,18.18,21.21,0.06,0.09,1.31,9.32,1.22,1.82,0.98,1.16,3.66,0.12
TheBadBall,33.0,4,1,46,282,44,57,16,16,165,0,58,330,0,132,1221,0.28,0.0,2.17,13,0,1,6.13,10.31,0.14,0,14,6,3,0,5,2,6,30.43,50.0,31.25,37.5,0.12,0.03,1.39,8.55,1.33,1.73,0.48,0.48,5.0,0.0
TheBob18,43.3,-5,4,52,518,47,59,59,63,332,8,78,430,33,172,1642,1.07,10.26,7.69,12,4,1,9.96,5.63,0.2,5,12,6,5,0,24,4,24,23.08,83.33,40.68,40.68,-0.12,0.09,1.2,11.96,1.09,1.36,1.36,1.45,7.67,0.18
TheG,121.2,1,12,166,1076,153,197,157,181,1117,17,224,1474,65,595,3690,0.92,7.59,7.23,44,24,1,6.48,7.11,0.3,11,43,14,2,0,56,8,65,25.9,14.29,35.67,41.4,0.01,0.1,1.37,8.88,1.26,1.63,1.3,1.49,9.22,0.14
TheGovernor,32.2,5,5,42,388,37,47,38,49,118,9,56,271,10,108,1396,1.04,16.07,11.9,10,11,0,9.24,3.11,0.08,5,5,2,1,0,6,1,7,11.9,50.0,15.79,18.42,0.16,0.16,1.3,12.05,1.15,1.46,1.18,1.52,3.66,0.28
TheNippIe,17.0,-3,1,21,184,20,24,15,15,93,2,30,172,15,71,672,0.62,6.67,4.76,4,0,0,8.76,6.2,0.14,2,5,0,0,0,5,1,5,23.81,0.0,33.33,33.33,-0.18,0.06,1.24,10.82,1.18,1.41,0.88,0.88,5.47,0.12
Therapist,131.9,-15,6,158,1369,149,197,135,151,676,18,241,1268,85,515,5251,0.77,7.47,3.8,48,16,3,8.66,5.01,0.13,18,37,10,5,1,42,6,52,23.42,50.0,31.11,38.52,-0.11,0.05,1.2,10.38,1.13,1.49,1.02,1.14,5.13,0.14
TheYoungWolf,36.5,0,2,54,347,51,63,38,48,249,8,66,385,5,151,1069,0.76,12.12,3.7,12,10,1,6.43,6.55,0.23,2,16,6,1,0,19,0,18,29.63,16.67,50.0,47.37,0.0,0.05,1.48,9.51,1.4,1.73,1.04,1.32,6.82,0.22
thierryonre,23.3,2,3,22,205,19,26,32,33,164,4,42,181,25,75,949,1.27,9.52,13.64,7,1,0,9.32,5.12,0.17,1,3,4,1,0,9,2,7,13.64,25.0,28.12,21.88,0.09,0.13,0.94,8.8,0.82,1.12,1.37,1.42,7.04,0.17
Thirst,4.4,-1,0,3,54,3,6,5,6,1,0,8,42,10,18,205,1.0,0.0,0.0,3,1,0,18.0,0.2,0.0,2,1,0,0,0,0,0,0,33.33,0.0,0.0,0.0,-0.23,0.0,0.68,12.27,0.68,1.36,1.14,1.36,0.23,0.0
TicklMeElmo,228.4,-2,17,221,1789,203,288,316,372,2025,31,415,1842,355,787,8481,1.29,7.47,7.69,85,56,1,8.1,6.41,0.24,20,54,19,7,3,92,17,120,24.43,36.84,29.11,37.97,-0.01,0.07,0.97,7.83,0.89,1.26,1.38,1.63,8.87,0.14
TigertheLion,42.9,-3,6,49,426,43,51,52,53,277,1,78,423,20,170,1885,1.04,1.28,12.24,8,1,0,8.69,5.33,0.15,3,8,7,4,0,14,3,18,16.33,57.14,26.92,34.62,-0.07,0.14,1.14,9.93,1.0,1.19,1.21,1.24,6.46,0.02
timo_tay,88.4,0,8,84,514,76,121,104,123,830,12,161,959,179,413,2839,1.02,7.45,9.52,45,19,0,6.12,7.98,0.29,4,23,7,2,0,44,4,46,27.38,28.57,42.31,44.23,0.0,0.09,0.95,5.81,0.86,1.37,1.18,1.39,9.39,0.14
Tinderfella,63.6,5,9,83,697,74,96,81,92,324,14,114,660,60,272,2140,0.96,12.28,10.84,22,11,0,8.4,4.0,0.15,11,21,7,5,0,19,0,30,25.3,71.43,23.46,37.04,0.08,0.14,1.31,10.96,1.16,1.51,1.27,1.45,5.09,0.22
tnevlos,173.7,7,19,200,1089,180,251,224,271,1190,43,308,1818,263,760,5779,1.08,13.96,9.5,71,47,1,5.44,5.31,0.21,3,61,22,8,4,51,13,74,30.5,36.36,22.77,33.04,0.04,0.11,1.15,6.27,1.04,1.45,1.29,1.56,6.85,0.25
toasty,131.2,-10,28,212,1604,182,213,139,177,514,31,234,1468,65,591,4303,0.83,13.25,13.21,31,38,2,7.57,3.7,0.12,16,48,22,4,2,33,6,45,22.64,18.18,23.74,32.37,-0.08,0.21,1.62,12.23,1.39,1.62,1.06,1.35,3.92,0.24
Toidi,853.5,-32,43,724,3886,674,994,1363,1516,11808,191,1551,7464,618,3035,25389,1.53,12.31,5.94,320,153,7,5.37,8.66,0.47,23,237,105,38,3,594,52,704,32.73,36.19,43.58,51.65,-0.04,0.05,0.85,4.55,0.79,1.16,1.6,1.78,13.83,0.22
Trapsin,298.2,17,35,318,2263,279,362,361,409,3007,58,540,2911,173,1168,9376,1.13,10.74,11.01,83,48,4,7.12,8.33,0.32,25,91,30,8,3,135,11,160,28.62,26.67,37.4,44.32,0.06,0.12,1.07,7.59,0.94,1.21,1.21,1.37,10.08,0.19
trash panda,134.9,2,11,182,1266,169,217,113,143,462,22,242,1641,130,670,5475,0.66,9.09,6.04,48,30,2,6.96,4.09,0.08,9,36,20,8,2,31,3,35,19.78,40.0,27.43,30.97,0.01,0.08,1.35,9.38,1.25,1.61,0.84,1.06,3.42,0.16
trippi,87.0,-16,6,107,630,101,122,120,143,337,23,156,974,63,394,3106,1.17,14.74,5.61,21,23,0,5.89,2.81,0.11,5,32,17,9,1,34,4,37,29.91,52.94,28.33,30.83,-0.18,0.07,1.23,7.24,1.16,1.4,1.38,1.64,3.87,0.26
Tumblewood,32.3,4,1,16,106,15,24,30,34,241,7,66,237,55,105,1104,1.42,10.61,6.25,9,4,0,6.62,8.03,0.22,1,3,3,1,0,10,0,12,18.75,33.33,33.33,40.0,0.12,0.03,0.5,3.28,0.46,0.74,0.93,1.05,7.46,0.22
tutorial_wiz,17.7,0,1,6,26,5,14,15,15,229,0,32,142,10,56,634,1.07,0.0,16.67,9,0,0,4.33,15.27,0.36,0,1,1,0,0,12,2,13,16.67,0.0,80.0,86.67,0.0,0.06,0.34,1.47,0.28,0.79,0.85,0.85,12.94,0.0
twelvefive,134.9,1,11,131,1206,118,160,176,199,941,41,249,1292,240,554,5478,1.24,16.47,8.4,42,23,2,9.21,5.35,0.17,16,23,15,6,1,58,10,58,17.56,40.0,32.95,32.95,0.01,0.08,0.97,8.94,0.87,1.19,1.3,1.48,6.98,0.3
twirly,56.7,7,2,23,174,21,44,72,79,501,6,98,458,35,187,2322,1.8,6.12,8.7,23,7,0,7.57,6.96,0.22,1,6,2,1,0,21,3,29,26.09,50.0,29.17,40.28,0.12,0.04,0.41,3.07,0.37,0.78,1.27,1.39,8.84,0.11
Ty,415.2,22,59,498,3423,435,581,530,680,2562,145,764,4315,378,1762,13418,1.17,18.98,11.85,146,150,4,6.87,4.83,0.19,35,130,57,16,5,168,28,189,26.1,28.07,31.7,35.66,0.05,0.14,1.2,8.24,1.05,1.4,1.28,1.64,6.17,0.35
Tyler Durden,259.2,-7,20,244,1450,224,302,296,336,2529,39,474,2519,331,1049,8593,1.11,8.23,8.2,78,40,0,5.94,8.54,0.29,7,61,27,8,2,108,13,124,25.0,29.63,36.49,41.89,-0.03,0.08,0.94,5.59,0.86,1.17,1.14,1.3,9.76,0.15
umad,227.8,-8,35,438,2918,397,478,207,246,466,32,412,2608,214,1064,9021,0.51,7.77,7.99,81,39,6,6.66,2.25,0.05,23,118,50,17,0,38,9,56,26.94,34.0,18.36,27.05,-0.04,0.15,1.92,12.81,1.74,2.1,0.91,1.08,2.05,0.14
Umpaqua,13.9,4,8,18,144,10,14,11,11,69,2,24,92,5,37,520,0.79,8.33,44.44,4,0,0,8.0,6.27,0.13,1,3,0,0,1,4,1,4,16.67,0.0,36.36,36.36,0.29,0.58,1.29,10.36,0.72,1.01,0.79,0.79,4.96,0.14
Unaballer,119.7,-10,8,130,1004,119,173,167,175,778,18,216,1062,40,424,5085,1.01,8.33,6.15,54,8,3,7.72,4.66,0.15,12,27,15,5,0,34,10,55,20.77,33.33,20.36,32.93,-0.08,0.07,1.09,8.39,0.99,1.45,1.4,1.46,6.5,0.15
urkel,29.3,6,3,30,197,27,34,48,48,308,0,54,252,0,98,1063,1.41,0.0,10.0,7,0,0,6.57,6.42,0.29,2,5,4,0,0,18,3,27,16.67,0.0,37.5,56.25,0.2,0.1,1.02,6.72,0.92,1.16,1.64,1.64,10.51,0.0
Vader,42.5,-1,4,60,355,56,61,47,54,192,10,76,485,20,194,1473,0.89,13.16,6.67,5,7,0,5.92,4.09,0.13,2,18,8,3,0,12,0,12,30.0,37.5,25.53,25.53,-0.02,0.09,1.41,8.35,1.32,1.44,1.11,1.27,4.52,0.24
Valerian,8.0,1,1,11,30,10,17,14,16,78,2,14,106,5,43,298,0.94,14.29,9.09,7,2,0,2.73,5.57,0.26,0,5,4,3,0,9,0,9,45.45,75.0,64.29,64.29,0.12,0.12,1.38,3.75,1.25,2.12,1.75,2.0,9.75,0.25
Vedic D,33.2,-7,1,53,371,52,59,38,40,64,4,60,409,10,162,1511,0.68,6.67,1.89,7,2,0,7.0,1.68,0.04,5,16,11,2,0,4,1,7,30.19,18.18,10.53,18.42,-0.21,0.03,1.6,11.17,1.57,1.78,1.14,1.2,1.93,0.12
VerniSanders,69.7,15,8,83,687,73,89,96,115,269,20,126,641,80,266,2780,1.29,15.87,9.64,16,19,2,8.28,2.8,0.1,6,19,10,6,2,24,9,32,22.89,60.0,25.0,33.33,0.22,0.11,1.19,9.86,1.05,1.28,1.38,1.65,3.86,0.29
wallsquirrel,101.1,7,11,103,590,91,136,126,142,1119,18,180,1033,75,419,3112,1.04,10.0,10.68,45,16,1,5.73,8.88,0.36,3,31,13,5,0,51,7,58,30.1,38.46,40.48,46.03,0.07,0.11,1.02,5.84,0.9,1.35,1.25,1.4,11.07,0.18
waterlemon,518.2,-33,34,551,2999,515,700,806,888,4504,128,968,5245,348,2125,16317,1.27,13.22,6.17,185,82,2,5.44,5.59,0.28,21,196,83,30,2,232,28,311,35.57,36.14,28.78,38.59,-0.06,0.07,1.06,5.79,0.99,1.35,1.56,1.71,8.69,0.25
Wavy~Gravy,9.600000000000001,6,2,11,130,8,12,11,11,76,1,18,98,0,38,397,0.92,5.56,18.18,4,0,1,11.82,6.91,0.19,1,1,2,0,0,2,1,4,9.09,0.0,18.18,36.36,0.62,0.21,1.15,13.54,0.83,1.25,1.15,1.15,7.92,0.1
Way Maker,39.5,3,5,47,389,42,55,35,37,117,4,82,339,45,141,1641,0.67,4.88,10.64,13,2,0,8.28,3.34,0.07,4,9,8,3,1,10,1,12,19.15,37.5,28.57,34.29,0.08,0.13,1.19,9.85,1.06,1.39,0.89,0.94,2.96,0.1
Werth,97.1,-11,10,111,909,101,112,98,130,536,35,177,1090,158,457,3722,1.16,19.77,9.01,11,32,0,8.19,5.47,0.14,5,15,10,4,1,28,4,32,13.51,40.0,28.57,32.65,-0.11,0.1,1.14,9.36,1.04,1.15,1.01,1.34,5.52,0.36
