Player,Minutes,Games,Wins,Losses,Win %,Red Games,Blue Games,Red Wins,Blue Wins,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against
Red,30693.600000000075,4280,2258,2022,0.5275700934579439,4280,0,2258,0,0.5275700934579439,0.0,3870.0,41926.0,261949.0,37754.0,50598.0,37495.0,44908.0,199406.0,6879.0,54734.0,350793.0,53916.0,148000.0,1045438.0,1778.0,10810.0,4687.0,1746.0,370.0,10792.0,1835.0,13632.0,12844.0,7413.0,302.0,1236.0,0.04026898115568057,0.1260849167253105,1.365952511272705,8.534319858211463,1.2300284098313625,1.6484869809992921,1.2215901686345005,1.4631063153230606,6.496663799619449,0.2241183829853775,0.12568056418314028,0.09230549062634165,0.2578352335066546,0.04164480274769833,0.2878250433391119,0.3635684757967729,0.8875449622514724,6.247889138005057,5.318202426990266,0.19073919256809108
Blue,30686.80000000009,4276,2022,2254,0.47287184284377926,0,4276,0,2022,0.0,0.47287184284377926,3571.0,42253.0,261285.0,38374.0,51397.0,36923.0,44068.0,204434.0,6801.0,54714.0,351031.0,50374.0,147430.0,1047619.0,1776.0,10975.0,4848.0,1865.0,358.0,10594.0,1719.0,13349.0,13023.0,7145.0,308.0,-1152.0,-0.03754057119021849,0.11636925322940123,1.3769112452259562,8.51457304117729,1.2505051031713925,1.6748895290483155,1.203220928868435,1.4360571972313787,6.661952370400283,0.22162623668808673,0.12430091018752056,0.08451470901474452,0.2597448701867323,0.044138877712825125,0.28692143108631474,0.36153616986702053,0.8574041286456408,6.183821267128962,5.536765701595212,0.1951415543246161
TheG,355.49999999999994,45,20,25,0.4444444444444444,15,30,7,13,0.4666666666666667,0.43333333333333335,27.0,404.0,2400.0,373.0,510.0,542.0,635.0,3888.0,51.0,639.0,4053.0,414.0,1664.0,11236.0,20.0,113.0,54.0,21.0,3.0,188.0,23.0,228.0,137.0,93.0,4.0,-2.0,-0.0056258790436005636,0.07594936708860761,1.1364275668073138,6.751054852320676,1.0492264416315051,1.4345991561181437,1.5246132208157528,1.7862165963431789,10.936708860759495,0.14345991561181437,0.07981220657276995,0.06683168316831684,0.27970297029702973,0.05198019801980198,0.34686346863468637,0.42066420664206644,1.2450980392156863,5.9405940594059405,7.173431734317343,0.3460306158775365
BallsToYou.,516.4,68,31,37,0.45588235294117646,31,37,13,18,0.41935483870967744,0.4864864864864865,77.0,896.0,5609.0,815.0,1054.0,538.0,639.0,1571.0,123.0,921.0,6379.0,524.0,2606.0,17853.0,40.0,259.0,109.0,41.0,5.0,127.0,25.0,173.0,239.0,101.0,4.0,-18.0,-0.034856700232378,0.14910921766072813,1.7350890782339272,10.861735089078234,1.5782339271882262,2.0410534469403565,1.0418280402788536,1.237412858249419,3.0422153369481024,0.23818745158791635,0.13355048859934854,0.0859375,0.2890625,0.04575892857142857,0.23605947955390336,0.3215613382899628,0.6062618595825426,6.260044642857143,2.920074349442379,0.08799641516831905
Kipo,16.0,2,0,2,0.0,2,0,0,0,0.0,0.0,1.0,25.0,85.0,24.0,37.0,10.0,11.0,116.0,0.0,28.0,217.0,25.0,89.0,576.0,0.0,11.0,3.0,1.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,-4.0,-0.25,0.0625,1.5625,5.3125,1.5,2.3125,0.625,0.6875,7.25,0.0,0.0,0.04,0.44,0.04,0.1,0.4,0.2972972972972973,3.4,11.6,0.2013888888888889
Ty,105.9,14,6,8,0.42857142857142855,8,6,4,2,0.5,0.3333333333333333,13.0,114.0,776.0,99.0,145.0,130.0,182.0,909.0,41.0,188.0,1137.0,275.0,500.0,3248.0,8.0,39.0,11.0,2.0,0.0,58.0,9.0,65.0,46.0,52.0,2.0,-10.0,-0.09442870632672332,0.12275731822474031,1.0764872521246458,7.327667610953729,0.9348441926345609,1.369216241737488,1.2275731822474032,1.7186024551463643,8.58356940509915,0.3871576959395656,0.21808510638297873,0.11403508771929824,0.34210526315789475,0.017543859649122806,0.4461538461538462,0.5,1.2551724137931035,6.807017543859649,6.992307692307692,0.27986453201970446
PASSTHEFLAG,217.10000000000002,29,14,15,0.4827586206896552,15,14,5,9,0.3333333333333333,0.6428571428571429,16.0,246.0,1662.0,227.0,313.0,223.0,287.0,1351.0,57.0,386.0,2556.0,503.0,1098.0,7614.0,9.0,53.0,24.0,14.0,0.0,55.0,5.0,74.0,86.0,64.0,3.0,-11.0,-0.05066789497927222,0.07369875633348687,1.1331183786273606,7.655458314140948,1.045601105481345,1.4417319207738368,1.027176416397973,1.3219714417319206,6.222938737908797,0.26255181943804695,0.14766839378238342,0.06504065040650407,0.21544715447154472,0.056910569105691054,0.24663677130044842,0.33183856502242154,0.9169329073482428,6.7560975609756095,6.058295964125561,0.17743630154977671
LogisticMap,550.6,73,32,41,0.4383561643835616,30,43,12,20,0.4,0.46511627906976744,46.0,638.0,3977.0,588.0,814.0,669.0,745.0,4167.0,86.0,992.0,6337.0,513.0,2581.0,18820.0,40.0,187.0,83.0,36.0,4.0,158.0,34.0,227.0,226.0,76.0,4.0,-34.0,-0.06175081729022884,0.08354522339266254,1.1587359244460589,7.223029422448238,1.0679258990192517,1.4783872139484198,1.2150381402106791,1.3530693788594261,7.568107519070105,0.15619324373410823,0.08669354838709678,0.07210031347962383,0.29310344827586204,0.05642633228840126,0.23617339312406577,0.3393124065769806,0.9152334152334153,6.233542319749216,6.228699551569507,0.221413390010627
Suchit,137.60000000000002,21,12,9,0.5714285714285714,10,11,7,5,0.7,0.45454545454545453,19.0,175.0,998.0,154.0,218.0,222.0,260.0,943.0,31.0,246.0,1629.0,215.0,683.0,4668.0,6.0,50.0,19.0,8.0,3.0,66.0,15.0,74.0,64.0,38.0,2.0,8.0,0.05813953488372092,0.13808139534883718,1.271802325581395,7.2529069767441845,1.1191860465116277,1.584302325581395,1.6133720930232556,1.8895348837209298,6.853197674418603,0.22529069767441856,0.12601626016260162,0.10857142857142857,0.2857142857142857,0.045714285714285714,0.2972972972972973,0.3333333333333333,1.1926605504587156,5.702857142857143,4.247747747747748,0.20201371036846616
Bamboozler,158.2,21,14,7,0.6666666666666666,8,13,4,10,0.5,0.7692307692307693,21.0,220.0,1359.0,198.0,245.0,173.0,212.0,1017.0,25.0,285.0,1803.0,240.0,752.0,4987.0,11.0,68.0,31.0,7.0,2.0,57.0,10.0,69.0,47.0,39.0,1.0,15.0,0.09481668773704173,0.13274336283185842,1.390644753476612,8.590391908975981,1.251580278128951,1.5486725663716816,1.0935524652338813,1.3400758533501897,6.428571428571429,0.15802781289506954,0.08771929824561403,0.09545454545454546,0.3090909090909091,0.031818181818181815,0.32947976878612717,0.3988439306358382,0.8653061224489796,6.177272727272728,5.878612716763006,0.20393021856827753
