Player,Skill,Minutes,Games,Wins,Losses,Red Games,Blue Games,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Win %,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
DaddyLongLeg,551.09,29.299999999999997,4,2,2,3,1,0.3333333333333333,1.0,4.0,45.0,341.0,41.0,53.0,32.0,43.0,150.0,9.0,52.0,292.0,21.0,120.0,815.0,3.0,8.0,2.0,0.0,1.0,11.0,0.0,13.0,12.0,11.0,0.0,5.0,0.17064846416382254,0.13651877133105803,1.535836177474403,11.638225255972698,1.3993174061433449,1.808873720136519,1.0921501706484642,1.4675767918088738,5.119453924914676,0.30716723549488056,0.5,0.17307692307692307,0.08888888888888889,0.17777777777777778,0.0,0.34375,0.40625,0.8113207547169812,7.5777777777777775,4.6875,0.18404907975460122,1.0921501706484642,12.286689419795223,93.10580204778158,11.194539249146759,14.470989761092152,8.737201365187714,11.74061433447099,40.95563139931741,2.4573378839590445,14.197952218430036,79.72696245733789,5.733788395904438,32.76450511945393,222.5255972696246,0.8191126279863482,2.1843003412969284,0.5460750853242321,0.0,0.27303754266211605,3.0034129692832767,0.0,3.549488054607509,3.276450511945393,3.0034129692832767,0.0,1.3651877133105803
Avsy26,526.94,29.099999999999998,5,1,4,4,1,0.25,0.0,0.0,24.0,151.0,24.0,39.0,22.0,22.0,280.0,0.0,64.0,310.0,0.0,120.0,1172.0,0.0,6.0,2.0,0.0,0.0,6.0,1.0,10.0,15.0,0.0,0.0,-5.0,-0.1718213058419244,0.0,0.8247422680412372,5.189003436426117,0.8247422680412372,1.3402061855670104,0.7560137457044674,0.7560137457044674,9.621993127147768,0.0,0.2,0.0,0.0,0.25,0.0,0.2727272727272727,0.45454545454545453,0.5641025641025641,6.291666666666667,12.727272727272727,0.23890784982935154,0.0,6.5979381443298974,41.512027491408936,6.5979381443298974,10.721649484536083,6.0481099656357395,6.0481099656357395,76.97594501718214,0.0,17.59450171821306,85.22336769759451,0.0,32.98969072164949,322.1993127147767,0.0,1.6494845360824744,0.5498281786941581,0.0,0.0,1.6494845360824744,0.27491408934707906,2.7491408934707904,4.123711340206186,0.0,0.0,-1.3745704467353952
Jawa,553.66,28.999999999999996,6,3,3,3,3,0.3333333333333333,0.6666666666666666,1.0,42.0,333.0,40.0,47.0,20.0,22.0,135.0,2.0,56.0,296.0,67.0,129.0,1105.0,5.0,11.0,4.0,1.0,1.0,5.0,2.0,7.0,7.0,2.0,1.0,0.0,0.0,0.03448275862068966,1.4482758620689657,11.482758620689657,1.3793103448275863,1.620689655172414,0.6896551724137931,0.7586206896551725,4.655172413793104,0.06896551724137932,0.5,0.03571428571428571,0.023809523809523808,0.2619047619047619,0.25,0.25,0.35,0.46808510638297873,7.928571428571429,6.75,0.12217194570135746,0.2758620689655173,11.586206896551726,91.86206896551725,11.03448275862069,12.965517241379311,5.517241379310345,6.06896551724138,37.24137931034483,0.5517241379310346,15.448275862068968,81.65517241379311,18.48275862068966,35.58620689655173,304.82758620689657,1.3793103448275863,3.03448275862069,1.1034482758620692,0.2758620689655173,0.2758620689655173,1.3793103448275863,0.5517241379310346,1.931034482758621,1.931034482758621,0.5517241379310346,0.2758620689655173,0.0
Incompetent,552.62,28.5,5,3,2,1,4,0.0,0.75,3.0,43.0,251.0,40.0,43.0,25.0,27.0,63.0,3.0,50.0,342.0,30.0,140.0,1137.0,3.0,19.0,7.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,-4.0,-0.14035087719298245,0.10526315789473684,1.5087719298245614,8.807017543859649,1.4035087719298245,1.5087719298245614,0.8771929824561403,0.9473684210526315,2.210526315789474,0.10526315789473684,0.6,0.06,0.06976744186046512,0.4418604651162791,0.14285714285714285,0.12,0.12,0.627906976744186,5.837209302325581,2.52,0.055408970976253295,0.8421052631578947,12.070175438596491,70.45614035087719,11.228070175438596,12.070175438596491,7.017543859649122,7.578947368421052,17.68421052631579,0.8421052631578947,14.035087719298245,96.0,8.421052631578947,39.29824561403509,319.1578947368421,0.8421052631578947,5.333333333333333,1.9649122807017543,0.2807017543859649,0.2807017543859649,0.8421052631578947,0.0,0.8421052631578947,0.8421052631578947,0.5614035087719298,0.0,-1.1228070175438596
Flavioh,503.46,28.200000000000003,3,0,3,2,1,0.0,0.0,2.0,35.0,364.0,33.0,44.0,38.0,43.0,124.0,1.0,61.0,235.0,35.0,101.0,1222.0,6.0,7.0,2.0,2.0,0.0,9.0,1.0,6.0,11.0,5.0,0.0,-5.0,-0.17730496453900707,0.07092198581560283,1.2411347517730495,12.907801418439716,1.1702127659574466,1.5602836879432622,1.3475177304964538,1.5248226950354609,4.397163120567376,0.035460992907801414,0.0,0.01639344262295082,0.05714285714285714,0.2,1.0,0.23684210526315788,0.15789473684210525,0.9772727272727273,10.4,3.263157894736842,0.10147299509001637,0.5673758865248226,9.929078014184396,103.26241134751773,9.361702127659573,12.482269503546098,10.78014184397163,12.198581560283687,35.177304964539005,0.2836879432624113,17.30496453900709,66.66666666666666,9.929078014184396,28.652482269503544,346.66666666666663,1.7021276595744679,1.9858156028368792,0.5673758865248226,0.5673758865248226,0.0,2.553191489361702,0.2836879432624113,1.7021276595744679,3.1205673758865244,1.4184397163120566,0.0,-1.4184397163120566
MayeDay,505.41,28.1,4,1,3,1,3,0.0,0.3333333333333333,1.0,38.0,267.0,37.0,46.0,39.0,42.0,154.0,3.0,50.0,296.0,20.0,118.0,1096.0,2.0,7.0,3.0,1.0,0.0,8.0,2.0,13.0,9.0,3.0,0.0,-4.0,-0.14234875444839856,0.03558718861209964,1.3523131672597863,9.501779359430605,1.3167259786476868,1.6370106761565835,1.387900355871886,1.494661921708185,5.480427046263345,0.10676156583629892,0.25,0.06,0.02631578947368421,0.18421052631578946,0.3333333333333333,0.20512820512820512,0.3333333333333333,0.9130434782608695,7.026315789473684,3.948717948717949,0.14051094890510948,0.2846975088967971,10.81850533807829,76.01423487544484,10.533807829181494,13.096085409252668,11.103202846975089,11.95729537366548,43.84341637010676,0.8540925266903914,14.234875444839856,84.27046263345196,5.6939501779359425,33.59430604982206,312.02846975088966,0.5693950177935942,1.9928825622775799,0.8540925266903914,0.2846975088967971,0.0,2.277580071174377,0.5693950177935942,3.7010676156583626,2.562277580071174,0.8540925266903914,0.0,-1.1387900355871885
SadBall,479.76,27.799999999999997,4,0,4,0,4,0.0,0.0,1.0,44.0,179.0,43.0,57.0,22.0,25.0,99.0,4.0,50.0,321.0,20.0,130.0,1040.0,0.0,16.0,7.0,3.0,0.0,7.0,1.0,7.0,14.0,3.0,0.0,-12.0,-0.43165467625899284,0.03597122302158274,1.5827338129496404,6.43884892086331,1.5467625899280577,2.050359712230216,0.7913669064748202,0.8992805755395684,3.561151079136691,0.14388489208633096,0.0,0.08,0.022727272727272728,0.36363636363636365,0.42857142857142855,0.3181818181818182,0.3181818181818182,0.43859649122807015,4.068181818181818,4.5,0.09519230769230769,0.2877697841726619,12.661870503597124,51.51079136690648,12.374100719424462,16.402877697841728,6.330935251798562,7.194244604316547,28.48920863309353,1.1510791366906477,14.388489208633095,92.37410071942448,5.755395683453238,37.410071942446045,299.28057553956836,0.0,4.604316546762591,2.0143884892086334,0.8633093525179857,0.0,2.0143884892086334,0.2877697841726619,2.0143884892086334,4.028776978417267,0.8633093525179857,0.0,-3.4532374100719427
tryingthis,516.74,26.9,4,1,3,2,2,0.5,0.0,2.0,29.0,193.0,27.0,36.0,33.0,37.0,118.0,2.0,56.0,262.0,5.0,103.0,1211.0,0.0,6.0,3.0,1.0,0.0,8.0,3.0,8.0,9.0,4.0,0.0,0.0,0.0,0.07434944237918216,1.0780669144981414,7.174721189591079,1.0037174721189592,1.338289962825279,1.2267657992565058,1.3754646840148699,4.386617100371748,0.07434944237918216,0.25,0.03571428571428571,0.06896551724137931,0.20689655172413793,0.3333333333333333,0.24242424242424243,0.24242424242424243,1.0277777777777777,6.655172413793103,3.5757575757575757,0.09744013212221304,0.5947955390334573,8.624535315985131,57.39776951672863,8.029739776951674,10.706319702602231,9.814126394052046,11.003717472118959,35.09293680297398,0.5947955390334573,16.654275092936803,77.9182156133829,1.4869888475836432,30.63197026022305,360.1486988847584,0.0,1.784386617100372,0.892193308550186,0.29739776951672864,0.0,2.379182156133829,0.892193308550186,2.379182156133829,2.676579925650558,1.1895910780669146,0.0,0.0
I cant think,583.96,26.8,5,4,1,2,3,1.0,0.6666666666666666,2.0,40.0,223.0,38.0,40.0,32.0,32.0,39.0,0.0,46.0,312.0,10.0,124.0,1117.0,1.0,7.0,5.0,1.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,-1.0,-0.03731343283582089,0.07462686567164178,1.4925373134328357,8.32089552238806,1.417910447761194,1.4925373134328357,1.1940298507462686,1.1940298507462686,1.4552238805970148,0.0,0.8,0.0,0.05,0.175,0.2,0.09375,0.125,0.8,5.575,1.21875,0.03491495076096687,0.5970149253731343,11.940298507462686,66.56716417910448,11.343283582089551,11.940298507462686,9.552238805970148,9.552238805970148,11.641791044776118,0.0,13.731343283582088,93.13432835820895,2.9850746268656714,37.014925373134325,333.4328358208955,0.29850746268656714,2.08955223880597,1.4925373134328357,0.29850746268656714,0.29850746268656714,0.8955223880597015,0.8955223880597015,1.1940298507462686,0.5970149253731343,0.0,0.0,-0.29850746268656714
Nasir,559.57,26.5,5,3,2,3,2,1.0,0.0,0.0,15.0,130.0,15.0,29.0,37.0,46.0,294.0,0.0,61.0,149.0,130.0,84.0,1248.0,1.0,3.0,2.0,1.0,0.0,16.0,4.0,16.0,14.0,9.0,0.0,10.0,0.37735849056603776,0.0,0.5660377358490566,4.90566037735849,0.5660377358490566,1.0943396226415094,1.3962264150943395,1.7358490566037736,11.09433962264151,0.0,0.6,0.0,0.0,0.2,0.5,0.43243243243243246,0.43243243243243246,1.5862068965517242,8.666666666666666,7.945945945945946,0.23557692307692307,0.0,4.528301886792453,39.24528301886792,4.528301886792453,8.754716981132075,11.169811320754716,13.88679245283019,88.75471698113208,0.0,18.41509433962264,44.9811320754717,39.24528301886792,25.358490566037737,376.75471698113205,0.3018867924528302,0.9056603773584906,0.6037735849056604,0.3018867924528302,0.0,4.830188679245283,1.2075471698113207,4.830188679245283,4.226415094339623,2.7169811320754715,0.0,3.018867924528302
dets,555.43,26.4,5,3,2,2,3,0.5,0.6666666666666666,3.0,36.0,237.0,32.0,45.0,26.0,26.0,109.0,6.0,44.0,282.0,5.0,111.0,941.0,1.0,10.0,5.0,4.0,1.0,7.0,1.0,7.0,13.0,0.0,1.0,-1.0,-0.03787878787878788,0.11363636363636365,1.3636363636363638,8.977272727272728,1.2121212121212122,1.7045454545454546,0.9848484848484849,0.9848484848484849,4.128787878787879,0.2272727272727273,0.6,0.13636363636363635,0.08333333333333333,0.2777777777777778,0.8,0.2692307692307692,0.2692307692307692,0.5777777777777777,6.583333333333333,4.1923076923076925,0.11583421891604676,0.9090909090909092,10.90909090909091,71.81818181818183,9.696969696969697,13.636363636363637,7.878787878787879,7.878787878787879,33.03030303030303,1.8181818181818183,13.333333333333334,85.45454545454545,1.5151515151515151,33.63636363636364,285.1515151515152,0.30303030303030304,3.0303030303030303,1.5151515151515151,1.2121212121212122,0.30303030303030304,2.121212121212121,0.30303030303030304,2.121212121212121,3.9393939393939394,0.0,0.30303030303030304,-0.30303030303030304
IfYouSeekAmy,540.13,26.4,4,2,2,3,1,0.3333333333333333,1.0,1.0,33.0,238.0,32.0,41.0,17.0,20.0,86.0,6.0,46.0,243.0,26.0,101.0,1019.0,3.0,12.0,7.0,3.0,0.0,6.0,2.0,8.0,9.0,3.0,0.0,-7.0,-0.26515151515151514,0.03787878787878788,1.25,9.015151515151516,1.2121212121212122,1.5530303030303032,0.6439393939393939,0.7575757575757576,3.257575757575758,0.2272727272727273,0.5,0.13043478260869565,0.030303030303030304,0.36363636363636365,0.42857142857142855,0.35294117647058826,0.47058823529411764,0.4878048780487805,7.212121212121212,5.0588235294117645,0.08439646712463199,0.30303030303030304,10.0,72.12121212121212,9.696969696969697,12.424242424242426,5.151515151515151,6.0606060606060606,26.060606060606062,1.8181818181818183,13.93939393939394,73.63636363636364,7.878787878787879,30.60606060606061,308.7878787878788,0.9090909090909092,3.6363636363636367,2.121212121212121,0.9090909090909092,0.0,1.8181818181818183,0.6060606060606061,2.4242424242424243,2.7272727272727275,0.9090909090909092,0.0,-2.121212121212121
Isa,559.04,26.1,3,2,1,1,2,1.0,0.5,2.0,36.0,254.0,34.0,42.0,29.0,29.0,233.0,1.0,46.0,220.0,5.0,87.0,851.0,3.0,11.0,4.0,2.0,1.0,10.0,0.0,12.0,8.0,0.0,0.0,3.0,0.11494252873563218,0.07662835249042145,1.379310344827586,9.731800766283524,1.3026819923371646,1.6091954022988504,1.1111111111111112,1.1111111111111112,8.9272030651341,0.038314176245210725,0.6666666666666666,0.021739130434782608,0.05555555555555555,0.3055555555555556,0.5,0.3448275862068966,0.41379310344827586,0.6904761904761905,7.055555555555555,8.03448275862069,0.27379553466509987,0.6130268199233716,11.034482758620689,77.85440613026819,10.421455938697317,12.873563218390803,8.88888888888889,8.88888888888889,71.4176245210728,0.3065134099616858,14.099616858237548,67.43295019157088,1.532567049808429,26.666666666666664,260.8429118773946,0.9195402298850575,3.371647509578544,1.2260536398467432,0.6130268199233716,0.3065134099616858,3.065134099616858,0.0,3.67816091954023,2.4521072796934864,0.0,0.0,0.9195402298850575
P-Money,485.15,26.1,5,0,5,3,2,0.0,0.0,0.0,20.0,116.0,20.0,44.0,18.0,21.0,247.0,1.0,46.0,195.0,40.0,84.0,980.0,2.0,9.0,1.0,0.0,0.0,3.0,1.0,5.0,24.0,3.0,0.0,-16.0,-0.6130268199233716,0.0,0.7662835249042145,4.444444444444445,0.7662835249042145,1.685823754789272,0.689655172413793,0.8045977011494252,9.463601532567049,0.038314176245210725,0.0,0.021739130434782608,0.0,0.45,0.0,0.16666666666666666,0.2777777777777778,0.4772727272727273,5.8,13.722222222222221,0.25204081632653064,0.0,6.130268199233716,35.55555555555556,6.130268199233716,13.486590038314176,5.517241379310344,6.4367816091954015,75.70881226053639,0.3065134099616858,14.099616858237548,59.770114942528735,12.260536398467432,25.747126436781606,300.3831417624521,0.6130268199233716,2.758620689655172,0.3065134099616858,0.0,0.0,0.9195402298850575,0.3065134099616858,1.532567049808429,7.35632183908046,0.9195402298850575,0.0,-4.904214559386973
Mitchman780,578.63,26.0,3,2,1,2,1,0.5,1.0,1.0,40.0,230.0,39.0,49.0,30.0,37.0,87.0,7.0,57.0,290.0,45.0,123.0,994.0,1.0,9.0,3.0,0.0,0.0,4.0,3.0,4.0,10.0,7.0,0.0,3.0,0.11538461538461539,0.038461538461538464,1.5384615384615385,8.846153846153847,1.5,1.8846153846153846,1.1538461538461537,1.4230769230769231,3.3461538461538463,0.2692307692307692,0.6666666666666666,0.12280701754385964,0.025,0.225,0.0,0.13333333333333333,0.13333333333333333,0.7551020408163265,5.75,2.9,0.0875251509054326,0.3076923076923077,12.307692307692308,70.76923076923077,12.0,15.076923076923077,9.23076923076923,11.384615384615385,26.76923076923077,2.1538461538461537,17.53846153846154,89.23076923076923,13.846153846153847,37.84615384615385,305.84615384615387,0.3076923076923077,2.769230769230769,0.9230769230769231,0.0,0.0,1.2307692307692308,0.9230769230769231,1.2307692307692308,3.076923076923077,2.1538461538461537,0.0,0.9230769230769231
orbrip,489.65,26.0,4,0,4,1,3,0.0,0.0,0.0,33.0,64.0,33.0,55.0,15.0,15.0,105.0,1.0,46.0,260.0,35.0,107.0,826.0,0.0,22.0,7.0,3.0,0.0,5.0,1.0,5.0,22.0,0.0,0.0,-15.0,-0.5769230769230769,0.0,1.2692307692307692,2.4615384615384617,1.2692307692307692,2.1153846153846154,0.5769230769230769,0.5769230769230769,4.038461538461538,0.038461538461538464,0.0,0.021739130434782608,0.0,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.9393939393939394,7.0,0.1271186440677966,0.0,10.153846153846153,19.692307692307693,10.153846153846153,16.923076923076923,4.615384615384615,4.615384615384615,32.30769230769231,0.3076923076923077,14.153846153846153,80.0,10.76923076923077,32.92307692307692,254.15384615384616,0.0,6.769230769230769,2.1538461538461537,0.9230769230769231,0.0,1.5384615384615385,0.3076923076923077,1.5384615384615385,6.769230769230769,0.0,0.0,-4.615384615384615
BreadBall,586.68,25.4,5,3,2,2,3,1.0,0.3333333333333333,5.0,33.0,214.0,28.0,35.0,40.0,40.0,232.0,6.0,45.0,304.0,10.0,120.0,847.0,1.0,11.0,3.0,2.0,0.0,12.0,1.0,13.0,7.0,0.0,0.0,4.0,0.15748031496062992,0.1968503937007874,1.299212598425197,8.425196850393702,1.1023622047244095,1.3779527559055118,1.5748031496062993,1.5748031496062993,9.133858267716535,0.2362204724409449,0.6,0.13333333333333333,0.15151515151515152,0.3333333333333333,0.6666666666666666,0.3,0.325,1.1428571428571428,6.484848484848484,5.8,0.27390791027154665,1.5748031496062993,10.393700787401576,67.40157480314961,8.818897637795276,11.023622047244094,12.598425196850394,12.598425196850394,73.07086614173228,1.8897637795275593,14.173228346456694,95.74803149606299,3.1496062992125986,37.795275590551185,266.7716535433071,0.31496062992125984,3.4645669291338583,0.9448818897637796,0.6299212598425197,0.0,3.7795275590551185,0.31496062992125984,4.094488188976378,2.204724409448819,0.0,0.0,1.2598425196850394
Enthymeme,534.99,25.4,4,1,3,4,0,0.25,0.0,3.0,30.0,277.0,27.0,37.0,29.0,39.0,201.0,7.0,45.0,188.0,10.0,74.0,805.0,4.0,4.0,2.0,0.0,0.0,11.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.11811023622047245,1.1811023622047245,10.905511811023622,1.062992125984252,1.4566929133858268,1.141732283464567,1.535433070866142,7.913385826771654,0.2755905511811024,0.25,0.15555555555555556,0.1,0.13333333333333333,0.0,0.3793103448275862,0.3448275862068966,1.054054054054054,9.233333333333333,6.931034482758621,0.2496894409937888,0.9448818897637796,9.448818897637796,87.24409448818898,8.503937007874017,11.653543307086615,9.133858267716535,12.283464566929135,63.30708661417323,2.204724409448819,14.173228346456694,59.21259842519685,3.1496062992125986,23.30708661417323,253.5433070866142,1.2598425196850394,1.2598425196850394,0.6299212598425197,0.0,0.0,3.4645669291338583,0.0,3.1496062992125986,3.1496062992125986,3.1496062992125986,0.0,0.0
glen,519.1,25.299999999999997,4,1,3,2,2,0.0,0.5,2.0,54.0,246.0,52.0,64.0,22.0,29.0,42.0,3.0,44.0,358.0,10.0,144.0,808.0,0.0,24.0,7.0,3.0,0.0,7.0,1.0,7.0,12.0,7.0,0.0,-6.0,-0.23715415019762848,0.0790513833992095,2.1343873517786562,9.723320158102768,2.0553359683794468,2.529644268774704,0.8695652173913044,1.1462450592885376,1.6600790513833994,0.11857707509881424,0.25,0.06818181818181818,0.037037037037037035,0.4444444444444444,0.42857142857142855,0.3181818181818182,0.3181818181818182,0.453125,4.555555555555555,1.9090909090909092,0.05198019801980198,0.632411067193676,17.07509881422925,77.78656126482214,16.442687747035574,20.237154150197632,6.9565217391304355,9.1699604743083,13.280632411067195,0.9486166007905139,13.913043478260871,113.201581027668,3.16205533596838,45.53359683794467,255.4940711462451,0.0,7.588932806324111,2.2134387351778657,0.9486166007905139,0.0,2.2134387351778657,0.316205533596838,2.2134387351778657,3.7944664031620556,2.2134387351778657,0.0,-1.8972332015810278
woah,509.72,25.1,4,1,3,2,2,0.0,0.5,2.0,30.0,234.0,28.0,44.0,22.0,24.0,95.0,3.0,42.0,279.0,15.0,111.0,839.0,2.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,16.0,2.0,0.0,1.0,0.0398406374501992,0.0796812749003984,1.195219123505976,9.322709163346612,1.1155378486055776,1.752988047808765,0.8764940239043825,0.9561752988047808,3.784860557768924,0.1195219123505976,0.25,0.07142857142857142,0.06666666666666667,0.16666666666666666,1.0,0.18181818181818182,0.18181818181818182,0.5454545454545454,7.8,4.318181818181818,0.11323003575685339,0.6374501992031872,9.561752988047807,74.5816733067729,8.92430278884462,14.02390438247012,7.01195219123506,7.649402390438246,30.278884462151392,0.9561752988047808,13.386454183266931,88.92430278884461,4.780876494023904,35.37848605577689,267.41035856573706,0.6374501992031872,1.593625498007968,1.2749003984063745,1.2749003984063745,0.0,1.2749003984063745,0.0,1.2749003984063745,5.099601593625498,0.6374501992031872,0.0,0.3187250996015936
nlfn,506.89,25.1,3,0,3,1,2,0.0,0.0,3.0,27.0,179.0,24.0,28.0,26.0,28.0,99.0,3.0,46.0,294.0,52.0,126.0,978.0,1.0,5.0,0.0,0.0,1.0,4.0,1.0,7.0,4.0,2.0,0.0,-7.0,-0.2788844621513944,0.1195219123505976,1.0756972111553784,7.131474103585657,0.9561752988047808,1.1155378486055776,1.0358565737051793,1.1155378486055776,3.9442231075697207,0.1195219123505976,0.0,0.06521739130434782,0.1111111111111111,0.18518518518518517,0.0,0.15384615384615385,0.2692307692307692,1.0,6.62962962962963,3.8076923076923075,0.10122699386503067,0.9561752988047808,8.605577689243027,57.05179282868526,7.649402390438246,8.92430278884462,8.286852589641434,8.92430278884462,31.553784860557766,0.9561752988047808,14.661354581673306,93.70517928286851,16.573705179282868,40.1593625498008,311.71314741035854,0.3187250996015936,1.593625498007968,0.0,0.0,0.3187250996015936,1.2749003984063745,0.3187250996015936,2.231075697211155,1.2749003984063745,0.6374501992031872,0.0,-2.231075697211155
Esteban123,482.94,25.0,4,0,4,2,2,0.0,0.0,0.0,21.0,173.0,21.0,33.0,30.0,36.0,79.0,4.0,44.0,234.0,35.0,99.0,1169.0,3.0,7.0,4.0,2.0,0.0,2.0,1.0,2.0,12.0,6.0,0.0,-14.0,-0.56,0.0,0.84,6.92,0.84,1.32,1.2,1.44,3.16,0.16,0.0,0.09090909090909091,0.0,0.3333333333333333,0.5,0.06666666666666667,0.06666666666666667,1.0909090909090908,8.238095238095237,2.6333333333333333,0.06757912745936698,0.0,6.72,55.36,6.72,10.56,9.6,11.52,25.28,1.28,14.08,74.88,11.2,31.68,374.08,0.96,2.24,1.28,0.64,0.0,0.64,0.32,0.64,3.84,1.92,0.0,-4.48
Bill Brasky,579.88,24.9,4,2,2,1,3,0.0,0.6666666666666666,3.0,33.0,264.0,30.0,36.0,36.0,36.0,149.0,4.0,45.0,315.0,38.0,131.0,975.0,2.0,6.0,1.0,1.0,0.0,9.0,0.0,12.0,6.0,0.0,0.0,-1.0,-0.040160642570281124,0.12048192771084339,1.3253012048192772,10.602409638554217,1.2048192771084338,1.4457831325301205,1.4457831325301205,1.4457831325301205,5.983935742971888,0.1606425702811245,0.5,0.08888888888888889,0.09090909090909091,0.18181818181818182,1.0,0.25,0.3333333333333333,1.0,8.0,4.138888888888889,0.15282051282051282,0.9638554216867471,10.602409638554217,84.81927710843374,9.63855421686747,11.566265060240964,11.566265060240964,11.566265060240964,47.871485943775106,1.285140562248996,14.457831325301205,101.20481927710844,12.208835341365463,42.08835341365462,313.2530120481928,0.642570281124498,1.9277108433734942,0.321285140562249,0.321285140562249,0.0,2.891566265060241,0.0,3.8554216867469884,1.9277108433734942,0.0,0.0,-0.321285140562249
