Player,Team,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,matchId,mapName
Goofy Goober,Blue,0.9,0,0,0,0,0,1,0,0,3,0,0,0,5,1,46,0.0,0.0,0.0,1,0,0,0.0,0.0,0.07,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973175,Milano 2
cannibal,Blue,1.0,0,0,0,0,0,0,2,2,28,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,14.0,28.0,0,0,0,0,0,2,0,2,0.0,0.0,100.0,100.0,3973179,Audacity 2
I_mess_up,Red,1.0,0,0,0,0,0,0,2,2,35,0,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0.0,17.5,8.75,0,0,0,0,0,2,0,2,0.0,0.0,100.0,100.0,3973179,Audacity 2
broseph,Red,1.0,0,0,2,1,2,2,1,1,0,0,0,10,0,4,4,0.5,0.0,0.0,0,0,0,0.5,0.0,0.0,0,2,0,0,0,1,0,1,100.0,0.0,100.0,100.0,3973179,Audacity 2
Some Ball 64,Blue,1.0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973179,Audacity 2
Wilma,Blue,1.0,0,0,0,0,0,2,0,0,0,0,0,10,0,4,1,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973179,Audacity 2
Green,Red,1.0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0.0,0.0,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973179,Audacity 2
Dew1234,Red,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973179,Audacity 2
Belacqua,Blue,1.0,0,0,4,4,3,3,0,0,3,0,0,15,0,6,1,0.0,0.0,0.0,0,0,1,1.0,0.0,3.0,0,3,0,0,0,0,0,0,75.0,0.0,0.0,0.0,3973179,Audacity 2
knight_,Red,8.0,-5,0,6,73,6,9,11,11,4,0,14,90,15,39,392,1.22,0.0,0.0,3,0,0,12.17,0.36,0.01,1,0,1,1,0,0,1,0,0.0,100.0,0.0,0.0,3973182,Combine
Ceremony,Red,8.0,-5,0,13,42,13,16,6,6,5,0,14,103,5,41,392,0.38,0.0,0.0,3,0,0,3.23,0.83,0.01,0,10,3,2,0,0,0,1,76.92,66.67,0.0,16.67,3973182,Combine
xcv,Blue,8.0,5,1,6,73,5,5,5,9,79,5,14,55,20,26,302,1.8,35.71,16.67,0,4,0,12.17,15.8,0.26,1,0,0,0,0,2,0,2,0.0,0.0,40.0,40.0,3973182,Combine
BallsToYou.,Blue,8.0,5,1,13,99,12,12,10,13,28,2,14,89,10,36,302,1.08,14.29,7.69,0,3,0,7.62,2.8,0.09,0,2,1,1,0,3,1,4,15.38,100.0,30.0,40.0,3973182,Combine
Bamboozler,Red,8.0,-5,0,5,53,5,7,6,6,30,1,14,62,15,27,392,0.86,7.14,0.0,2,0,0,10.6,5.0,0.08,1,2,0,0,0,1,0,2,40.0,0.0,16.67,33.33,3973182,Combine
omni,Blue,8.0,5,2,7,59,5,6,8,8,60,1,14,77,15,33,302,1.33,7.14,28.57,1,0,0,8.43,7.5,0.2,0,0,0,0,0,2,0,2,0.0,0.0,25.0,25.0,3973182,Combine
FreeFalastin,Red,8.0,-5,1,11,134,10,13,7,7,10,3,14,83,15,35,392,0.54,21.43,9.09,3,0,0,12.18,1.43,0.03,2,2,0,0,0,1,0,2,18.18,0.0,14.29,28.57,3973182,Combine
Junoon,Blue,8.0,5,2,11,161,9,9,11,15,36,2,14,72,15,31,302,1.67,14.29,18.18,0,4,0,14.64,3.27,0.12,2,0,0,0,0,7,2,7,0.0,0.0,63.64,63.64,3973182,Combine
broseph,Blue,0.9,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973183,Centenaria
cannibal,Red,0.9,0,0,0,0,0,0,0,0,4,0,0,5,0,2,43,0.0,0.0,0.0,0,0,0,0.0,0.0,0.09,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973183,Centenaria
LogisticMap,Red,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973183,Centenaria
I_mess_up,Blue,0.9,0,0,1,5,1,1,1,1,36,0,0,5,0,2,0,1.0,0.0,0.0,0,0,0,5.0,36.0,0.0,0,0,0,0,0,1,0,1,0.0,0.0,100.0,100.0,3973183,Centenaria
snaxolotl,Blue,0.9,0,0,0,0,0,0,0,1,3,0,0,5,5,3,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973183,Centenaria
||||||||||||,Blue,0.9,0,0,1,38,0,0,0,0,0,0,0,5,0,2,0,0.0,0.0,0.0,0,0,1,38.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973183,Centenaria
Wilma,Red,0.9,0,0,1,0,1,1,1,1,0,0,0,5,5,3,43,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,100.0,0.0,0.0,0.0,3973183,Centenaria
Kei Yonagi,Red,0.3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,43,0.0,0.0,0.0,0,0,0,0.0,0.0,0.09,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973183,Centenaria
TheNippIe,Red,8.1,-1,1,8,35,7,13,9,9,101,1,21,67,0,26,244,0.69,4.76,12.5,6,0,0,4.38,11.22,0.41,0,4,0,0,1,5,1,5,50.0,0.0,55.56,55.56,3973184,Pilot 3
PuyoPuyo,Red,8.1,-1,1,12,54,11,16,5,5,41,2,21,78,0,30,244,0.31,9.52,8.33,5,0,0,4.5,8.2,0.17,0,5,1,0,0,0,0,0,41.67,0.0,0.0,0.0,3973184,Pilot 3
Crasher,Blue,8.1,1,2,12,101,10,12,7,7,21,2,21,73,0,28,219,0.58,9.52,16.67,2,0,0,8.42,3.0,0.1,1,3,0,0,0,2,0,1,25.0,0.0,28.57,14.29,3973184,Pilot 3
phyllis,Blue,8.1,1,0,6,38,6,9,9,9,85,1,21,46,0,18,219,1.0,4.76,0.0,3,0,0,6.33,9.44,0.39,0,1,1,1,0,5,2,5,16.67,100.0,55.56,55.56,3973184,Pilot 3
`~`,Red,8.1,-1,1,12,51,11,16,8,10,43,7,21,69,0,26,244,0.62,33.33,8.33,5,2,0,4.25,5.38,0.18,0,3,3,2,0,1,1,2,25.0,66.67,12.5,25.0,3973184,Pilot 3
josh61616,Blue,8.1,1,1,6,37,5,9,13,16,87,3,21,60,0,24,219,1.78,14.29,16.67,4,3,0,6.17,6.69,0.4,0,1,0,0,0,5,1,8,16.67,0.0,38.46,61.54,3973184,Pilot 3
infinity.,Blue,8.1,1,1,11,68,10,16,3,6,18,3,21,70,0,28,219,0.38,14.29,9.09,6,3,0,6.18,6.0,0.08,0,3,0,0,0,1,0,2,27.27,0.0,33.33,66.67,3973184,Pilot 3
Karasu,Red,8.1,-1,0,8,79,8,13,6,7,39,2,21,87,0,34,244,0.54,9.52,0.0,5,1,0,9.88,6.5,0.16,2,1,3,1,0,2,0,2,12.5,33.33,33.33,33.33,3973184,Pilot 3
HammerTime,Blue,8.0,-4,0,11,75,11,14,12,12,47,1,14,81,5,33,354,0.86,7.14,0.0,3,0,0,6.82,3.92,0.13,0,2,0,0,0,2,1,5,18.18,0.0,16.67,41.67,3973185,Combine
Penis Wings,Red,8.0,4,2,15,103,13,15,9,12,11,2,14,87,15,37,309,0.8,14.29,13.33,2,3,0,6.87,1.22,0.04,2,3,4,3,0,1,0,1,20.0,75.0,11.11,11.11,3973185,Combine
adawg,Blue,8.0,-4,0,9,71,9,12,11,14,43,2,14,60,5,25,354,1.17,14.29,0.0,3,3,0,7.89,3.91,0.12,1,5,3,1,0,5,0,6,55.56,33.33,45.45,54.55,3973185,Combine
heribo69,Red,8.0,4,2,9,114,7,9,14,16,41,1,14,62,5,25,309,1.78,7.14,22.22,2,2,0,12.67,2.93,0.13,1,1,0,0,0,6,0,6,11.11,0.0,42.86,42.86,3973185,Combine
Crumble2,Blue,8.0,-4,1,12,88,11,18,4,9,8,1,14,96,10,40,354,0.5,7.14,8.33,7,5,0,7.33,2.0,0.02,0,3,1,0,0,0,0,0,25.0,0.0,0.0,0.0,3973185,Combine
arksoldier,Blue,8.0,-4,0,15,75,15,17,8,8,4,3,14,110,25,49,354,0.47,21.43,0.0,2,0,0,5.0,0.5,0.01,0,4,0,0,0,0,0,0,26.67,0.0,0.0,0.0,3973185,Combine
AJ.,Red,8.0,4,1,13,106,11,15,11,14,24,3,14,109,10,44,309,0.93,21.43,7.69,4,3,1,8.15,2.18,0.08,1,2,2,2,0,2,3,5,15.38,100.0,18.18,45.45,3973185,Combine
bubblez,Red,8.0,4,0,5,31,5,8,11,15,52,1,14,80,15,35,309,1.88,7.14,0.0,3,4,0,6.2,4.73,0.17,0,1,1,0,0,5,1,5,20.0,0.0,45.45,45.45,3973185,Combine
Marijuana,Blue,0.2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0.0,2.0,0.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,100.0,3973186,A Flaccid Type Map
Vedic D,Red,0.2,0,0,1,5,1,1,0,0,0,0,0,5,0,2,5,0.0,0.0,0.0,0,0,0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973186,A Flaccid Type Map
nej,Blue,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973186,A Flaccid Type Map
Way Maker,Red,0.2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0.0,1.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973186,A Flaccid Type Map
hail santa,Blue,0.2,0,0,1,5,1,1,0,0,0,0,0,5,0,2,5,0.0,0.0,0.0,0,0,0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973186,A Flaccid Type Map
Goofy Goober,Blue,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973186,A Flaccid Type Map
Belacqua,Red,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973186,A Flaccid Type Map
knight_,Red,7.9,-5,0,11,57,11,13,5,5,28,4,14,87,15,37,291,0.38,28.57,0.0,2,0,0,5.18,5.6,0.1,1,3,2,0,0,0,0,0,27.27,0.0,0.0,0.0,3973191,Transilio 2024
omni,Red,7.9,-5,0,15,118,15,15,6,6,3,0,14,103,10,42,291,0.4,0.0,0.0,0,0,0,7.87,0.5,0.01,2,5,3,1,0,0,0,0,33.33,33.33,0.0,0.0,3973191,Transilio 2024
BallsToYou.,Blue,7.9,5,0,8,54,8,9,9,10,20,1,14,78,40,38,322,1.11,7.14,0.0,1,1,0,6.75,2.22,0.06,0,1,0,0,0,2,0,3,12.5,0.0,22.22,33.33,3973191,Transilio 2024
Some Ball 64,Red,7.9,-5,0,3,10,3,7,15,19,54,2,14,67,0,26,291,2.71,14.29,0.0,4,4,0,3.33,3.6,0.19,0,1,0,0,0,3,0,3,33.33,0.0,20.0,20.0,3973191,Transilio 2024
Bamboozler,Red,7.9,-5,0,7,137,7,7,4,5,37,0,14,84,5,33,291,0.71,0.0,0.0,0,1,0,19.57,9.25,0.13,4,1,0,0,0,2,0,3,14.29,0.0,50.0,75.0,3973191,Transilio 2024
xcv,Blue,7.9,5,3,13,88,10,12,4,4,14,1,14,73,5,29,322,0.33,7.14,23.08,2,0,0,6.77,3.5,0.04,0,3,1,1,0,1,0,2,23.08,100.0,25.0,50.0,3973191,Transilio 2024
Green,Blue,7.9,5,1,6,64,5,7,13,13,72,2,14,66,5,27,322,1.86,14.29,16.67,2,0,0,10.67,5.54,0.22,0,0,0,0,1,4,1,5,0.0,0.0,30.77,38.46,3973191,Transilio 2024
FreeFalastin,Blue,7.9,5,1,9,85,8,10,10,11,31,4,14,64,5,25,322,1.1,28.57,11.11,2,1,0,9.44,3.1,0.1,1,1,1,1,0,3,1,2,11.11,100.0,30.0,20.0,3973191,Transilio 2024
Crumble2,Blue,5.8,-5,0,7,39,7,9,5,5,29,1,10,59,5,23,221,0.56,10.0,0.0,2,0,0,5.57,5.8,0.13,0,0,1,1,0,0,0,0,0.0,100.0,0.0,0.0,3973193,Milano 2
tha king,Blue,5.8,-5,0,7,29,7,8,8,8,25,1,10,60,15,27,221,1.0,10.0,0.0,1,0,0,4.14,3.12,0.11,0,3,0,0,0,1,0,3,42.86,0.0,12.5,37.5,3973193,Milano 2
Penis Wings,Blue,5.8,-5,0,7,96,7,9,5,11,4,3,10,65,0,26,221,1.22,30.0,0.0,2,6,0,13.71,0.8,0.02,1,1,0,0,0,3,0,2,14.29,0.0,60.0,40.0,3973193,Milano 2
arksoldier,Red,5.8,5,0,12,41,12,15,5,5,6,1,10,93,0,36,205,0.33,10.0,0.0,3,0,0,3.42,1.2,0.03,0,5,3,2,0,1,0,2,41.67,66.67,20.0,40.0,3973193,Milano 2
heribo69,Blue,5.8,-5,1,8,41,7,13,10,10,18,0,10,55,5,23,221,0.77,0.0,12.5,6,0,0,5.12,1.8,0.08,0,2,2,1,0,5,0,1,25.0,50.0,50.0,10.0,3973193,Milano 2
adawg,Red,5.8,5,2,5,58,3,4,11,12,78,1,10,30,10,14,205,3.0,10.0,40.0,1,1,0,11.6,7.09,0.38,0,1,0,0,0,3,0,5,20.0,0.0,27.27,45.45,3973193,Milano 2
AJ.,Red,5.8,5,3,10,65,7,10,5,12,34,2,10,61,15,27,205,1.2,20.0,30.0,3,7,0,6.5,6.8,0.17,0,0,2,1,1,1,1,1,0.0,50.0,20.0,20.0,3973193,Milano 2
bubblez,Red,5.8,5,1,8,57,7,9,6,6,50,1,10,52,10,22,205,0.67,10.0,12.5,2,0,0,7.12,8.33,0.24,0,3,2,0,0,1,1,2,37.5,0.0,16.67,33.33,3973193,Milano 2
broseph,Blue,8.1,1,0,12,115,12,15,5,5,40,0,14,86,0,34,254,0.33,0.0,0.0,3,0,0,9.58,8.0,0.16,2,1,1,0,0,3,0,2,8.33,0.0,60.0,40.0,3973194,Audacity 2
I_mess_up,Red,8.1,-1,1,7,20,6,6,9,13,76,1,14,68,0,26,253,2.17,7.14,14.29,0,4,0,2.86,8.44,0.3,0,4,1,0,0,2,0,4,57.14,0.0,22.22,44.44,3973194,Audacity 2
cannibal,Blue,8.1,1,1,2,16,1,5,11,12,103,3,14,41,0,16,254,2.4,21.43,50.0,4,1,0,8.0,9.36,0.41,0,0,0,0,0,3,1,5,0.0,0.0,27.27,45.45,3973194,Audacity 2
LogisticMap,Blue,8.1,1,0,6,56,6,10,8,8,101,1,14,62,0,24,254,0.8,7.14,0.0,4,0,0,9.33,12.62,0.4,0,1,0,0,0,2,1,5,16.67,0.0,25.0,62.5,3973194,Audacity 2
||||||||||||,Blue,8.1,1,1,8,66,7,11,14,14,13,2,14,63,0,24,254,1.27,14.29,12.5,4,0,0,8.25,0.93,0.05,1,1,1,0,0,1,0,1,12.5,0.0,7.14,7.14,3973194,Audacity 2
snaxolotl,Red,8.1,-1,0,10,59,10,10,3,4,1,3,14,107,0,42,253,0.4,21.43,0.0,0,1,0,5.9,0.33,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3973194,Audacity 2
Wilma,Red,8.1,-1,0,14,103,14,14,4,7,8,1,14,77,0,30,253,0.5,7.14,0.0,0,3,0,7.36,2.0,0.03,2,3,0,0,0,0,0,0,21.43,0.0,0.0,0.0,3973194,Audacity 2
Junoon,Red,8.1,-1,0,11,72,11,13,10,13,40,3,14,88,0,34,253,1.0,21.43,0.0,2,3,0,6.55,4.0,0.16,1,2,1,1,0,1,0,2,18.18,100.0,10.0,20.0,3973194,Audacity 2
Way Maker,Blue,8.0,2,1,14,95,13,17,8,9,14,2,14,107,0,42,339,0.53,14.29,7.14,4,1,0,6.79,1.75,0.04,0,1,1,0,0,1,0,2,7.14,0.0,12.5,25.0,3973197,A Flaccid Type Map
Marijuana,Red,7.8,-2,1,16,117,14,14,4,4,7,2,14,69,0,26,350,0.29,14.29,6.25,0,0,1,7.31,1.75,0.02,1,5,1,0,0,1,0,1,31.25,0.0,25.0,25.0,3973197,A Flaccid Type Map
nej,Blue,8.0,2,2,18,140,16,18,10,11,6,2,14,85,0,34,339,0.61,14.29,11.11,2,1,0,7.78,0.6,0.02,1,5,3,1,0,0,0,1,27.78,33.33,0.0,10.0,3973197,A Flaccid Type Map
PuyoPuyo,Red,8.0,-2,1,16,122,15,18,11,11,10,1,14,72,0,28,350,0.61,7.14,6.25,3,0,0,7.62,0.91,0.03,1,5,3,2,0,0,0,0,31.25,66.67,0.0,0.0,3973197,A Flaccid Type Map
TheNippIe,Red,8.0,-2,0,8,82,8,9,9,9,64,0,14,80,0,32,350,1.0,0.0,0.0,1,0,0,10.25,7.11,0.18,2,1,1,0,0,3,0,3,12.5,0.0,33.33,33.33,3973197,A Flaccid Type Map
