Player,Team,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,matchId,mapName
`ArryKane,Blue,9.1,-1,0,14,62,14,19,7,13,20,7,25,113,0,44,289,0.68,28.0,0.0,5,6,0,4.43,2.86,0.07,0,4,1,1,0,2,0,3,28.57,100.0,28.57,42.86,3960879,Nuke
Beach,Blue,9.1,-1,0,8,38,8,10,11,14,139,2,25,56,0,22,289,1.4,8.0,0.0,2,3,0,4.75,12.64,0.48,0,2,2,0,0,2,1,4,25.0,0.0,18.18,36.36,3960879,Nuke
RedBull,Blue,8.0,2,1,20,110,19,20,9,10,11,1,14,128,5,51,262,0.5,7.14,5.0,1,1,0,5.5,1.22,0.04,0,5,2,1,0,4,2,4,25.0,50.0,44.44,44.44,3960882,Sardonica
Some Ball 64,Blue,8.0,2,0,8,37,8,9,21,23,102,1,14,95,5,39,262,2.56,7.14,0.0,1,2,0,4.62,4.86,0.39,0,5,1,1,0,8,2,11,62.5,100.0,38.1,52.38,3960882,Sardonica
Eat Tofu,Blue,8.0,2,3,6,32,3,8,15,20,103,1,14,68,45,35,262,2.5,7.14,50.0,5,5,0,5.33,6.87,0.39,0,1,0,0,1,5,0,9,16.67,0.0,33.33,60.0,3960882,Sardonica
jjpoole,Red,8.0,-2,0,13,50,13,18,15,20,85,3,14,128,0,50,248,1.11,21.43,0.0,5,5,0,3.85,5.67,0.34,0,5,2,0,0,8,0,10,38.46,0.0,53.33,66.67,3960882,Sardonica
rc,Blue,8.0,2,3,17,69,14,19,10,10,30,3,14,142,5,57,262,0.53,21.43,17.65,5,0,0,4.06,3.0,0.11,0,6,0,0,0,3,0,3,35.29,0.0,30.0,30.0,3960882,Sardonica
alchemist,Red,8.0,-2,1,10,37,9,11,13,15,77,2,14,76,20,34,248,1.36,14.29,10.0,2,2,0,3.7,5.92,0.31,0,1,2,1,0,5,1,6,10.0,50.0,38.46,46.15,3960882,Sardonica
Spheroid.,Red,8.0,-2,3,22,96,18,19,8,11,21,2,14,112,5,45,248,0.58,14.29,13.64,1,3,1,4.36,2.62,0.08,1,6,2,0,1,2,1,3,27.27,0.0,25.0,37.5,3960882,Sardonica
Soccertanker,Red,8.0,-2,1,16,79,15,16,7,8,64,1,14,127,20,54,248,0.5,7.14,6.25,1,1,0,4.94,9.14,0.26,0,8,4,0,0,2,0,3,50.0,0.0,28.57,42.86,3960882,Sardonica
danp,Red,8.0,-1,3,11,108,8,10,10,11,46,1,14,91,15,39,286,1.1,7.14,27.27,2,1,0,9.82,4.6,0.16,1,3,0,0,2,0,1,1,27.27,0.0,0.0,10.0,3960883,Asida
Stronk,Red,8.0,-1,2,11,55,9,12,12,13,68,1,14,105,45,51,286,1.08,7.14,18.18,3,1,0,5.0,5.67,0.24,1,5,5,0,0,5,0,6,45.45,0.0,41.67,50.0,3960883,Asida
Iodized Salt,Blue,8.0,1,2,13,71,11,15,9,9,46,1,14,97,20,42,284,0.6,7.14,15.38,4,0,0,5.46,5.11,0.16,0,4,0,0,0,4,2,5,30.77,0.0,44.44,55.56,3960883,Asida
Ivanchuk,Red,8.0,-1,0,13,56,13,14,6,9,28,2,14,133,30,58,286,0.64,14.29,0.0,1,3,0,4.31,4.67,0.1,1,7,2,1,0,0,0,0,53.85,50.0,0.0,0.0,3960883,Asida
Suchit,Red,8.0,-1,1,12,65,11,15,9,10,42,1,14,130,10,54,286,0.67,7.14,8.33,4,1,0,5.42,4.67,0.15,1,3,0,0,0,2,3,3,25.0,0.0,22.22,33.33,3960883,Asida
360broscope,Blue,8.0,1,2,9,93,7,8,9,12,69,2,14,108,35,49,284,1.5,14.29,22.22,1,3,0,10.33,7.67,0.24,2,1,0,0,0,4,1,5,11.11,0.0,44.44,55.56,3960883,Asida
Jer32,Blue,8.0,1,0,8,30,7,10,14,17,97,2,14,104,20,44,284,1.7,14.29,0.0,3,3,1,3.75,6.93,0.34,0,3,0,0,0,7,1,9,37.5,0.0,50.0,64.29,3960883,Asida
xcv,Blue,8.0,1,3,15,92,12,12,9,12,55,4,14,112,10,46,284,1.0,28.57,20.0,0,3,0,6.13,6.11,0.19,0,0,1,0,0,3,0,5,0.0,0.0,33.33,55.56,3960883,Asida
`ArryKane,Blue,7.4,-5,0,9,66,9,12,5,6,20,1,14,81,25,37,270,0.5,7.14,0.0,3,1,0,7.33,4.0,0.07,1,4,1,0,0,2,0,2,44.44,0.0,40.0,40.0,3960887,Asida
Marijuana,Red,7.4,5,3,10,75,7,13,8,8,58,2,14,55,0,22,234,0.62,14.29,30.0,6,0,0,7.5,7.25,0.25,1,2,0,0,0,4,0,3,20.0,0.0,50.0,37.5,3960887,Asida
Trapsin,Red,7.4,5,1,8,43,7,10,11,12,75,2,14,72,10,30,234,1.2,14.29,12.5,3,1,0,5.38,6.82,0.32,0,3,0,0,0,4,0,5,37.5,0.0,36.36,45.45,3960887,Asida
timo_tay,Blue,7.4,-5,1,9,76,8,9,8,12,55,3,14,77,50,40,270,1.33,21.43,11.11,1,4,0,8.44,6.88,0.2,1,2,2,2,0,2,0,1,22.22,100.0,25.0,12.5,3960887,Asida
ez,Red,7.4,5,2,7,90,5,8,12,14,96,2,14,79,25,35,234,1.75,14.29,28.57,3,2,0,12.86,8.0,0.41,1,0,0,0,0,5,1,5,0.0,0.0,41.67,41.67,3960887,Asida
rc,Blue,7.4,-5,1,11,42,10,13,8,12,20,1,14,98,30,44,270,0.92,7.14,9.09,3,4,0,3.82,2.5,0.07,0,4,1,0,1,1,1,0,36.36,0.0,12.5,0.0,3960887,Asida
Soccertanker,Blue,7.4,-5,0,12,50,12,17,7,12,32,1,14,89,30,40,270,0.71,7.14,0.0,5,5,0,4.17,4.57,0.12,0,5,1,0,0,2,0,1,41.67,0.0,28.57,14.29,3960887,Asida
Sadness,Red,7.4,5,1,10,62,9,13,8,13,46,2,14,116,5,47,234,1.0,14.29,10.0,4,5,0,6.2,5.75,0.2,0,2,2,2,0,2,1,5,20.0,100.0,25.0,62.5,3960887,Asida
alchemist,Red,8.0,-3,0,12,132,11,17,6,8,35,3,14,65,10,28,242,0.47,21.43,0.0,6,2,1,11.0,5.83,0.14,1,4,1,1,0,1,0,1,33.33,100.0,16.67,16.67,3960888,OTI MERALD
RedBull,Blue,8.0,3,2,13,81,11,13,6,11,9,0,14,70,5,29,303,0.85,0.0,15.38,2,5,0,6.23,1.5,0.03,0,5,2,1,0,1,0,0,38.46,50.0,16.67,0.0,3960888,OTI MERALD
Beach,Red,8.0,-3,1,6,79,5,10,8,9,89,1,14,52,52,30,242,0.9,7.14,16.67,5,1,0,13.17,11.12,0.37,2,1,0,0,0,1,0,2,16.67,0.0,12.5,25.0,3960888,OTI MERALD
Spheroid.,Blue,8.0,3,2,11,69,9,16,4,11,24,2,14,79,20,34,303,0.69,14.29,18.18,7,7,0,6.27,6.0,0.08,1,2,1,0,0,0,1,0,18.18,0.0,0.0,0.0,3960888,OTI MERALD
Pickle Ball,Blue,8.0,3,1,6,40,5,7,6,9,57,1,14,88,25,39,303,1.29,7.14,16.67,2,3,0,6.67,9.5,0.19,0,1,0,0,0,2,1,2,16.67,0.0,33.33,33.33,3960888,OTI MERALD
Some Ball 64,Red,8.0,-3,0,3,16,3,11,9,11,125,2,14,30,5,13,242,1.0,14.29,0.0,8,2,0,5.33,13.89,0.52,0,1,1,1,0,5,0,6,33.33,100.0,55.56,66.67,3960888,OTI MERALD
Eat Tofu,Blue,8.0,3,0,6,52,6,10,13,19,59,2,14,51,35,27,303,1.9,14.29,0.0,4,6,0,8.67,4.54,0.19,1,2,0,0,0,6,2,5,33.33,0.0,46.15,38.46,3960888,OTI MERALD
jjpoole,Red,8.0,-3,1,11,76,10,18,7,10,29,3,14,93,15,39,242,0.56,21.43,9.09,8,3,0,6.91,4.14,0.12,1,3,1,0,0,3,1,3,27.27,0.0,42.86,42.86,3960888,OTI MERALD
Stronk,Blue,6.5,-5,0,4,9,4,11,7,9,76,1,12,45,10,20,184,0.82,8.33,0.0,7,2,0,2.25,10.86,0.41,0,2,0,0,0,2,0,3,50.0,0.0,28.57,42.86,3960890,Asida
360broscope,Red,6.5,5,4,13,49,9,12,8,9,59,0,12,97,25,43,160,0.75,0.0,30.77,3,1,0,3.77,7.38,0.37,0,6,1,0,0,1,1,1,46.15,0.0,12.5,12.5,3960890,Asida
Iodized Salt,Blue,6.5,-5,1,11,38,10,10,5,5,44,0,12,119,25,51,184,0.5,0.0,9.09,0,0,0,3.45,8.8,0.24,0,3,2,0,0,3,0,3,27.27,0.0,60.0,60.0,3960890,Asida
Irony,Red,6.5,5,3,10,63,7,9,2,9,26,3,12,71,10,30,160,1.0,25.0,30.0,2,7,0,6.3,13.0,0.16,0,1,0,0,1,2,0,2,10.0,0.0,100.0,100.0,3960890,Asida
Ivanchuk,Red,6.5,5,0,4,11,4,7,8,13,119,3,12,69,10,28,160,1.86,25.0,0.0,3,5,0,2.75,14.88,0.74,0,1,1,0,0,4,0,3,25.0,0.0,50.0,37.5,3960890,Asida
Suchit,Blue,6.5,-5,1,11,61,10,17,7,10,60,3,12,69,0,26,184,0.59,25.0,9.09,7,3,0,5.55,8.57,0.33,1,6,0,0,0,5,0,3,54.55,0.0,71.43,42.86,3960890,Asida
Homie,Red,6.5,5,1,5,61,4,4,17,17,102,2,12,44,10,18,160,4.25,16.67,20.0,0,0,0,12.2,6.0,0.64,2,2,2,0,0,10,1,7,40.0,0.0,58.82,41.18,3960890,Asida
BallsToYou.,Blue,6.5,-5,1,12,52,11,13,4,6,13,0,12,93,5,37,184,0.46,0.0,8.33,2,2,0,4.33,3.25,0.07,0,6,1,0,0,0,0,0,50.0,0.0,0.0,0.0,3960890,Asida
alchemist,Blue,3.5,-5,0,9,27,9,10,3,4,0,3,6,35,0,14,106,0.4,50.0,0.0,1,1,0,3.0,0.0,0.0,0,5,3,2,0,0,0,0,55.56,66.67,0.0,0.0,3960892,Combine
RedBull,Blue,3.5,-5,0,9,24,9,10,5,5,11,1,6,46,10,20,106,0.5,16.67,0.0,1,0,0,2.67,2.2,0.1,0,4,4,1,0,1,0,1,44.44,25.0,20.0,20.0,3960892,Combine
Some Ball 64,Blue,3.5,-5,0,2,0,2,3,3,3,48,0,6,28,10,12,106,1.0,0.0,0.0,1,0,0,0.0,16.0,0.45,0,2,0,0,0,0,0,0,100.0,0.0,0.0,0.0,3960892,Combine
eee,Red,3.5,5,3,6,57,3,4,7,7,16,0,6,24,0,8,73,1.75,0.0,50.0,1,0,0,9.5,2.29,0.22,1,0,0,0,2,3,0,4,0.0,0.0,42.86,57.14,3960892,Combine
Chritt,Blue,3.5,-5,0,5,22,5,8,3,3,35,0,6,24,20,12,106,0.38,0.0,0.0,3,0,0,4.4,11.67,0.33,0,2,0,0,0,2,0,2,40.0,0.0,66.67,66.67,3960892,Combine
Pickle Ball,Red,3.5,5,0,2,7,2,2,7,7,14,0,6,32,0,12,73,3.5,0.0,0.0,0,0,0,3.5,2.0,0.19,0,0,1,0,0,5,1,5,0.0,0.0,71.43,71.43,3960892,Combine
Spheroid.,Red,3.5,5,1,7,23,6,6,5,5,24,1,6,48,15,21,73,0.83,16.67,14.29,0,0,0,3.29,4.8,0.33,0,3,2,2,0,2,0,2,42.86,100.0,40.0,40.0,3960892,Combine
Eat Tofu,Red,3.5,5,1,4,19,3,4,5,7,20,1,6,25,20,14,73,1.75,16.67,25.0,1,2,0,4.75,4.0,0.27,0,0,0,0,0,2,0,3,0.0,0.0,40.0,60.0,3960892,Combine
Marijuana,Blue,8.0,-3,0,11,30,11,14,7,7,71,1,14,74,5,29,285,0.5,7.14,0.0,3,0,0,2.73,10.14,0.25,0,7,2,1,0,1,1,2,63.64,50.0,14.29,28.57,3960895,Sardonica
timo_tay,Red,8.0,3,3,5,35,2,7,19,21,164,2,14,70,5,29,218,3.0,14.29,60.0,5,2,0,7.0,8.63,0.75,0,0,0,0,0,11,0,11,0.0,0.0,57.89,57.89,3960895,Sardonica
flopphone,Blue,8.0,-3,2,13,72,11,12,9,11,41,1,14,125,10,52,285,0.92,7.14,15.38,1,2,0,5.54,4.56,0.14,0,6,0,0,0,1,0,2,46.15,0.0,11.11,22.22,3960895,Sardonica
ANDYKANSAS,Red,8.0,3,0,9,56,9,9,12,12,158,1,14,123,25,53,218,1.33,7.14,0.0,0,0,0,6.22,13.17,0.72,1,0,0,0,0,6,0,9,0.0,0.0,50.0,75.0,3960895,Sardonica
ez,Blue,8.0,-3,0,13,52,13,15,11,18,28,4,14,118,5,47,285,1.2,28.57,0.0,2,7,0,4.0,2.55,0.1,0,5,1,0,0,1,2,4,38.46,0.0,9.09,36.36,3960895,Sardonica
Trapsin,Red,8.0,3,3,18,116,15,17,9,9,20,1,14,101,0,40,218,0.53,7.14,16.67,2,0,0,6.44,2.22,0.09,1,3,1,1,0,1,1,0,16.67,100.0,11.11,0.0,3960895,Sardonica
`ArryKane,Red,8.0,3,0,11,78,10,14,7,12,30,3,14,104,15,43,218,0.86,21.43,0.0,4,5,1,7.09,4.29,0.14,1,3,1,0,0,4,1,3,27.27,0.0,57.14,42.86,3960895,Sardonica
Soccertanker,Blue,8.0,-3,1,13,64,12,13,9,9,45,1,14,109,10,44,285,0.69,7.14,7.69,1,0,0,4.92,5.0,0.16,0,4,1,0,0,3,0,3,30.77,0.0,33.33,33.33,3960895,Sardonica
Stronk,Red,7.4,5,1,5,28,4,6,16,16,150,0,14,65,0,26,173,2.67,0.0,20.0,2,0,0,5.6,9.38,0.87,0,1,0,0,0,6,2,8,20.0,0.0,37.5,50.0,3960896,Moon Base 2024
yiss,Red,7.4,5,2,12,49,10,10,3,3,40,1,14,90,0,36,173,0.3,7.14,16.67,0,0,0,4.08,13.33,0.23,0,4,1,0,0,2,0,2,33.33,0.0,66.67,66.67,3960896,Moon Base 2024
BallsToYou.,Red,7.4,5,2,13,51,11,15,9,12,58,3,14,80,10,34,173,0.8,21.43,15.38,4,3,0,3.92,6.44,0.34,0,6,2,1,0,3,0,5,46.15,50.0,33.33,55.56,3960896,Moon Base 2024
Irony,Red,7.4,5,2,9,66,7,10,14,15,86,4,14,76,10,32,173,1.5,28.57,22.22,3,1,0,7.33,6.14,0.5,1,2,1,0,1,9,1,8,22.22,0.0,64.29,57.14,3960896,Moon Base 2024
Iodized Salt,Blue,7.4,-5,0,14,54,14,16,8,16,44,3,14,79,0,30,194,1.0,21.43,0.0,2,8,0,3.86,5.5,0.23,1,7,1,1,0,5,0,2,50.0,100.0,62.5,25.0,3960896,Moon Base 2024
dodsfall,Blue,7.4,-5,1,10,47,9,11,7,7,98,1,14,52,0,20,194,0.64,7.14,10.0,2,0,0,4.7,14.0,0.51,0,3,1,0,0,4,1,3,30.0,0.0,57.14,42.86,3960896,Moon Base 2024
Ivanchuk,Blue,7.4,-5,1,8,36,7,9,12,13,98,0,14,87,0,34,194,1.44,0.0,12.5,2,1,0,4.5,8.17,0.51,0,3,0,0,1,3,0,3,37.5,0.0,25.0,25.0,3960896,Moon Base 2024
Suchit,Blue,7.4,-5,0,12,36,12,15,5,5,60,2,14,84,0,32,194,0.33,14.29,0.0,3,0,0,3.0,12.0,0.31,0,7,4,1,0,1,0,1,58.33,25.0,20.0,20.0,3960896,Moon Base 2024
Dad Jokes!,Blue,8.0,-2,2,8,73,6,10,5,5,54,4,14,62,10,26,267,0.5,28.57,25.0,4,0,0,9.12,10.8,0.2,1,1,0,0,1,1,0,2,12.5,0.0,20.0,40.0,3960898,Willow 2
DiegoOnMac,Blue,5.5,-3,0,6,42,6,9,4,4,17,0,14,37,20,18,267,0.44,0.0,0.0,3,0,0,7.0,4.25,0.06,0,2,2,0,0,2,0,3,33.33,0.0,50.0,75.0,3960898,Willow 2
SphinctrSlyr,Blue,8.0,-2,0,15,52,15,18,3,3,2,1,14,92,10,38,267,0.17,7.14,0.0,3,0,0,3.47,0.67,0.01,0,7,4,3,0,0,0,0,46.67,75.0,0.0,0.0,3960898,Willow 2
Squish,Red,8.0,2,1,10,117,8,10,4,5,18,2,14,71,0,28,274,0.5,14.29,10.0,2,1,1,11.7,4.5,0.07,2,2,0,0,0,2,0,2,20.0,0.0,50.0,50.0,3960898,Willow 2
Ace93,Red,8.0,2,3,14,129,11,14,7,7,13,0,14,76,0,30,274,0.5,0.0,21.43,3,0,0,9.21,1.86,0.05,2,3,0,0,0,2,0,3,21.43,0.0,28.57,42.86,3960898,Willow 2
Beach,Blue,8.0,-2,0,5,107,5,8,10,12,70,2,14,35,10,16,267,1.5,14.29,0.0,3,2,0,21.4,7.0,0.26,2,0,0,0,0,3,1,3,0.0,0.0,30.0,30.0,3960898,Willow 2
cherryrammer,Red,8.0,2,0,3,19,3,7,9,12,80,3,14,20,0,8,274,1.71,21.43,0.0,4,3,0,6.33,8.89,0.29,0,0,0,0,0,4,0,3,0.0,0.0,44.44,33.33,3960898,Willow 2
Booya Ball,Red,5.3,2,0,2,2,2,2,8,9,63,2,14,25,15,13,274,4.5,14.29,0.0,0,1,0,1.0,7.88,0.23,0,1,1,1,0,2,1,2,50.0,100.0,25.0,25.0,3960898,Willow 2
RedBull,Red,8.2,1,1,14,76,13,14,13,13,27,4,14,89,0,34,345,0.93,28.57,7.14,1,0,0,5.43,2.08,0.08,0,3,2,2,0,2,1,4,21.43,100.0,15.38,30.77,3960902,Milano 2
alchemist,Blue,8.2,-1,1,9,92,8,13,12,12,42,2,14,87,10,36,292,0.92,14.29,11.11,5,0,0,10.22,3.5,0.14,1,1,1,0,1,2,0,2,11.11,0.0,16.67,16.67,3960902,Milano 2
eee,Blue,8.2,-1,1,15,138,14,15,8,8,25,1,14,89,15,37,292,0.53,7.14,6.67,1,0,0,9.2,3.12,0.09,2,4,2,1,0,2,0,2,26.67,50.0,25.0,25.0,3960902,Milano 2
Homie,Red,8.2,1,1,8,52,7,9,11,12,41,2,14,76,38,37,345,1.33,14.29,12.5,2,1,0,6.5,3.73,0.12,1,2,0,0,0,4,0,4,25.0,0.0,36.36,36.36,3960902,Milano 2
UNlTY,Red,8.2,1,2,16,90,14,14,10,10,18,1,14,85,10,36,345,0.71,7.14,12.5,0,0,0,5.62,1.8,0.05,0,5,0,0,0,0,0,2,31.25,0.0,0.0,20.0,3960902,Milano 2
Chritt,Blue,8.2,-1,0,8,31,8,12,12,12,90,0,14,128,25,55,292,1.0,0.0,0.0,4,0,0,3.88,7.5,0.31,0,3,2,1,0,3,2,5,37.5,50.0,25.0,41.67,3960902,Milano 2
360broscope,Blue,8.2,-1,1,12,84,11,15,12,13,64,1,14,141,20,60,292,0.87,7.14,8.33,4,1,0,7.0,5.33,0.22,1,1,2,1,0,5,0,8,8.33,50.0,41.67,66.67,3960902,Milano 2
Eat Tofu,Red,8.2,1,0,11,74,11,12,7,9,27,3,14,124,40,56,345,0.75,21.43,0.0,1,2,0,6.73,3.86,0.08,0,2,0,0,0,3,1,4,18.18,0.0,42.86,57.14,3960902,Milano 2
Stronk,Red,8.0,1,2,7,36,5,7,12,20,93,4,14,56,10,24,219,2.86,28.57,28.57,2,8,0,5.14,7.75,0.42,0,2,0,0,0,5,0,7,28.57,0.0,41.67,58.33,3960903,Moon Base 2024
Button,Red,8.0,1,2,5,33,3,6,20,25,123,2,14,68,0,26,219,4.17,14.29,40.0,3,5,0,6.6,6.15,0.56,0,1,2,2,0,6,1,8,20.0,100.0,30.0,40.0,3960903,Moon Base 2024
Irony,Red,8.0,1,3,12,80,9,11,5,7,17,2,14,59,5,23,219,0.64,14.29,25.0,2,2,0,6.67,3.4,0.08,0,2,0,0,1,2,1,2,16.67,0.0,40.0,40.0,3960903,Moon Base 2024
yiss,Red,8.0,1,1,17,74,15,17,9,9,27,0,14,128,10,52,219,0.53,0.0,5.88,2,0,1,4.35,3.0,0.12,0,7,0,0,0,5,2,6,41.18,0.0,55.56,66.67,3960903,Moon Base 2024
Suchit,Blue,8.0,-1,0,18,57,18,24,12,15,15,1,14,111,0,44,223,0.62,7.14,0.0,6,3,0,3.17,1.25,0.07,0,8,3,0,0,4,2,5,44.44,0.0,33.33,41.67,3960903,Moon Base 2024
dodsfall,Blue,8.0,-1,0,6,34,6,11,5,6,129,0,14,62,10,26,223,0.55,0.0,0.0,5,1,0,5.67,25.8,0.58,0,2,1,0,0,1,0,1,33.33,0.0,20.0,20.0,3960903,Moon Base 2024
BallsToYou.,Blue,8.0,-1,6,19,94,13,16,4,4,18,1,14,112,0,44,223,0.25,7.14,31.58,3,0,0,4.95,4.5,0.08,0,5,2,0,0,0,0,2,26.32,0.0,0.0,50.0,3960903,Moon Base 2024
Ivanchuk,Blue,8.0,-1,1,10,34,9,10,10,14,100,4,14,83,10,34,223,1.4,28.57,10.0,1,4,0,3.4,10.0,0.45,0,3,0,0,0,6,0,7,30.0,0.0,60.0,70.0,3960903,Moon Base 2024
CreedBratton,Blue,8.0,2,0,6,64,6,6,11,14,70,1,14,66,0,26,281,2.33,7.14,0.0,0,3,0,10.67,6.36,0.25,1,2,0,0,0,1,0,1,33.33,0.0,9.09,9.09,3960905,A Flaccid Type Map
timo_tay,Blue,8.0,2,1,6,43,5,9,13,13,98,3,14,62,0,24,281,1.44,21.43,16.67,4,0,0,7.17,7.54,0.35,0,0,1,0,0,6,1,8,0.0,0.0,46.15,61.54,3960905,A Flaccid Type Map
ANDYKANSAS,Red,8.0,-2,0,9,111,9,9,7,7,38,2,14,69,0,26,297,0.78,14.29,0.0,0,0,0,12.33,5.43,0.13,2,1,1,0,0,1,0,2,11.11,0.0,14.29,28.57,3960905,A Flaccid Type Map
flopphone,Red,8.0,-2,0,12,49,12,13,9,12,16,2,14,114,0,44,297,0.92,14.29,0.0,1,3,0,4.08,1.78,0.05,0,7,1,0,0,1,0,0,58.33,0.0,11.11,0.0,3960905,A Flaccid Type Map
Swully,Red,8.0,-2,1,9,50,8,10,10,10,52,1,14,74,0,28,297,1.0,7.14,11.11,2,0,0,5.56,5.2,0.18,0,2,0,0,0,2,0,3,22.22,0.0,20.0,30.0,3960905,A Flaccid Type Map
Trapsin,Blue,8.0,2,0,12,78,11,13,5,5,37,1,14,92,0,36,281,0.38,7.14,0.0,2,0,1,6.5,7.4,0.13,0,2,1,0,0,1,0,1,16.67,0.0,20.0,20.0,3960905,A Flaccid Type Map
`ArryKane,Red,8.0,-2,0,9,71,8,12,7,9,53,3,14,85,0,34,297,0.75,21.43,0.0,4,2,1,7.89,7.57,0.18,2,2,0,0,0,2,0,2,22.22,0.0,28.57,28.57,3960905,A Flaccid Type Map
Soccertanker,Blue,8.0,2,2,14,112,12,12,7,7,39,1,14,88,0,34,281,0.58,7.14,14.29,0,0,0,8.0,5.57,0.14,1,2,0,0,0,4,0,5,14.29,0.0,57.14,71.43,3960905,A Flaccid Type Map
RedBull,Blue,8.0,-5,0,18,88,18,19,7,7,5,1,14,126,0,50,298,0.37,7.14,0.0,1,0,0,4.89,0.71,0.02,1,6,3,0,0,0,0,0,33.33,0.0,0.0,0.0,3960909,Sugar Free Hill
alchemist,Blue,8.0,-5,0,11,17,11,17,12,12,23,1,14,76,15,33,298,0.71,7.14,0.0,6,0,0,1.55,1.92,0.08,0,7,2,0,0,3,0,3,63.64,0.0,25.0,25.0,3960909,Sugar Free Hill
Homie,Blue,8.0,-5,0,9,70,9,10,5,5,41,0,14,55,10,24,298,0.5,0.0,0.0,1,0,0,7.78,8.2,0.14,1,1,2,0,0,1,0,1,11.11,0.0,20.0,20.0,3960909,Sugar Free Hill
eee,Red,8.0,5,1,11,42,10,10,8,10,64,2,14,112,15,47,203,1.0,14.29,9.09,0,2,0,3.82,8.0,0.32,0,4,2,1,0,1,1,4,36.36,50.0,12.5,50.0,3960909,Sugar Free Hill
