Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
Sinatra,16.9,0,1,10,52,9,11,22,30,217,2,30,124,15,51,541,2.73,6.67,10.0,2,8,0,5.2,9.86,0.4,0,3,1,0,0,11,2,9,30.0,0.0,50.0,40.91,0.0,0.06,0.59,3.08,0.53,0.65,1.3,1.78,12.84,0.12
Soccertanker,31.4,-8,4,55,305,51,58,30,36,180,4,56,413,60,172,1084,0.62,7.14,7.27,7,6,0,5.55,6.0,0.17,1,19,6,0,0,11,0,12,34.55,0.0,36.67,40.0,-0.25,0.13,1.75,9.71,1.62,1.85,0.96,1.15,5.73,0.13
Some Ball 64,19.5,-6,0,13,53,13,23,33,37,275,3,34,153,20,64,610,1.61,8.82,0.0,10,4,0,4.08,8.33,0.45,0,8,2,2,0,13,2,17,61.54,100.0,39.39,51.52,-0.31,0.0,0.67,2.72,0.67,1.18,1.69,1.9,14.1,0.15
SoulSauce,8.1,-1,0,13,66,13,14,6,6,16,1,14,90,0,36,267,0.43,7.14,0.0,1,0,0,5.08,2.67,0.06,0,2,0,0,0,0,0,1,15.38,0.0,0.0,16.67,-0.12,0.0,1.6,8.15,1.6,1.73,0.74,0.74,1.98,0.12
Soupy,8.1,1,0,17,122,17,17,7,7,19,1,14,114,5,45,225,0.41,7.14,0.0,0,0,0,7.18,2.71,0.08,1,6,1,1,0,2,1,3,35.29,100.0,28.57,42.86,0.12,0.0,2.1,15.06,2.1,2.1,0.86,0.86,2.35,0.12
Spheroid.,19.5,6,6,40,188,33,41,17,27,69,5,34,239,40,100,624,0.66,14.71,15.0,8,10,1,4.7,4.06,0.11,2,11,5,2,1,4,2,5,27.5,40.0,23.53,29.41,0.31,0.31,2.05,9.64,1.69,2.1,0.87,1.38,3.54,0.26
SphinctrSlyr,8.0,-2,0,15,52,15,18,3,3,2,1,14,92,10,38,267,0.17,7.14,0.0,3,0,0,3.47,0.67,0.01,0,7,4,3,0,0,0,0,46.67,75.0,0.0,0.0,-0.25,0.0,1.88,6.5,1.88,2.25,0.38,0.38,0.25,0.12
Squish,60.1,1,3,63,503,59,78,56,60,364,11,108,522,50,214,1922,0.77,10.19,4.76,19,4,1,7.98,6.5,0.19,9,16,5,1,0,16,0,22,25.4,20.0,28.57,39.29,0.02,0.05,1.05,8.37,0.98,1.3,0.93,1.0,6.06,0.18
Stronk,29.9,0,5,27,128,22,36,47,58,387,6,54,271,65,121,862,1.61,11.11,18.52,14,11,0,4.74,8.23,0.45,1,10,5,0,0,18,2,24,37.04,0.0,38.3,51.06,0.0,0.17,0.9,4.28,0.74,1.2,1.57,1.94,12.94,0.2
Subglacious,31.2,-1,4,38,202,34,47,31,36,165,2,56,344,0,134,1076,0.77,3.57,10.53,13,5,0,5.32,5.32,0.15,2,16,5,2,0,8,3,11,42.11,40.0,25.81,35.48,-0.03,0.13,1.22,6.47,1.09,1.51,0.99,1.15,5.29,0.06
Suchit,103.1,-18,19,166,858,147,196,128,143,681,25,193,1270,40,506,3129,0.73,12.95,11.45,49,15,0,5.17,5.32,0.22,7,66,22,4,3,43,9,58,39.76,18.18,33.59,45.31,-0.17,0.18,1.61,8.32,1.43,1.9,1.24,1.39,6.61,0.24
Swully,23.3,-8,1,25,113,24,34,31,34,159,4,42,200,0,78,947,1.0,9.52,4.0,10,3,0,4.52,5.13,0.17,0,6,0,0,0,7,0,6,24.0,0.0,22.58,19.35,-0.34,0.04,1.07,4.85,1.03,1.46,1.33,1.46,6.82,0.17
T.Bomballdil,16.1,-3,3,31,168,28,38,12,13,63,2,28,227,0,88,563,0.34,7.14,9.68,10,1,0,5.42,5.25,0.11,0,8,5,3,1,4,1,6,25.81,60.0,33.33,50.0,-0.19,0.19,1.93,10.43,1.74,2.36,0.75,0.81,3.91,0.12
Taurus,8.0,-2,1,14,144,13,17,6,9,15,4,14,70,5,29,291,0.53,28.57,7.14,4,3,0,10.29,2.5,0.05,2,2,0,0,0,1,0,1,14.29,0.0,16.67,16.67,-0.25,0.12,1.75,18.0,1.62,2.12,0.75,1.12,1.88,0.5
tha king,37.6,2,6,39,359,32,46,56,60,326,12,80,336,10,132,1246,1.3,15.0,15.38,14,4,1,9.21,5.82,0.26,4,9,3,0,2,11,3,19,23.08,0.0,19.64,33.93,0.05,0.16,1.04,9.55,0.85,1.22,1.49,1.6,8.67,0.32
theThermals,6.8,-5,1,12,86,11,11,4,4,30,2,12,110,0,44,213,0.36,16.67,8.33,0,0,0,7.17,7.5,0.14,1,3,2,1,0,1,0,1,25.0,50.0,25.0,25.0,-0.74,0.15,1.76,12.65,1.62,1.62,0.59,0.59,4.41,0.29
TheYoungWolf,34.4,8,7,49,327,42,55,29,40,196,8,60,367,54,154,1243,0.73,13.33,14.29,13,11,0,6.67,6.76,0.16,4,12,7,3,0,4,2,9,24.49,42.86,13.79,31.03,0.23,0.2,1.42,9.51,1.22,1.6,0.84,1.16,5.7,0.23
timo_tay,46.7,9,7,35,276,28,48,78,96,586,15,84,432,65,183,1527,2.0,17.86,20.0,20,18,0,7.89,7.51,0.38,2,3,4,3,0,37,3,38,8.57,75.0,47.44,48.72,0.19,0.15,0.75,5.91,0.6,1.03,1.67,2.06,12.55,0.32
TOP CAT,5.9,-2,0,13,60,11,11,1,2,3,1,12,40,5,17,188,0.18,8.33,0.0,0,1,2,4.62,3.0,0.02,0,5,1,1,0,0,0,0,38.46,100.0,0.0,0.0,-0.34,0.0,2.2,10.17,1.86,1.86,0.17,0.34,0.51,0.17
Trapsin,102.8,30,14,127,869,111,144,104,136,1019,27,191,1092,65,445,3115,0.94,14.14,11.02,33,32,2,6.84,9.8,0.33,5,28,9,5,1,40,7,38,22.05,55.56,38.46,36.54,0.29,0.14,1.24,8.45,1.08,1.4,1.01,1.32,9.91,0.26
twelvefive,6.4,5,2,8,58,6,7,1,1,64,3,10,85,10,34,171,0.14,30.0,25.0,1,0,0,7.25,64.0,0.37,0,1,0,0,0,0,0,0,12.5,0.0,0.0,0.0,0.78,0.31,1.25,9.06,0.94,1.09,0.16,0.16,10.0,0.47
UNlTY,16.2,6,4,31,252,27,28,15,15,48,3,28,154,15,63,548,0.54,10.71,12.9,1,0,0,8.13,3.2,0.09,2,7,2,1,1,1,2,5,22.58,50.0,6.67,33.33,0.37,0.25,1.91,15.56,1.67,1.73,0.93,0.93,2.96,0.19
xcv,16.0,4,4,25,156,21,24,20,29,98,7,28,218,25,91,561,1.21,25.0,16.0,3,9,0,6.24,4.9,0.17,0,2,1,0,0,4,0,7,8.0,0.0,20.0,35.0,0.25,0.25,1.56,9.75,1.31,1.5,1.25,1.81,6.12,0.44
Xx360NoSwagx,42.3,17,8,36,411,28,38,88,108,526,22,77,405,50,166,1240,2.84,28.57,22.22,10,20,0,11.42,5.98,0.42,7,3,3,1,1,31,2,38,8.33,33.33,35.23,43.18,0.4,0.19,0.85,9.72,0.66,0.9,2.08,2.55,12.43,0.52
yawn,36.5,-1,1,24,221,23,34,74,98,416,11,65,251,50,108,1110,2.88,16.92,4.17,11,24,0,9.21,5.62,0.37,3,2,1,0,0,26,3,29,8.33,0.0,35.14,39.19,-0.03,0.03,0.66,6.05,0.63,0.93,2.03,2.68,11.4,0.3
yiss,23.4,8,3,40,211,35,39,26,28,124,2,42,321,10,128,660,0.72,4.76,7.5,4,2,2,5.28,4.77,0.19,2,12,3,1,0,13,3,13,30.0,33.33,50.0,50.0,0.34,0.13,1.71,9.02,1.5,1.67,1.11,1.2,5.3,0.09
