Player,Minutes,Games,Wins,Losses,Win %,Red Games,Blue Games,Red Wins,Blue Wins,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
Blue,22769.300000000025,3061,1568,1493,0.5122508983992159,0,3061,0,1568,0.0,0.5122508983992159,2443.0,26354.0,183127.0,23706.0,32155.0,23201.0,27806.0,151565.0,5066.0,40860.0,218414.0,20252.0,89374.0,737755.0,1603.0,6551.0,2418.0,977.0,203.0,6577.0,1105.0,8253.0,8449.0,4605.0,205.0,31.0,0.0013614823468442142,0.1072935926884005,1.1574356699591104,8.042715410662593,1.0411387262673852,1.4122085439605068,1.0189597396494392,1.2212057463338781,6.656550706433656,0.12398433675966716,0.12398433675966716,0.09269940047051681,0.24857706610002275,0.03707217120740684,0.28347916038101806,0.3557174259730184,0.8647488726481107,6.94873643469682,6.53269255635533,0.20544083062805402,0.858348741507204,9.259485359672883,64.34172328530074,8.329109810139082,11.297668351684054,8.151677917195514,9.769645970671025,53.252405651469246,1.7799405339645908,14.356172565691507,76.739820723518,7.115545932461684,31.401580197898014,259.21042807640083,0.563214503739684,2.3016957043035995,0.8495649844307896,0.3432692265462703,0.071324107460484,2.3108308116630703,0.3882420627775114,2.899693886065884,2.968558541544972,1.6179680534755114,0.07202680802659714,0.010891858774753713
Red,22760.000000000007,3055,1492,1563,0.488379705400982,3055,0,1492,0,0.488379705400982,0.0,2440.0,26516.0,184286.0,23870.0,32117.0,23052.0,27809.0,151807.0,5142.0,40832.0,218582.0,19739.0,89319.0,732474.0,1680.0,6661.0,2547.0,933.0,201.0,6449.0,1091.0,7988.0,8247.0,4757.0,206.0,6.0,0.00026362038664323365,0.10720562390158168,1.165026362038664,8.096924428822494,1.0487697715289979,1.4111159929701225,1.0128295254833037,1.2218365553602808,6.669903339191562,0.12593064263322884,0.12593064263322884,0.09201991250565696,0.25120681852466437,0.03518630260974506,0.27975880617733817,0.3465209092486552,0.8658654295233054,6.949992457384221,6.585415582162068,0.2072524075939897,0.8576449912126535,9.320210896309312,64.77539543057995,8.390158172231983,11.28892794376098,8.10263620386643,9.774692442882246,53.35922671353249,1.80738137082601,14.352196836555356,76.83022847100173,6.938137082601052,31.395079086115985,257.4601054481546,0.5905096660808434,2.3413005272407728,0.8952548330404215,0.32794376098418265,0.07065026362038662,2.266783831282952,0.38347978910369057,2.8077328646748674,2.8987697715289973,1.6720562390158167,0.07240773286467485,0.002108963093145869
BallsToYou.,611.9999999999999,79,43,36,0.5443037974683544,37,42,20,23,0.5405405405405406,0.5476190476190477,107.0,957.0,6394.0,846.0,1087.0,434.0,550.0,1621.0,143.0,1112.0,6817.0,495.0,2767.0,19345.0,65.0,275.0,96.0,38.0,7.0,98.0,19.0,116.0,241.0,116.0,4.0,9.0,0.01470588235294118,0.1748366013071896,1.5637254901960786,10.447712418300656,1.3823529411764708,1.7761437908496736,0.7091503267973858,0.8986928104575165,2.6486928104575167,0.12859712230215828,0.12859712230215828,0.11180773249738767,0.28735632183908044,0.03970741901776385,0.22580645161290322,0.2672811059907834,0.5059797608095676,6.681295715778474,3.7350230414746544,0.08379426208322564,1.3986928104575167,12.50980392156863,83.58169934640524,11.058823529411766,14.209150326797388,5.673202614379086,7.189542483660132,21.189542483660134,1.8692810457516342,14.535947712418304,89.11111111111113,6.470588235294119,36.16993464052288,252.8758169934641,0.8496732026143793,3.594771241830066,1.254901960784314,0.4967320261437909,0.09150326797385623,1.2810457516339873,0.24836601307189546,1.5163398692810461,3.1503267973856217,1.5163398692810461,0.052287581699346414,0.11764705882352944
bubblez,601.1999999999999,81,39,42,0.48148148148148145,34,47,12,27,0.35294117647058826,0.574468085106383,77.0,752.0,5014.0,669.0,822.0,510.0,666.0,3755.0,151.0,1076.0,6216.0,469.0,2519.0,18759.0,41.0,183.0,56.0,19.0,3.0,168.0,25.0,196.0,153.0,156.0,6.0,-4.0,-0.006653359946773121,0.1280771789753826,1.2508316699933468,8.339986693280107,1.1127744510978046,1.3672654690618764,0.848303393213573,1.1077844311377247,6.245841650033268,0.14033457249070633,0.14033457249070633,0.1023936170212766,0.24335106382978725,0.02526595744680851,0.32941176470588235,0.3843137254901961,0.8102189781021898,6.667553191489362,7.362745098039215,0.2001705847859694,1.0246174318030608,10.006653359946775,66.71989354624085,8.902195608782437,10.938123752495011,6.786427145708584,8.862275449101798,49.96673320026614,2.0093147039254826,14.318030605455757,82.71457085828344,6.2408516300731876,33.51962741184298,249.62075848303397,0.545575515635396,2.4351297405189625,0.7451763140385895,0.2528276779773786,0.03992015968063873,2.235528942115769,0.33266799733865604,2.6081170991350633,2.035928143712575,2.075848303393214,0.07984031936127746,-0.05322687957418497
LogisticMap,427.3,54,24,30,0.4444444444444444,25,29,10,14,0.4,0.4827586206896552,46.0,442.0,3051.0,391.0,522.0,397.0,472.0,3548.0,70.0,768.0,4043.0,245.0,1621.0,12931.0,29.0,109.0,43.0,16.0,4.0,106.0,16.0,134.0,131.0,75.0,5.0,-6.0,-0.01404165691551603,0.10765270301895623,1.0344020594430143,7.140182541539901,0.9150479756611279,1.2216241516498947,0.929089632576644,1.1046103440205943,8.303299789375146,0.09114583333333333,0.09114583333333333,0.10407239819004525,0.24660633484162897,0.03619909502262444,0.26700251889168763,0.33753148614609574,0.9042145593869731,6.902714932126697,8.937027707808564,0.27437939834506225,0.8612216241516498,8.275216475544115,57.12146033231921,7.3203838052890235,9.772993213199157,7.432717060613152,8.836882752164755,66.42639831500117,1.310554645448163,14.378656681488415,75.69389187924175,4.58694125906857,30.348701146735316,242.09688743271707,0.5429440673999532,2.0407208050549963,0.8050549964895858,0.29955534753100865,0.07488883688275216,1.9845541773929323,0.29955534753100865,2.5087760355721973,2.4526094079101335,1.404165691551603,0.0936110461034402,-0.11233325532412824
Ceremony,398.1,53,20,33,0.37735849056603776,29,24,12,8,0.41379310344827586,0.3333333333333333,62.0,598.0,3873.0,535.0,623.0,254.0,321.0,1548.0,74.0,712.0,4186.0,185.0,1677.0,12429.0,28.0,143.0,36.0,12.0,8.0,70.0,17.0,98.0,88.0,67.0,1.0,-48.0,-0.12057272042200451,0.1557397638784225,1.5021351419241395,9.72871137905049,1.3438834463702587,1.5649334338106002,0.6380306455664405,0.8063300678221552,3.8884702336096457,0.10393258426966293,0.10393258426966293,0.10367892976588629,0.2391304347826087,0.020066889632107024,0.2755905511811024,0.3858267716535433,0.5152487961476726,6.476588628762542,6.094488188976378,0.12454742939898625,1.24591811102738,12.017081135393116,77.82969103240391,10.75106757096207,12.519467470484802,5.104245164531524,6.450640542577242,31.107761868877166,1.487063551871389,14.307962823411202,84.11956794775182,3.7176588796784724,33.70007535795026,249.76639035418236,0.5626726953026877,2.8736498367244407,0.723436322532027,0.24114544084400902,0.16076362722933935,1.4066817382567194,0.3416227078623461,1.969354433559407,1.7683998995227328,1.3463953780457172,0.020095453403667418,-0.9645817633760361
metalhead,396.99999999999994,53,26,27,0.49056603773584906,28,25,11,15,0.39285714285714285,0.6,41.0,494.0,2577.0,449.0,629.0,387.0,455.0,2875.0,74.0,711.0,3747.0,390.0,1542.0,14381.0,10.0,144.0,48.0,25.0,6.0,102.0,23.0,131.0,180.0,68.0,4.0,11.0,0.02770780856423174,0.10327455919395467,1.2443324937027709,6.4911838790931995,1.1309823677581865,1.5843828715365242,0.9748110831234258,1.1460957178841311,7.241813602015115,0.10407876230661041,0.10407876230661041,0.08299595141700405,0.291497975708502,0.05060728744939271,0.26356589147286824,0.3385012919896641,0.7233704292527822,5.216599190283401,7.428940568475452,0.19991655656769347,0.8261964735516374,9.954659949622167,51.929471032745596,9.047858942065492,12.675062972292194,7.798488664987406,9.168765743073049,57.93450881612092,1.4911838790931993,14.327455919395469,75.50629722921916,7.858942065491185,31.07304785894207,289.79345088161216,0.2015113350125945,2.9017632241813605,0.9672544080604535,0.5037783375314863,0.12090680100755669,2.055415617128464,0.46347607052896733,2.639798488664988,3.6272040302267006,1.3702770780856426,0.0806045340050378,0.22166246851385393
Toidi,370.40000000000003,51,29,22,0.5686274509803921,20,31,13,16,0.65,0.5161290322580645,22.0,263.0,1552.0,239.0,410.0,533.0,592.0,4691.0,71.0,669.0,2903.0,225.0,1165.0,10869.0,6.0,70.0,21.0,8.0,2.0,199.0,17.0,250.0,171.0,59.0,2.0,-6.0,-0.016198704103671704,0.059395248380129585,0.7100431965442764,4.190064794816414,0.6452483801295896,1.1069114470842332,1.4389848812095032,1.5982721382289415,12.664686825053995,0.10612855007473841,0.10612855007473841,0.08365019011406843,0.2661596958174905,0.030418250950570342,0.37335834896810505,0.46904315196998125,1.4439024390243902,5.901140684410646,8.801125703564727,0.4315944429110314,0.4751619870410367,5.680345572354211,33.52051835853131,5.161987041036717,8.855291576673865,11.511879049676025,12.786177105831532,101.31749460043196,1.5334773218142548,14.449244060475161,62.69978401727861,4.859611231101511,25.161987041036713,234.75161987041034,0.12958963282937364,1.5118790496760257,0.4535637149028077,0.17278617710583152,0.04319654427645788,4.298056155507559,0.36717062634989195,5.399568034557235,3.6933045356371488,1.2742980561555075,0.04319654427645788,-0.12958963282937364
Helen Keller,357.50000000000006,48,25,23,0.5208333333333334,20,28,8,17,0.4,0.6071428571428571,38.0,339.0,2466.0,300.0,441.0,459.0,552.0,2116.0,81.0,640.0,2950.0,553.0,1250.0,10624.0,22.0,79.0,25.0,9.0,3.0,99.0,29.0,139.0,141.0,93.0,1.0,2.0,0.0055944055944055935,0.10629370629370628,0.9482517482517481,6.897902097902096,0.8391608391608391,1.2335664335664334,1.2839160839160837,1.5440559440559438,5.918881118881118,0.1265625,0.1265625,0.11209439528023599,0.23303834808259588,0.02654867256637168,0.21568627450980393,0.3028322440087146,1.251700680272109,7.274336283185841,4.610021786492375,0.19917168674698796,0.8503496503496503,7.586013986013985,55.18321678321677,6.7132867132867124,9.868531468531467,10.27132867132867,12.35244755244755,47.351048951048945,1.8125874125874124,14.32167832167832,66.013986013986,12.374825174825173,27.972027972027966,237.7398601398601,0.4923076923076922,1.7678321678321676,0.5594405594405594,0.20139860139860136,0.06713286713286712,2.215384615384615,0.6489510489510488,3.11048951048951,3.155244755244755,2.081118881118881,0.022377622377622374,0.04475524475524475
knight_,348.59999999999997,46,23,23,0.5,19,27,9,14,0.47368421052631576,0.5185185185185185,30.0,361.0,2381.0,330.0,479.0,309.0,366.0,1755.0,71.0,627.0,3310.0,308.0,1349.0,11005.0,19.0,75.0,28.0,11.0,5.0,80.0,14.0,92.0,149.0,57.0,1.0,-15.0,-0.04302925989672978,0.08605851979345956,1.0355708548479634,6.830177854274241,0.9466437177280552,1.3740676993689043,0.8864027538726335,1.0499139414802066,5.034423407917385,0.11323763955342903,0.11323763955342903,0.08310249307479224,0.2077562326869806,0.030470914127423823,0.2588996763754045,0.2977346278317152,0.7640918580375783,6.595567867036011,5.679611650485437,0.15947296683325762,0.6884681583476765,8.284566838783707,54.641422834193925,7.573149741824442,10.992541594951234,7.091222030981068,8.399311531841652,40.27538726333908,1.6293746414228343,14.388984509466438,75.9609868043603,7.068273092369479,30.958118187033854,252.55306942053932,0.4360298336201951,1.7211703958691913,0.6425702811244981,0.2524383247274814,0.11474469305794609,1.8359150889271374,0.32128514056224905,2.111302352266208,3.4193918531267933,1.3080895008605853,0.022948938611589215,-0.34423407917383825
