Player,Minutes,Games,Wins,Losses,Win %,Red Games,Blue Games,Red Wins,Blue Wins,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
Red,6893.600000000004,941,526,415,0.5589798087141339,941,0,526,0,0.5589798087141339,0.0,742.0,7776.0,56198.0,6967.0,8946.0,6847.0,8147.0,45381.0,1584.0,12296.0,61549.0,12164.0,26459.0,219420.0,533.0,2223.0,772.0,310.0,68.0,2164.0,313.0,2631.0,1979.0,1300.0,67.0,302.0,0.04380875014506206,0.10763606823720547,1.1280027851920615,8.152199141232442,1.0106475571544615,1.2977254264825338,0.9932401067656952,1.1818208193106643,6.583062550771727,0.12882238126219908,0.12882238126219908,0.09542181069958848,0.28587962962962965,0.03986625514403292,0.3160508251789105,0.3842558784869286,0.910686340263805,7.2271090534979425,6.627866218781948,0.20682253213016133,0.8610885458976437,9.024022281536492,65.21759312985954,8.085180457235692,10.38180341186027,7.9459208541255615,9.454566554485314,52.664500406173815,1.83822676105373,14.269467332018095,71.4274109318788,14.116281768596952,30.705581989091314,254.63618428687462,0.6185447371474988,2.579784147615178,0.8959034466751764,0.3597539747011719,0.07891377509574093,2.5113148427526966,0.36323546477892515,3.0532667981896235,2.2966229546245778,1.508645700359753,0.0777532784031565,0.3504700011604965
Blue,6885.700000000007,943,415,528,0.440084835630965,0,943,0,415,0.0,0.440084835630965,668.0,7781.0,54857.0,7053.0,9097.0,6759.0,7942.0,42992.0,1490.0,12296.0,61445.0,12893.0,26601.0,224792.0,494.0,2189.0,742.0,288.0,58.0,2192.0,257.0,2590.0,2044.0,1183.0,60.0,-285.0,-0.04139012736540943,0.09701264940383683,1.1300230913342133,7.966800760997422,1.0242967309060798,1.3211438198004546,0.9815995468870258,1.1534048825827428,6.243664405942744,0.1211776187378009,0.1211776187378009,0.08585014779591311,0.2813263076725357,0.037013237373088294,0.3243083296345613,0.383192779997041,0.8730350665054414,7.050122092276057,6.360704246190265,0.19125235773515073,0.7761011952306947,9.040184730673706,63.73440608797937,8.194373847248638,10.569150558403637,7.852796375096206,9.227239060661942,49.94931524754195,1.7311239234936153,14.285838767300332,71.38852985172161,14.979450164834352,30.905790260975614,261.1696704764945,0.5739430994670107,2.54324179095807,0.862076477337089,0.33460650333299413,0.06738603192122798,2.5467272753677888,0.2985898310992343,3.0091348737238013,2.374776711155,1.3744426855657363,0.06970968819437377,-0.33112101892327545
Toidi,158.3,22,9,13,0.4090909090909091,12,10,5,4,0.4166666666666667,0.4,5.0,115.0,638.0,108.0,162.0,251.0,275.0,2111.0,38.0,280.0,1078.0,180.0,454.0,4154.0,3.0,39.0,15.0,7.0,1.0,125.0,8.0,151.0,54.0,24.0,2.0,-2.0,-0.012634238787113075,0.03158559696778269,0.7264687302590018,4.030322173089071,0.6822488945041061,1.023373341756159,1.5855969677826909,1.7372078332280478,13.335439039797851,0.1357142857142857,0.1357142857142857,0.043478260869565216,0.3391304347826087,0.06086956521739131,0.49800796812749004,0.601593625498008,1.6975308641975309,5.547826086956522,8.410358565737052,0.5081848820414059,0.2526847757422615,5.811749842072015,32.24257738471257,5.457991156032849,8.186986734049272,12.684775742261527,13.897662665824383,106.68351231838281,1.9204042956411875,14.150347441566645,54.47883765003158,9.096651926721414,22.943777637397346,209.93051168667085,0.1516108654453569,1.9709412507896398,0.7580543272267846,0.3537586860391661,0.0505369551484523,6.3171193935565375,0.4042956411876184,7.631080227416297,2.7289955780164243,1.2128869235628552,0.1010739102969046,-0.1010739102969046
LogisticMap,155.49999999999997,19,14,5,0.7368421052631579,6,13,5,9,0.8333333333333334,0.6923076923076923,18.0,148.0,944.0,129.0,154.0,168.0,191.0,1186.0,24.0,281.0,1422.0,264.0,605.0,4920.0,8.0,43.0,15.0,7.0,0.0,58.0,6.0,71.0,25.0,23.0,1.0,17.0,0.10932475884244375,0.11575562700964633,0.9517684887459809,6.07073954983923,0.829581993569132,0.9903536977491963,1.0803858520900325,1.2282958199356915,7.627009646302252,0.08540925266903915,0.08540925266903915,0.12162162162162163,0.2905405405405405,0.0472972972972973,0.34523809523809523,0.4226190476190476,1.2402597402597402,6.378378378378378,7.059523809523809,0.2410569105691057,0.9260450160771706,7.614147909967847,48.56591639871384,6.636655948553056,7.922829581993571,8.64308681672026,9.826366559485532,61.016077170418015,1.2347266881028942,14.456591639871386,73.15755627009648,13.581993569131836,31.125401929260455,253.1189710610933,0.4115755627009647,2.2122186495176854,0.7717041800643089,0.3601286173633441,0.0,2.983922829581994,0.30868167202572355,3.652733118971062,1.2861736334405147,1.1832797427652735,0.051446945337620585,0.87459807073955
knight_,153.00000000000003,20,11,9,0.55,8,12,4,7,0.5,0.5833333333333334,17.0,165.0,1232.0,147.0,197.0,117.0,153.0,667.0,27.0,272.0,1391.0,275.0,603.0,4720.0,12.0,46.0,16.0,7.0,0.0,18.0,8.0,27.0,50.0,36.0,1.0,4.0,0.026143790849673196,0.11111111111111109,1.0784313725490193,8.052287581699344,0.96078431372549,1.287581699346405,0.764705882352941,0.9999999999999998,4.359477124183006,0.09926470588235294,0.09926470588235294,0.10303030303030303,0.2787878787878788,0.04242424242424243,0.15384615384615385,0.23076923076923078,0.7766497461928934,7.466666666666667,5.700854700854701,0.1413135593220339,0.8888888888888887,8.627450980392155,64.41830065359476,7.68627450980392,10.30065359477124,6.117647058823528,7.999999999999998,34.87581699346405,1.4117647058823526,14.22222222222222,72.73202614379083,14.379084967320258,31.529411764705877,246.79738562091498,0.6274509803921567,2.405228758169934,0.8366013071895423,0.36601307189542476,0.0,0.9411764705882352,0.41830065359477114,1.4117647058823526,2.61437908496732,1.8823529411764703,0.05228758169934639,0.20915032679738557
xcv,148.2,21,10,11,0.47619047619047616,10,11,5,5,0.5,0.45454545454545453,19.0,150.0,1063.0,128.0,173.0,141.0,168.0,878.0,45.0,265.0,1316.0,198.0,555.0,4583.0,6.0,29.0,14.0,3.0,0.0,49.0,5.0,56.0,45.0,27.0,3.0,7.0,0.04723346828609987,0.12820512820512822,1.0121457489878543,7.1727395411605945,0.863697705802969,1.1673414304993253,0.9514170040485831,1.1336032388663968,5.92442645074224,0.16981132075471697,0.16981132075471697,0.12666666666666668,0.19333333333333333,0.02,0.3475177304964539,0.3971631205673759,0.9710982658959537,7.086666666666667,6.226950354609929,0.19157756927776565,1.0256410256410258,8.097165991902834,57.381916329284756,6.909581646423752,9.338731443994602,7.611336032388665,9.068825910931174,47.39541160593792,2.4291497975708505,14.304993252361674,71.0391363022942,10.688259109311742,29.95951417004049,247.39541160593794,0.32388663967611336,1.5654520917678814,0.7557354925775979,0.16194331983805668,0.0,2.6450742240215925,0.2699055330634278,3.0229419703103915,2.4291497975708505,1.4574898785425103,0.16194331983805668,0.37786774628879893
LiddiLidd,146.3,19,8,11,0.42105263157894735,6,13,2,6,0.3333333333333333,0.46153846153846156,13.0,142.0,1025.0,129.0,172.0,128.0,148.0,1500.0,36.0,266.0,1286.0,362.0,573.0,4520.0,8.0,40.0,10.0,4.0,0.0,47.0,5.0,63.0,43.0,20.0,0.0,2.0,0.01367053998632946,0.08885850991114148,0.9706083390293916,7.006151742993848,0.8817498291182501,1.1756664388243334,0.8749145591250854,1.0116199589883799,10.252904989747094,0.13533834586466165,0.13533834586466165,0.09154929577464789,0.28169014084507044,0.028169014084507043,0.3671875,0.4921875,0.8604651162790697,7.21830985915493,11.71875,0.33185840707964603,0.7108680792891319,7.764866712235133,56.04921394395078,7.0539986329460005,9.405331510594667,6.999316473000683,8.092959671907039,82.02323991797675,1.9685577580314422,14.545454545454545,70.32125768967873,19.794941900205057,31.33287764866712,247.16336295283662,0.4374572795625427,2.1872863978127133,0.5468215994531783,0.21872863978127136,0.0,2.5700615174299384,0.27341079972658916,3.4449760765550237,2.351332877648667,1.0936431989063566,0.0,0.10936431989063568
bubblez,130.4,17,8,9,0.47058823529411764,6,11,4,4,0.6666666666666666,0.36363636363636365,14.0,143.0,1101.0,129.0,153.0,123.0,151.0,981.0,38.0,236.0,1046.0,213.0,452.0,3890.0,13.0,42.0,11.0,5.0,1.0,55.0,4.0,55.0,24.0,28.0,0.0,-5.0,-0.03834355828220859,0.10736196319018404,1.0966257668711656,8.44325153374233,0.9892638036809815,1.1733128834355828,0.9432515337423313,1.1579754601226993,7.523006134969325,0.16101694915254236,0.16101694915254236,0.0979020979020979,0.2937062937062937,0.03496503496503497,0.44715447154471544,0.44715447154471544,0.9869281045751634,7.699300699300699,7.975609756097561,0.25218508997429306,0.8588957055214723,8.773006134969325,67.54601226993864,7.914110429447852,9.386503067484663,7.54601226993865,9.263803680981594,60.1840490797546,2.331288343558282,14.478527607361963,64.1717791411043,13.067484662576687,27.73006134969325,238.65030674846625,0.7975460122699386,2.576687116564417,0.6748466257668712,0.3067484662576687,0.06134969325153374,3.374233128834356,0.24539877300613497,3.374233128834356,1.4723926380368098,1.7177914110429446,0.0,-0.3067484662576687
metalhead,128.0,22,8,14,0.36363636363636365,14,8,6,2,0.42857142857142855,0.25,5.0,144.0,696.0,137.0,169.0,138.0,157.0,1120.0,35.0,224.0,1204.0,357.0,543.0,4602.0,2.0,48.0,21.0,11.0,2.0,44.0,7.0,53.0,32.0,19.0,2.0,-16.0,-0.125,0.0390625,1.125,5.4375,1.0703125,1.3203125,1.078125,1.2265625,8.75,0.15625,0.15625,0.034722222222222224,0.3333333333333333,0.0763888888888889,0.3188405797101449,0.38405797101449274,0.9289940828402367,4.833333333333333,8.115942028985508,0.24337244676227726,0.3125,9.0,43.5,8.5625,10.5625,8.625,9.8125,70.0,2.1875,14.0,75.25,22.3125,33.9375,287.625,0.125,3.0,1.3125,0.6875,0.125,2.75,0.4375,3.3125,2.0,1.1875,0.125,-1.0
Anti_Social,122.60000000000001,16,10,6,0.625,6,10,4,6,0.6666666666666666,0.6,7.0,96.0,590.0,88.0,125.0,158.0,179.0,1623.0,20.0,222.0,987.0,255.0,437.0,3334.0,7.0,38.0,11.0,5.0,1.0,75.0,4.0,83.0,37.0,21.0,1.0,10.0,0.08156606851549755,0.057096247960848286,0.7830342577487764,4.8123980424143555,0.7177814029363784,1.0195758564437194,1.2887438825448612,1.4600326264274062,13.238172920065251,0.09009009009009009,0.09009009009009009,0.07291666666666667,0.3958333333333333,0.052083333333333336,0.47468354430379744,0.5253164556962026,1.432,6.145833333333333,10.272151898734178,0.48680263947210556,0.4567699836867863,6.2642740619902115,38.499184339314844,5.742251223491027,8.156606851549755,10.30995106035889,11.68026101141925,105.90538336052201,1.3050570962479608,14.486133768352364,64.40456769983686,16.6394779771615,28.515497553017944,217.55301794453507,0.4567699836867863,2.4796084828711256,0.7177814029363784,0.3262642740619902,0.06525285481239804,4.893964110929853,0.26101141924959215,5.415986949429037,2.4143556280587273,1.3703099510603587,0.06525285481239804,0.6525285481239804
