Player,Minutes,Games,Wins,Losses,Win %,Red Games,Blue Games,Red Wins,Blue Wins,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
Red,26001.200000000004,3647,1744,1903,0.4782012613106663,3647,0,1744,0,0.4782012613106663,0.0,3268.0,36810.0,225658.0,33287.0,40602.0,32493.0,39498.0,188788.0,5801.0,46684.0,324720.0,44950.0,136158.0,886094.0,1460.0,9829.0,4486.0,1650.0,363.0,9781.0,1607.0,11618.0,7315.0,7005.0,255.0,-411.0,-0.015806962755565125,0.12568650677661028,1.4157038905896648,8.67875328830977,1.280210144147193,1.5615433133855359,1.2496730920111376,1.5190837345968644,7.260741811916372,0.12426098877559763,0.12426098877559763,0.08878022276555284,0.2670198315675088,0.04482477587612062,0.30101868094666545,0.35755393469362634,0.9728092212206295,6.130345014941592,5.810112947404056,0.21305640259385572,1.0054920542128822,11.325631124717319,69.43002630647815,10.241681153177543,12.492346507084287,9.997384736089101,12.152669876774915,58.085934495330974,1.7848406996600155,14.363644754857466,99.90923495838652,13.830130917034596,41.89283571527467,272.63172468962966,0.44921003645985563,3.024168115317754,1.380243988738981,0.5076688768210698,0.11168715290063534,3.0093995661738684,0.49443871821300545,3.5746042490346595,2.2506653539067423,2.1552851406858142,0.0784579173268926,-0.126455702044521
Blue,26000.199999999997,3648,1904,1744,0.5219298245614035,0,3648,0,1904,0.0,0.5219298245614035,3379.0,36376.0,221525.0,32759.0,40480.0,33002.0,39686.0,180800.0,5870.0,46700.0,319050.0,43976.0,133771.0,902936.0,1499.0,9855.0,4284.0,1622.0,367.0,9749.0,1742.0,12367.0,7721.0,6684.0,238.0,480.0,0.018461396450796533,0.12996053876508643,1.3990661610295307,8.52012676825563,1.2599518465242576,1.556911100683841,1.2692979284774735,1.526372874054815,6.9537926631333615,0.12569593147751607,0.12569593147751607,0.09289091708819001,0.2709203870683967,0.04458983945458544,0.295406339009757,0.3747348645536634,0.9803853754940711,6.089866945238619,5.478455851160536,0.2002356756182055,1.0396843101206914,11.192529288236246,68.16101414604503,10.079614772194061,12.455288805470728,10.154383427819788,12.21098299243852,55.63034130506689,1.8061399527695943,14.369120237536636,98.16847562711057,13.530972838670474,41.15999107699172,277.82432442827366,0.46122722132906674,3.0322843670433306,1.3181437065868726,0.49907308405319967,0.11292220829070547,2.99966923331359,0.5359958769547927,3.805201498450012,2.3756740332766673,2.056599564618734,0.07323020592149292,0.14769117160637227
BallsToYou.,648.7999999999996,90,38,52,0.4222222222222222,49,41,17,21,0.3469387755102041,0.5121951219512195,111.0,1208.0,7321.0,1095.0,1323.0,585.0,699.0,2024.0,131.0,1175.0,9062.0,800.0,3714.0,21610.0,56.0,366.0,158.0,62.0,6.0,141.0,38.0,205.0,228.0,114.0,2.0,-26.0,-0.040073982737361305,0.17108508014796558,1.8618988902589406,11.283908754623928,1.687731196054255,2.0391491985203465,0.9016646115906294,1.077373612823675,3.1196054254007417,0.11148936170212766,0.11148936170212766,0.09188741721854304,0.3029801324503311,0.05132450331125828,0.24102564102564103,0.3504273504273504,0.528344671201814,6.060430463576159,3.45982905982906,0.09366034243405831,1.3686806411837247,14.895191122071525,90.27127003699142,13.50184956843404,16.313193588162772,7.213316892725035,8.6189889025894,24.956843403205934,1.6152897657213328,14.488286066584472,111.7385943279902,9.864364981504322,45.795314426633816,266.4611590628855,0.6905055487053025,4.512946979038227,1.9482120838471035,0.7644882860665849,0.07398273736128241,1.7385943279901366,0.46855733662145527,2.5277435265104824,2.8113440197287316,1.4056720098643658,0.024660912453760803,-0.32059186189889044
metalhead,570.9000000000001,83,32,51,0.3855421686746988,38,45,14,18,0.3684210526315789,0.4,55.0,871.0,3854.0,813.0,1014.0,674.0,857.0,4034.0,141.0,1019.0,7204.0,1822.0,3181.0,21523.0,9.0,317.0,141.0,57.0,7.0,192.0,25.0,236.0,201.0,183.0,3.0,-76.0,-0.1331231389034857,0.09633911368015413,1.5256612366438953,6.750744438605709,1.424067262217551,1.7761429322122961,1.1805920476440706,1.5011385531616743,7.0660360833771225,0.13837095191364082,0.13837095191364082,0.06314580941446613,0.3639494833524684,0.06544202066590127,0.28486646884273,0.35014836795252224,0.8451676528599605,4.424799081515499,5.985163204747774,0.18742740324304233,0.770712909441233,12.205289893151162,54.00595550884567,11.392538097740408,14.209143457698369,9.444736381152564,12.009108425293395,56.52828866701698,1.9758276405675246,14.279208267647572,100.94937817481168,25.531616745489575,44.57523208968295,301.60098090733925,0.1261166579085654,4.44210895077947,1.9758276405675246,0.7987388334209142,0.0980907339288842,2.6904887020493953,0.350324049746015,3.3070590296023816,2.816605359957961,2.5643720441408298,0.0420388859695218,-1.0649851112278856
Russ,525.5999999999998,73,35,38,0.4794520547945205,37,36,16,19,0.43243243243243246,0.5277777777777778,61.0,562.0,3729.0,496.0,645.0,850.0,1045.0,5170.0,181.0,945.0,5947.0,1188.0,2563.0,17357.0,31.0,147.0,71.0,26.0,5.0,265.0,40.0,356.0,149.0,195.0,5.0,9.0,0.017123287671232883,0.11605783866057844,1.0692541856925424,7.094748858447491,0.9436834094368345,1.22716894977169,1.6171993911719946,1.9882039573820403,9.836377473363779,0.19153439153439153,0.19153439153439153,0.10854092526690391,0.2615658362989324,0.046263345195729534,0.31176470588235294,0.4188235294117647,1.62015503875969,6.635231316725979,6.08235294117647,0.2978625338480152,0.9284627092846275,8.554033485540339,56.75799086757993,7.549467275494676,9.81735159817352,12.937595129375957,15.905631659056322,78.69101978691023,2.7549467275494686,14.383561643835622,90.51750380517507,18.082191780821926,39.01065449010656,264.185692541857,0.47184170471841724,2.23744292237443,1.0806697108066976,0.3957382039573822,0.07610350076103503,4.033485540334857,0.6088280060882802,5.4185692541856945,2.267884322678844,2.9680365296803664,0.07610350076103503,0.13698630136986306
bubblez,517.2,73,34,39,0.4657534246575342,35,38,13,21,0.37142857142857144,0.5526315789473685,66.0,713.0,4563.0,642.0,726.0,547.0,686.0,3864.0,112.0,923.0,6563.0,865.0,2745.0,17006.0,35.0,193.0,87.0,34.0,7.0,205.0,28.0,242.0,84.0,139.0,5.0,-11.0,-0.021268368136117554,0.12761020881670532,1.3785769528228924,8.822505800464036,1.2412993039443154,1.4037122969837585,1.0576179427687546,1.3263727764887856,7.470997679814385,0.12134344528710726,0.12134344528710726,0.09256661991584852,0.270687237026648,0.047685834502103785,0.37477148080438755,0.4424131627056673,0.9449035812672176,6.399719495091164,7.063985374771481,0.22721392449723626,1.0208816705336425,11.028615622583139,70.58004640371229,9.930394431554523,11.229698375870068,8.460943542150037,10.610982211910285,59.76798143851508,1.7324052590873935,14.276875483372002,101.51585460170146,13.379737045630316,42.45939675174014,263.0471771075019,0.5413766434648105,2.985305491105955,1.3457076566125288,0.5259087393658158,0.1082753286929621,3.1709203402938897,0.4331013147718484,3.7432327919566895,1.2993039443155452,2.150038669760247,0.07733952049497292,-0.17014694508894043
Toidi,479.4,65,36,29,0.5538461538461539,30,35,15,21,0.5,0.6,40.0,418.0,2161.0,376.0,571.0,766.0,901.0,6230.0,121.0,865.0,5022.0,729.0,2102.0,15320.0,11.0,114.0,60.0,20.0,3.0,265.0,56.0,340.0,195.0,135.0,2.0,5.0,0.010429703796412183,0.08343763037129746,0.8719232373800585,4.507717980809345,0.7843137254901961,1.1910721735502712,1.5978306216103464,1.8794326241134753,12.995410930329578,0.13988439306358383,0.13988439306358383,0.09569377990430622,0.2727272727272727,0.04784688995215311,0.34595300261096606,0.44386422976501305,1.5779334500875657,5.169856459330144,8.133159268929504,0.4066579634464752,0.6675010429703797,6.975385899040468,36.06174384647476,6.2745098039215685,9.52857738840217,12.782644972882771,15.035460992907803,103.96328744263663,2.0191906549853984,14.434710054234461,83.80475594493117,12.165206508135169,35.077179808093454,255.65289945765542,0.18356278681685442,1.902377972465582,1.0012515644555695,0.33375052148518985,0.05006257822277847,4.422194409678766,0.9345014601585315,5.673758865248227,3.254067584480601,2.2528160200250316,0.033375052148518984,0.08343763037129746
KING KRULE,448.49999999999994,65,38,27,0.5846153846153846,27,38,18,20,0.6666666666666666,0.5263157894736842,84.0,666.0,4014.0,573.0,685.0,581.0,770.0,2984.0,136.0,805.0,5651.0,760.0,2370.0,14138.0,27.0,176.0,64.0,26.0,11.0,194.0,33.0,259.0,112.0,189.0,9.0,45.0,0.10033444816053513,0.18729096989966557,1.4849498327759199,8.949832775919733,1.2775919732441474,1.5273132664437015,1.2954292084726868,1.7168338907469345,6.653288740245263,0.168944099378882,0.168944099378882,0.12612612612612611,0.26426426426426425,0.03903903903903904,0.33390705679862304,0.4457831325301205,1.1240875912408759,6.027027027027027,5.135972461273666,0.2110623850615363,1.4983277591973245,11.879598662207359,71.59866220735786,10.22073578595318,12.218506131549612,10.363433667781495,13.734671125975476,53.226309921962105,2.425863991081383,14.358974358974361,100.79821627647716,13.556298773690079,42.2742474916388,252.18283166109256,0.48160535117056863,3.1393534002229657,1.141583054626533,0.46376811594202905,0.19620958751393536,3.4604236343366783,0.5886287625418061,4.619843924191751,1.9977703455964329,3.3712374581939804,0.16053511705685622,0.8026755852842811
LogisticMap,444.5,60,24,36,0.4,29,31,12,12,0.41379310344827586,0.3870967741935484,51.0,573.0,3222.0,521.0,634.0,552.0,615.0,3568.0,68.0,800.0,5538.0,711.0,2306.0,14897.0,20.0,170.0,64.0,18.0,3.0,144.0,23.0,179.0,113.0,63.0,1.0,-22.0,-0.049493813273340834,0.11473565804274466,1.2890888638920135,7.24859392575928,1.172103487064117,1.4263217097862768,1.2418447694038246,1.3835770528683915,8.026996625421821,0.085,0.085,0.08900523560209424,0.29668411867364747,0.031413612565445025,0.2608695652173913,0.3242753623188406,0.9700315457413249,5.62303664921466,6.463768115942029,0.2395113110022152,0.9178852643419573,10.312710911136108,57.98875140607424,9.376827896512935,11.410573678290215,9.934758155230597,11.068616422947132,64.21597300337457,1.2238470191226096,14.398200224971879,99.67154105736783,12.796400449943757,41.50281214848144,268.11248593925757,0.35995500562429694,3.0596175478065244,1.1518560179977504,0.32395950506186727,0.05399325084364454,2.591676040494938,0.41394825646794153,3.2215973003374576,2.0337457817772777,1.1338582677165354,0.01799775028121485,-0.39595050618672667
Ceremony,435.3,60,31,29,0.5166666666666667,31,29,13,18,0.41935483870967744,0.6206896551724138,95.0,814.0,5234.0,715.0,799.0,369.0,430.0,1656.0,66.0,773.0,5525.0,546.0,2275.0,14838.0,32.0,190.0,72.0,28.0,13.0,115.0,20.0,138.0,84.0,61.0,4.0,21.0,0.048242591316333565,0.21824029405008039,1.8699747300712153,12.02389156903285,1.6425453710084998,1.8355157362738341,0.8476912474155754,0.9878244888582587,3.804272915230875,0.08538163001293661,0.08538163001293661,0.1167076167076167,0.2334152334152334,0.0343980343980344,0.3116531165311653,0.37398373983739835,0.5381727158948686,6.42997542997543,4.487804878048781,0.11160533764658309,1.745922352400643,14.959797840569722,96.1911325522628,13.140362968067999,14.684125890190673,6.7815299793246036,7.9025959108660695,30.434183321847,1.2129565816678152,14.206294509533654,101.53916838961635,10.034458993797381,41.81024580748909,272.6946933149552,0.5881001608086377,3.491844704801286,1.3232253618194347,0.514587640707558,0.23891569032850907,2.1134849529060418,0.3675626005053986,2.53618194348725,1.543762922122674,1.1210659315414657,0.07351252010107971,0.3859407305306685
