Player,Minutes,Games,Wins,Losses,Win %,Red Games,Blue Games,Red Wins,Blue Wins,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
Blue,6306.199999999991,808,396,412,0.4900990099009901,0,808,0,396,0.0,0.4900990099009901,600.0,6697.0,47654.0,6037.0,9484.0,5336.0,6501.0,32642.0,2058.0,16736.0,46584.0,0.0,18202.0,191516.0,467.0,1867.0,601.0,243.0,54.0,1774.0,194.0,2027.0,3447.0,1165.0,60.0,-70.0,-0.011100187117439996,0.09514446100662853,1.0619707589356522,7.556690241349794,0.9573118518283608,1.5039167803114417,0.8461514065522832,1.0308902350068203,5.176175826963948,0.12296845124282983,0.12296845124282983,0.08959235478572496,0.2787815439749141,0.03628490368821861,0.33245877061469264,0.37987256371814093,0.6854702657106706,7.1157234582648945,6.117316341829086,0.17044006767058628,0.7611556880530282,8.495766071485217,60.45352193079835,7.658494814626886,12.031334242491534,6.769211252418265,8.247121880054562,41.40940661571158,2.610764010021887,21.231169325425803,59.096127620437116,0.0,23.090926389902034,242.95582125527295,0.5924328438679404,2.3684627826583395,0.76242428086645,0.30826805366147647,0.06850401192477255,2.2504836510101205,0.24610700580381248,2.571437632805814,4.372839427864648,1.4779106276362965,0.07611556880530283,-0.08880149693951997
Red,6304.29999999999,808,412,396,0.5099009900990099,808,0,412,0,0.5099009900990099,0.0,618.0,6561.0,47879.0,5890.0,9345.0,5494.0,6692.0,32578.0,2126.0,16736.0,46352.0,0.0,18100.0,190616.0,464.0,1801.0,565.0,243.0,50.0,1835.0,207.0,2220.0,3455.0,1198.0,53.0,75.0,0.011896641974525342,0.09802832987008882,1.040718239931477,7.594657614643985,0.9342829497327235,1.4823215900258577,0.8714686801072298,1.0614977079136478,5.167584029947822,0.12703154875717018,0.12703154875717018,0.09419295839048926,0.2745008382868465,0.037037037037037035,0.33400072806698217,0.4040771751001092,0.7161048689138577,7.297515622618503,5.929741536221332,0.17090905275527762,0.7842266389607105,8.325745919451816,60.75726091715188,7.474263597861788,11.858572720206862,6.971749440857838,8.491981663309183,41.340672239582574,2.69784115603636,21.237568009136655,58.81953587234119,0.0,22.968450105483594,241.88696603905308,0.5888044667925076,2.2854242342528153,0.716970956331394,0.30836095997969687,0.0634487571974685,2.3285693891470935,0.26267785479751954,2.817124819567601,4.384309122345073,1.5202322224513451,0.06725568262931661,0.09517313579620273
metalhead,241.9,33,15,18,0.45454545454545453,20,13,8,7,0.4,0.5384615384615384,14.0,226.0,1386.0,211.0,370.0,201.0,232.0,1769.0,77.0,639.0,1598.0,0.0,622.0,8458.0,10.0,68.0,24.0,14.0,2.0,80.0,15.0,88.0,159.0,31.0,1.0,-9.0,-0.037205456800330716,0.057875155022736664,0.9342703596527491,5.72964034725093,0.8722612649855311,1.5295576684580405,0.8309218685407193,0.9590739975196362,7.312939231087226,0.12050078247261346,0.12050078247261346,0.061946902654867256,0.3008849557522124,0.061946902654867256,0.39800995024875624,0.43781094527363185,0.6270270270270271,6.132743362831858,8.800995024875622,0.2091510995507212,0.4630012401818933,7.474162877221993,45.83712277800744,6.978090119884249,12.236461347664324,6.647374948325754,7.672591980157089,58.50351384869781,2.5465068210004134,21.132699462587844,52.84828441504754,0.0,20.570483670938405,279.71889210417527,0.3307151715584952,2.2488631665977676,0.7937164117403885,0.4630012401818933,0.06614303431169904,2.645721372467962,0.49607275733774286,2.910293509714758,5.258371227780074,1.0252170318313352,0.03307151715584952,-0.29764365440264573
Mystic,167.20000000000002,21,9,12,0.42857142857142855,6,15,1,8,0.16666666666666666,0.5333333333333333,13.0,137.0,1041.0,123.0,244.0,203.0,227.0,1013.0,54.0,442.0,978.0,0.0,380.0,5074.0,10.0,36.0,12.0,6.0,0.0,73.0,11.0,80.0,121.0,24.0,1.0,-10.0,-0.05980861244019138,0.0777511961722488,0.8193779904306219,6.226076555023923,0.735645933014354,1.4593301435406698,1.214114832535885,1.3576555023923444,6.058612440191387,0.12217194570135746,0.12217194570135746,0.0948905109489051,0.26277372262773724,0.043795620437956206,0.35960591133004927,0.39408866995073893,0.930327868852459,7.598540145985401,4.990147783251231,0.19964525029562474,0.6220095693779903,6.555023923444975,49.80861244019138,5.885167464114832,11.674641148325358,9.71291866028708,10.861244019138756,48.46889952153109,2.5837320574162677,21.14832535885167,46.794258373205736,0.0,18.18181818181818,242.77511961722485,0.47846889952153104,1.7224880382775118,0.5741626794258372,0.2870813397129186,0.0,3.492822966507177,0.5263157894736842,3.8277511961722483,5.789473684210526,1.1483253588516744,0.0478468899521531,-0.47846889952153104
babyTron,156.5,19,9,10,0.47368421052631576,7,12,2,7,0.2857142857142857,0.5833333333333334,15.0,134.0,1285.0,118.0,193.0,158.0,195.0,757.0,62.0,413.0,842.0,0.0,326.0,4819.0,15.0,28.0,7.0,1.0,1.0,44.0,4.0,58.0,75.0,37.0,1.0,6.0,0.038338658146964855,0.09584664536741214,0.8562300319488818,8.210862619808307,0.7539936102236422,1.233226837060703,1.0095846645367412,1.2460063897763578,4.8370607028754,0.15012106537530268,0.15012106537530268,0.11194029850746269,0.208955223880597,0.007462686567164179,0.27848101265822783,0.3670886075949367,1.0103626943005182,9.58955223880597,4.791139240506329,0.15708653247561735,0.7667731629392971,6.8498402555910545,65.68690095846645,6.031948881789138,9.865814696485623,8.07667731629393,9.968051118210862,38.6964856230032,3.169329073482428,21.11182108626198,43.04153354632588,0.0,16.664536741214057,246.33865814696486,0.7667731629392971,1.4313099041533546,0.35782747603833864,0.051118210862619806,0.051118210862619806,2.2492012779552715,0.20447284345047922,2.9648562300319488,3.8338658146964857,1.8913738019169328,0.051118210862619806,0.30670926517571884
BallsToYou.,133.9,17,7,10,0.4117647058823529,8,9,4,3,0.5,0.3333333333333333,15.0,181.0,1191.0,164.0,245.0,112.0,132.0,369.0,60.0,355.0,1179.0,0.0,460.0,3817.0,10.0,57.0,20.0,9.0,2.0,30.0,3.0,36.0,81.0,20.0,2.0,-3.0,-0.022404779686333084,0.11202389843166542,1.3517550410754293,8.894697535474235,1.2247946228528752,1.8297236743838685,0.8364451082897685,0.9858103061986556,2.7557879014189695,0.16901408450704225,0.16901408450704225,0.08287292817679558,0.3149171270718232,0.049723756906077346,0.26785714285714285,0.32142857142857145,0.5387755102040817,6.580110497237569,3.294642857142857,0.09667277966989783,0.8961911874533234,10.814040328603435,71.15758028379388,9.798356982823002,14.637789395070948,6.691560866318148,7.886482449589245,22.046303211351756,3.5847647498132935,21.209858103061986,70.44062733383122,0.0,27.48319641523525,228.050784167289,0.5974607916355489,3.405526512322629,1.1949215832710978,0.537714712471994,0.11949215832710978,1.7923823749066468,0.17923823749066467,2.150858849887976,4.839432412247946,1.1949215832710978,0.11949215832710978,-0.17923823749066467
fl33t,126.30000000000001,17,8,9,0.47058823529411764,8,9,4,4,0.5,0.4444444444444444,8.0,101.0,844.0,92.0,150.0,98.0,138.0,662.0,45.0,333.0,799.0,0.0,312.0,4078.0,13.0,25.0,11.0,6.0,0.0,40.0,8.0,44.0,58.0,40.0,1.0,1.0,0.00791765637371338,0.06334125098970704,0.7996832937450514,6.682501979414093,0.728424386381631,1.187648456057007,0.7759303246239112,1.0926365795724464,5.241488519398257,0.13513513513513514,0.13513513513513514,0.07920792079207921,0.24752475247524752,0.0594059405940594,0.40816326530612246,0.4489795918367347,0.92,8.356435643564357,6.755102040816326,0.16233447768513978,0.5067300079176563,6.397466349960411,53.460015835312745,5.827395091053048,9.501187648456057,6.20744259699129,8.741092636579571,41.93190815518606,2.850356294536817,21.092636579572446,50.60965954077592,0.0,19.762470308788597,258.3056215360253,0.8234362628661915,1.583531274742676,0.6967537608867774,0.38004750593824227,0.0,2.5336500395882817,0.5067300079176563,2.7870150435471097,3.6737925574030084,2.5336500395882817,0.06334125098970704,0.06334125098970704
Marijuana,124.6,17,9,8,0.5294117647058824,7,10,4,5,0.5714285714285714,0.5,16.0,156.0,1122.0,139.0,201.0,78.0,97.0,696.0,44.0,329.0,984.0,0.0,386.0,4083.0,6.0,25.0,12.0,4.0,0.0,19.0,7.0,27.0,62.0,19.0,1.0,8.0,0.06420545746388444,0.12841091492776888,1.2520064205457464,9.004815409309792,1.115569823434992,1.6131621187800964,0.6260032102728732,0.7784911717495987,5.585874799357946,0.1337386018237082,0.1337386018237082,0.10256410256410256,0.16025641025641027,0.02564102564102564,0.24358974358974358,0.34615384615384615,0.48258706467661694,7.1923076923076925,8.923076923076923,0.1704628949301984,1.027287319422151,10.016051364365971,72.03852327447834,8.924558587479936,12.905296950240771,5.008025682182986,6.22792937399679,44.686998394863565,2.8250401284109152,21.123595505617978,63.178170144462285,0.0,24.783306581059392,262.1508828250401,0.3852327447833066,1.6051364365971108,0.7704654895666132,0.25682182985553775,0.0,1.2199036918138042,0.44943820224719105,1.7335473515248796,3.980738362760835,1.2199036918138042,0.06420545746388444,0.5136436597110755
PuyoPuyo,122.0,17,9,8,0.5294117647058824,7,10,4,5,0.5714285714285714,0.5,11.0,142.0,1184.0,130.0,210.0,84.0,94.0,465.0,27.0,319.0,864.0,0.0,336.0,3961.0,15.0,27.0,13.0,7.0,1.0,20.0,2.0,20.0,80.0,10.0,1.0,-2.0,-0.01639344262295082,0.09016393442622951,1.1639344262295082,9.704918032786885,1.0655737704918034,1.721311475409836,0.6885245901639344,0.7704918032786885,3.8114754098360657,0.08463949843260188,0.08463949843260188,0.07746478873239436,0.19014084507042253,0.04929577464788732,0.23809523809523808,0.23809523809523808,0.44761904761904764,8.338028169014084,5.535714285714286,0.1173945973239081,0.7213114754098361,9.311475409836065,77.63934426229508,8.524590163934427,13.770491803278688,5.508196721311475,6.163934426229508,30.491803278688526,1.7704918032786885,20.918032786885245,56.65573770491803,0.0,22.0327868852459,259.73770491803276,0.9836065573770492,1.7704918032786885,0.8524590163934426,0.45901639344262296,0.06557377049180328,1.3114754098360655,0.13114754098360656,1.3114754098360655,5.245901639344262,0.6557377049180327,0.06557377049180328,-0.13114754098360656
Russ,119.1,15,9,6,0.6,8,7,4,5,0.5,0.7142857142857143,7.0,97.0,680.0,89.0,158.0,145.0,169.0,1035.0,55.0,321.0,806.0,0.0,312.0,2992.0,6.0,34.0,14.0,6.0,0.0,58.0,7.0,69.0,69.0,24.0,1.0,2.0,0.016792611251049538,0.05877413937867339,0.8144416456759026,5.7094878253568435,0.7472712006717045,1.3266162888329136,1.2174643157010916,1.4189756507136861,8.690176322418136,0.17133956386292834,0.17133956386292834,0.07216494845360824,0.35051546391752575,0.061855670103092786,0.4,0.47586206896551725,1.0696202531645569,7.010309278350515,7.137931034482759,0.34592245989304815,0.4701931150293871,6.515533165407221,45.67590260285475,5.978169605373636,10.612930310663309,9.739714525608733,11.35180520570949,69.52141057934509,3.6943744752308985,21.561712846347607,54.13937867338371,0.0,20.957178841309826,200.97397145256087,0.40302267002518893,2.2837951301427375,0.9403862300587742,0.40302267002518893,0.0,3.895885810243493,0.4701931150293871,4.634760705289673,4.634760705289673,1.6120906801007557,0.06717044500419815,0.1343408900083963
