Player,Team,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,matchId,mapName
SWAGSTEIN2.0,Blue,0.9,0,0,0,0,0,1,1,1,1,0,0,0,0,0,43,1.0,0.0,0.0,1,0,0,0.0,1.0,0.02,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977874,Transilio 2024
LilB:BallGod,Blue,0.9,0,0,1,12,1,1,0,0,1,0,0,5,0,2,43,0.0,0.0,0.0,0,0,0,12.0,0.0,0.02,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977874,Transilio 2024
Moth-Ball,Blue,0.9,0,0,1,16,1,1,0,0,0,0,0,5,0,2,43,0.0,0.0,0.0,0,0,0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977874,Transilio 2024
Ragnar,Red,0.9,0,0,1,27,1,1,2,2,0,0,0,10,0,4,40,2.0,0.0,0.0,0,0,0,27.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977874,Transilio 2024
[]D[][V][]D,Red,0.9,0,0,1,16,0,0,1,1,6,0,0,0,5,1,40,0.0,0.0,0.0,0,0,1,16.0,6.0,0.15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977874,Transilio 2024
JukeOfEarl,Red,0.9,0,0,0,0,0,0,0,0,5,0,0,5,5,3,40,0.0,0.0,0.0,0,0,0,0.0,0.0,0.12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977874,Transilio 2024
555555555555,Blue,0.9,0,0,2,12,1,1,0,0,0,0,0,5,0,2,43,0.0,0.0,0.0,0,0,1,6.0,0.0,0.0,0,1,0,0,0,0,0,0,50.0,0.0,0.0,0.0,3977874,Transilio 2024
metalhead,Red,0.3,0,0,0,0,0,0,0,0,4,0,0,5,0,2,40,0.0,0.0,0.0,0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977874,Transilio 2024
LilB:BallGod,Red,1.1,0,0,1,6,0,1,1,1,19,0,2,10,0,4,24,1.0,0.0,0.0,1,0,1,6.0,19.0,0.79,0,0,0,0,0,0,0,1,0.0,0.0,0.0,100.0,3977876,Audacity 2
Moth-Ball,Blue,1.1,0,0,2,9,2,3,2,2,0,1,2,15,0,6,36,0.67,50.0,0.0,1,0,0,4.5,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977876,Audacity 2
SWAGSTEIN2.0,Red,1.1,0,0,0,0,0,1,1,1,30,0,2,5,0,2,24,1.0,0.0,0.0,1,0,0,0.0,30.0,1.25,0,0,0,0,0,0,0,1,0.0,0.0,0.0,100.0,3977876,Audacity 2
JukeOfEarl,Blue,1.1,0,0,1,15,0,0,1,1,13,0,2,0,0,0,36,0.0,0.0,0.0,0,0,1,15.0,13.0,0.36,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977876,Audacity 2
Ragnar,Red,1.1,0,0,2,13,2,2,0,0,2,0,2,10,0,4,24,0.0,0.0,0.0,0,0,0,6.5,0.0,0.08,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977876,Audacity 2
[]D[][V][]D,Blue,1.1,0,0,0,0,0,0,0,1,0,1,2,10,0,4,36,0.0,50.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977876,Audacity 2
Rascasse,Blue,0.5,0,0,0,0,0,0,0,0,13,0,2,0,0,0,36,0.0,0.0,0.0,0,0,0,0.0,0.0,0.36,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977876,Audacity 2
Mystic,Red,1.1,0,0,1,17,1,1,0,0,1,0,2,10,0,4,24,0.0,0.0,0.0,0,0,0,17.0,0.0,0.04,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977876,Audacity 2
LilB:BallGod,Red,8.0,-1,0,11,99,11,11,15,15,55,1,14,93,5,37,301,1.36,7.14,0.0,0,0,0,9.0,3.67,0.18,1,1,1,0,0,3,0,5,9.09,0.0,20.0,33.33,3977880,Sardonica
Moth-Ball,Blue,8.0,1,1,10,102,9,10,13,14,82,2,14,68,15,29,309,1.4,14.29,10.0,1,1,0,10.2,6.31,0.27,2,1,3,1,0,4,0,6,10.0,33.33,30.77,46.15,3977880,Sardonica
ipopu,Blue,8.0,1,1,8,52,7,10,9,10,62,2,14,66,15,29,309,1.0,14.29,12.5,3,1,0,6.5,6.89,0.2,0,1,0,0,0,3,1,3,12.5,0.0,33.33,33.33,3977880,Sardonica
Mystic,Blue,8.0,1,1,13,107,12,13,14,14,16,3,14,89,5,35,309,1.08,21.43,7.69,1,0,0,8.23,1.14,0.05,2,4,0,0,0,2,1,3,30.77,0.0,14.29,21.43,3977880,Sardonica
[]D[][V][]D,Red,8.0,-1,1,6,51,5,5,8,9,72,3,14,95,30,44,301,1.8,21.43,16.67,0,1,0,8.5,9.0,0.24,0,1,1,0,0,3,0,4,16.67,0.0,37.5,50.0,3977880,Sardonica
JukeOfEarl,Red,8.0,-1,1,16,130,15,18,6,9,23,2,14,80,20,36,301,0.5,14.29,6.25,3,3,0,8.12,3.83,0.08,1,2,2,1,0,3,0,3,12.5,50.0,50.0,50.0,3977880,Sardonica
fone,Red,8.0,-1,0,11,29,11,11,7,8,38,0,14,103,37,47,301,0.73,0.0,0.0,0,1,0,2.64,5.43,0.13,0,6,1,1,0,0,1,1,54.55,100.0,0.0,14.29,3977880,Sardonica
Ragnar,Blue,8.0,1,0,8,40,8,10,6,6,22,1,14,142,30,62,309,0.6,7.14,0.0,2,0,0,5.0,3.67,0.07,0,3,1,0,0,1,1,2,37.5,0.0,16.67,33.33,3977880,Sardonica
JukeOfEarl,Blue,8.0,1,0,10,43,10,11,12,18,57,3,14,80,10,34,322,1.64,21.43,0.0,1,6,0,4.3,4.75,0.18,0,3,2,1,0,1,2,5,30.0,50.0,8.33,41.67,3977884,Sardonica
Moth-Ball,Red,8.0,-1,1,11,91,10,14,6,6,46,3,14,100,10,42,294,0.43,21.43,9.09,4,0,0,8.27,7.67,0.16,1,1,0,0,0,1,2,2,9.09,0.0,16.67,33.33,3977884,Sardonica
Mystic,Red,8.0,-1,0,10,91,10,12,15,15,57,3,14,113,10,46,294,1.25,21.43,0.0,2,0,0,9.1,3.8,0.19,2,3,1,0,0,5,1,6,30.0,0.0,33.33,40.0,3977884,Sardonica
metalhead,Blue,8.0,1,1,10,37,9,11,7,10,74,0,14,83,25,37,322,0.91,0.0,10.0,2,3,0,3.7,10.57,0.23,0,5,1,0,0,2,0,2,50.0,0.0,28.57,28.57,3977884,Sardonica
ipopu,Blue,8.0,1,0,10,66,10,12,6,7,56,1,14,70,10,30,322,0.58,7.14,0.0,2,1,0,6.6,9.33,0.17,1,1,0,0,0,1,0,2,10.0,0.0,16.67,33.33,3977884,Sardonica
[]D[][V][]D,Red,8.0,-1,1,9,66,8,11,8,12,33,1,14,97,17,41,294,1.09,7.14,11.11,3,4,0,7.33,4.12,0.11,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3977884,Sardonica
fone,Red,8.0,-1,2,9,74,7,10,9,12,71,2,14,50,15,23,294,1.2,14.29,22.22,3,3,0,8.22,7.89,0.24,0,2,0,0,0,4,0,4,22.22,0.0,44.44,44.44,3977884,Sardonica
babyTron,Blue,8.0,1,4,13,148,9,11,9,10,15,1,14,69,20,30,322,0.91,7.14,30.77,2,1,0,11.38,1.67,0.05,4,1,2,1,0,2,0,3,7.69,50.0,22.22,33.33,3977884,Sardonica
my fault,Red,8.0,2,1,11,109,10,11,7,7,35,3,14,94,0,36,318,0.64,21.43,9.09,1,0,0,9.91,5.0,0.11,1,3,0,0,0,3,0,3,27.27,0.0,42.86,42.86,3977888,OTI Jardim
dewgazi,Red,8.0,2,0,3,37,3,6,9,9,82,0,14,51,5,21,318,1.5,0.0,0.0,3,0,0,12.33,9.11,0.26,0,1,0,0,0,1,0,2,33.33,0.0,11.11,22.22,3977888,OTI Jardim
metalhead,Blue,8.0,-2,1,11,105,10,11,9,11,47,4,14,90,0,36,320,1.0,28.57,9.09,1,2,0,9.55,5.22,0.15,1,2,0,0,0,2,1,2,18.18,0.0,22.22,22.22,3977888,OTI Jardim
LilB:BallGod,Blue,8.0,-2,0,9,51,9,11,6,8,48,2,14,98,0,38,320,0.73,14.29,0.0,2,2,0,5.67,8.0,0.15,1,3,2,0,0,1,0,4,33.33,0.0,16.67,66.67,3977888,OTI Jardim
ipopu,Red,8.0,2,1,11,95,10,14,2,2,28,1,14,79,0,30,318,0.14,7.14,9.09,4,0,0,8.64,14.0,0.09,0,1,1,1,0,1,0,1,9.09,100.0,50.0,50.0,3977888,OTI Jardim
JukeOfEarl,Blue,8.0,-2,0,11,97,11,11,7,7,45,0,14,80,0,32,320,0.64,0.0,0.0,0,0,0,8.82,6.43,0.14,2,2,0,0,0,0,0,1,18.18,0.0,0.0,14.29,3977888,OTI Jardim
Mystic,Blue,8.0,-2,0,6,65,5,6,7,8,43,3,14,58,5,23,320,1.33,21.43,0.0,1,1,1,10.83,6.14,0.13,1,0,0,0,0,3,0,3,0.0,0.0,42.86,42.86,3977888,OTI Jardim
babyTron,Red,8.0,2,1,9,79,7,7,15,15,31,1,14,55,0,22,318,2.14,7.14,11.11,0,0,1,8.78,2.07,0.1,1,1,0,0,0,2,0,3,11.11,0.0,13.33,20.0,3977888,OTI Jardim
lizzey,Blue,8.0,2,3,7,29,4,5,21,25,100,1,14,75,30,36,227,5.0,7.14,42.86,1,4,0,4.14,4.76,0.44,0,1,2,1,0,8,0,11,14.29,50.0,38.1,52.38,3977894,Asida
helprefugees,Red,8.0,-2,0,14,52,13,14,6,7,51,2,14,111,25,49,227,0.5,14.29,0.0,1,1,1,3.71,8.5,0.22,0,7,0,0,0,2,0,2,50.0,0.0,33.33,33.33,3977894,Asida
