Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
Chucho,12.8,-4,0,15,122,15,17,21,22,69,2,21,120,3,46,493,1.29,9.52,0.0,2,1,0,8.13,3.29,0.14,1,2,1,0,0,4,0,5,13.33,0.0,19.05,23.81,-0.31,0.0,1.17,9.53,1.17,1.33,1.64,1.72,5.39,0.16
Clovis,8.4,1,1,6,35,5,8,12,13,107,0,16,93,5,37,322,1.62,0.0,16.67,3,1,0,5.83,8.92,0.33,0,2,0,0,0,6,1,7,33.33,0.0,50.0,58.33,0.12,0.12,0.71,4.17,0.6,0.95,1.43,1.55,12.74,0.0
CodePaster,13.2,6,3,14,59,11,17,19,20,108,2,24,120,5,49,414,1.18,8.33,21.43,6,1,0,4.21,5.68,0.26,0,6,3,2,0,7,1,7,42.86,66.67,36.84,36.84,0.45,0.23,1.06,4.47,0.83,1.29,1.44,1.52,8.18,0.15
Color Blind,159.2,-6,11,212,1447,199,258,158,195,931,42,291,1591,220,668,5829,0.76,14.43,5.19,59,37,2,6.83,5.89,0.16,11,60,32,16,0,36,6,42,28.3,50.0,22.78,26.58,-0.04,0.07,1.33,9.09,1.25,1.62,0.99,1.22,5.85,0.26
Comakip,8.5,1,0,4,25,4,7,13,16,79,3,16,51,0,20,314,2.29,18.75,0.0,3,3,0,6.25,6.08,0.25,0,0,0,0,0,4,1,6,0.0,0.0,30.77,46.15,0.12,0.0,0.47,2.94,0.47,0.82,1.53,1.88,9.29,0.35
coos :),51.2,-2,4,51,267,46,67,64,75,308,9,92,571,75,239,1810,1.12,9.78,7.84,21,11,1,5.24,4.81,0.17,1,17,10,5,1,20,1,23,33.33,50.0,31.25,35.94,-0.04,0.08,1.0,5.21,0.9,1.31,1.25,1.46,6.02,0.18
Crasher,76.8,4,9,99,830,89,108,95,98,302,8,146,755,35,301,3023,0.91,5.48,9.09,19,3,1,8.38,3.18,0.1,12,26,11,5,3,24,0,37,26.26,45.45,25.26,38.95,0.05,0.12,1.29,10.81,1.16,1.41,1.24,1.28,3.93,0.1
Crippy,59.8,11,11,102,691,91,104,72,87,357,19,116,784,40,316,1982,0.84,16.38,10.78,13,15,0,6.77,4.96,0.18,6,28,14,7,2,23,8,27,27.45,50.0,31.94,37.5,0.18,0.18,1.71,11.56,1.52,1.74,1.2,1.45,5.97,0.32
Crumble2,94.5,-14,9,111,708,101,145,82,95,540,10,172,855,75,351,3253,0.66,5.81,8.11,44,13,1,6.38,6.59,0.17,3,29,8,3,0,14,4,20,26.13,37.5,17.07,24.39,-0.15,0.1,1.17,7.49,1.07,1.53,0.87,1.01,5.71,0.11
CRYCHIC,178.2,-25,16,231,1714,212,248,183,229,1350,49,318,1886,108,759,6310,0.92,15.41,6.93,36,46,3,7.42,7.38,0.21,15,65,28,15,2,57,5,68,28.14,53.57,31.15,37.16,-0.14,0.09,1.3,9.62,1.19,1.39,1.03,1.29,7.58,0.27
CT Crunch,133.3,8,26,259,1481,232,287,111,138,322,24,249,1690,165,693,4331,0.48,9.64,10.04,55,27,1,5.72,2.9,0.07,9,73,23,8,1,27,6,32,28.19,34.78,24.32,28.83,0.06,0.2,1.94,11.11,1.74,2.15,0.83,1.04,2.42,0.18
Cupid,64.5,2,12,77,613,63,90,60,88,172,22,132,620,20,246,2325,0.98,16.67,15.58,27,28,2,7.96,2.87,0.07,6,21,5,2,3,12,4,16,27.27,40.0,20.0,26.67,0.03,0.19,1.19,9.5,0.98,1.4,0.93,1.36,2.67,0.34
Curry,319.8,19,43,451,2334,406,538,446,485,2527,42,580,3640,270,1478,9891,0.9,7.24,9.53,132,39,2,5.18,5.67,0.26,16,153,55,21,4,155,21,189,33.92,38.18,34.75,42.38,0.06,0.13,1.41,7.3,1.27,1.68,1.39,1.52,7.9,0.13
D Rek,86.3,16,10,126,803,116,154,130,144,497,9,157,974,64,394,2834,0.94,5.73,7.94,38,14,0,6.37,3.82,0.18,7,41,17,7,0,38,7,46,32.54,41.18,29.23,35.38,0.19,0.12,1.46,9.3,1.34,1.78,1.51,1.67,5.76,0.1
dabang khan,95.8,-21,6,134,889,124,179,89,110,569,11,171,886,122,370,3903,0.61,6.43,4.48,55,21,4,6.63,6.39,0.15,4,34,12,6,0,28,3,31,25.37,50.0,31.46,34.83,-0.22,0.06,1.4,9.28,1.29,1.87,0.93,1.15,5.94,0.11
DAD.,113.3,5,19,149,1095,128,163,148,171,599,26,204,1225,105,499,3434,1.05,12.75,12.75,35,23,2,7.35,4.05,0.17,12,39,15,7,0,45,3,52,26.17,46.67,30.41,35.14,0.04,0.17,1.32,9.66,1.13,1.44,1.31,1.51,5.29,0.23
DadFane,9.5,3,1,12,74,11,14,13,13,53,1,16,90,0,36,399,0.93,6.25,8.33,3,0,0,6.17,4.08,0.13,0,1,2,2,0,3,1,3,8.33,100.0,23.08,23.08,0.32,0.11,1.26,7.79,1.16,1.47,1.37,1.37,5.58,0.11
dadman,53.9,0,11,78,574,66,88,69,79,362,14,96,598,35,241,2019,0.9,14.58,14.1,22,10,1,7.36,5.25,0.18,2,17,14,7,3,24,3,23,21.79,50.0,34.78,33.33,0.0,0.2,1.45,10.65,1.22,1.63,1.28,1.47,6.72,0.26
Damian,14.3,-4,0,24,146,23,24,12,12,13,3,22,147,15,61,658,0.5,13.64,0.0,1,0,1,6.08,1.08,0.02,1,5,3,1,0,0,0,1,20.83,33.33,0.0,8.33,-0.28,0.0,1.68,10.21,1.61,1.68,0.84,0.84,0.91,0.21
Dank Blocks,37.4,-10,3,51,229,48,63,38,46,204,4,64,477,140,216,1409,0.73,6.25,5.88,15,8,0,4.49,5.37,0.14,0,19,8,6,0,7,2,8,37.25,75.0,18.42,21.05,-0.27,0.08,1.36,6.12,1.28,1.68,1.02,1.23,5.45,0.11
danp,413.5,-16,58,586,3723,527,634,504,620,1798,128,764,4500,220,1810,13841,0.98,16.75,9.9,107,116,1,6.35,3.57,0.13,34,177,59,23,7,120,17,150,30.2,38.98,23.81,29.76,-0.04,0.14,1.42,9.0,1.27,1.53,1.22,1.5,4.35,0.31
Darth JarJar,21.6,2,4,33,246,29,35,28,29,108,2,40,228,5,91,934,0.83,5.0,12.12,6,1,0,7.45,3.86,0.12,1,8,3,0,1,6,1,7,24.24,0.0,21.43,25.0,0.09,0.19,1.53,11.39,1.34,1.62,1.3,1.34,5.0,0.09
DEAD NAN,323.0,1,61,497,4049,433,507,324,398,1327,97,603,3247,244,1316,10937,0.79,16.09,12.27,74,74,3,8.15,4.1,0.12,49,132,36,15,9,80,10,99,26.56,41.67,24.69,30.56,0.0,0.19,1.54,12.54,1.34,1.57,1.0,1.23,4.11,0.3
Deez Cashews,66.0,18,7,88,513,80,114,74,78,330,12,123,719,30,290,1969,0.68,9.76,7.95,34,4,1,5.83,4.46,0.17,3,30,11,2,2,21,3,28,34.09,18.18,28.38,37.84,0.27,0.11,1.33,7.77,1.21,1.73,1.12,1.18,5.0,0.18
deku,473.9,-65,24,385,1938,358,534,730,826,5198,95,894,4276,438,1765,15858,1.55,10.63,6.23,176,96,3,5.03,7.12,0.33,10,135,54,17,5,255,32,324,35.06,31.48,34.93,44.38,-0.14,0.05,0.81,4.09,0.76,1.13,1.54,1.74,10.97,0.2
Dew1234,84.9,5,13,141,786,127,156,66,77,492,10,164,1117,50,446,2702,0.49,6.1,9.22,29,11,1,5.57,7.45,0.18,1,37,12,5,1,22,6,21,26.24,41.67,33.33,31.82,0.06,0.15,1.66,9.26,1.5,1.84,0.78,0.91,5.8,0.12
dewgazi,34.6,1,3,32,238,27,53,42,49,292,4,71,243,50,104,1359,0.92,5.63,9.38,26,7,2,7.44,6.95,0.21,2,7,3,2,0,12,2,15,21.88,66.67,28.57,35.71,0.03,0.09,0.92,6.88,0.78,1.53,1.21,1.42,8.44,0.12
DibuMartinez,116.5,-10,6,114,786,108,145,115,152,986,32,221,1285,198,541,3954,1.05,14.48,5.26,37,37,0,6.89,8.57,0.25,9,30,10,4,1,40,6,39,26.32,40.0,34.78,33.91,-0.09,0.05,0.98,6.75,0.93,1.24,0.99,1.3,8.46,0.27
DiegoOnMac,98.1,3,12,172,1266,159,193,92,124,281,31,181,1147,145,479,3645,0.64,17.13,6.98,34,32,1,7.36,3.05,0.08,7,34,20,11,2,26,13,36,19.77,55.0,28.26,39.13,0.03,0.12,1.75,12.91,1.62,1.97,0.94,1.26,2.86,0.32
dodsfall,117.39999999999999,0,12,133,927,120,152,151,181,1066,25,217,1158,125,477,3733,1.19,11.52,9.02,32,30,1,6.97,7.06,0.29,10,37,15,7,1,50,13,69,27.82,46.67,33.11,45.7,0.0,0.1,1.13,7.9,1.02,1.29,1.29,1.54,9.08,0.21
Don Garyoni,18.1,-7,0,7,21,7,21,15,27,122,2,34,121,97,66,695,1.29,5.88,0.0,14,12,0,3.0,8.13,0.18,0,5,1,0,0,3,1,3,71.43,0.0,20.0,20.0,-0.39,0.0,0.39,1.16,0.39,1.16,0.83,1.49,6.74,0.11
doodleball,43.5,-2,4,57,414,53,69,49,55,223,4,76,453,75,191,1393,0.8,5.26,7.02,16,6,0,7.26,4.55,0.16,3,16,5,3,0,12,0,18,28.07,60.0,24.49,36.73,-0.05,0.09,1.31,9.52,1.22,1.59,1.13,1.26,5.13,0.09
Doris,47.4,7,8,48,260,39,58,61,74,398,13,82,376,50,156,1291,1.28,15.85,16.67,19,13,1,5.42,6.52,0.31,1,12,3,1,1,25,7,27,25.0,33.33,40.98,44.26,0.15,0.17,1.01,5.49,0.82,1.22,1.29,1.56,8.4,0.27
Double A,8.1,1,1,10,116,9,9,4,4,17,2,21,50,0,20,272,0.44,9.52,10.0,0,0,0,11.6,4.25,0.06,2,0,0,0,0,1,0,1,0.0,0.0,25.0,25.0,0.12,0.12,1.23,14.32,1.11,1.11,0.49,0.49,2.1,0.25
Dragon  Ball,50.7,0,10,69,597,59,76,65,82,226,12,90,434,45,179,2038,1.08,13.33,14.49,17,17,0,8.65,3.48,0.11,7,8,2,2,1,17,4,22,11.59,100.0,26.15,33.85,0.0,0.2,1.36,11.78,1.16,1.5,1.28,1.62,4.46,0.24
DT,43.900000000000006,5,3,59,492,56,63,54,67,131,14,80,461,30,188,1636,1.06,17.5,5.08,7,13,0,8.34,2.43,0.08,6,13,4,1,1,11,2,19,22.03,25.0,20.37,35.19,0.11,0.07,1.34,11.21,1.28,1.44,1.23,1.53,2.98,0.32
DuckDuckJuke,52.5,1,5,75,612,69,91,52,87,267,20,95,500,95,215,1957,0.96,21.05,6.67,22,35,1,8.16,5.13,0.14,7,21,11,5,1,16,2,18,28.0,45.45,30.77,34.62,0.02,0.1,1.43,11.66,1.31,1.73,0.99,1.66,5.09,0.38
Duckquack,200.1,-19,18,244,1809,223,293,286,340,1396,71,370,1918,175,783,7591,1.16,19.19,7.38,70,54,3,7.41,4.88,0.18,13,50,22,10,2,72,12,94,20.49,45.45,25.17,32.87,-0.09,0.09,1.22,9.04,1.11,1.46,1.43,1.7,6.98,0.35
Ducky,117.7,-19,8,103,550,95,138,112,125,1450,19,219,1102,138,453,3631,0.91,8.68,7.77,43,13,0,5.34,12.95,0.4,2,42,11,3,3,42,5,57,40.78,27.27,37.5,50.89,-0.16,0.07,0.88,4.67,0.81,1.17,0.95,1.06,12.32,0.16
dyd,8.0,2,1,8,28,7,9,10,10,81,1,14,67,40,34,235,1.11,7.14,12.5,2,0,0,3.5,8.1,0.34,0,4,1,0,0,3,1,3,50.0,0.0,30.0,30.0,0.25,0.12,1.0,3.5,0.88,1.12,1.25,1.25,10.12,0.12
Eballs,37.5,6,2,46,401,44,55,52,63,170,11,68,412,0,162,1593,1.15,16.18,4.35,11,11,0,8.72,3.27,0.11,5,10,4,2,1,20,1,22,21.74,50.0,38.46,42.31,0.16,0.05,1.23,10.69,1.17,1.47,1.39,1.68,4.53,0.29
Ebhawk,23.7,0,3,38,308,35,44,20,27,103,4,49,253,43,108,898,0.61,8.16,7.89,9,7,0,8.11,5.15,0.11,3,6,3,1,0,5,3,9,15.79,33.33,25.0,45.0,0.0,0.13,1.6,13.0,1.48,1.86,0.84,1.14,4.35,0.17
EBITDA,8.0,-3,2,14,85,12,15,8,9,25,1,14,95,10,40,363,0.6,7.14,14.29,3,1,0,6.07,3.12,0.07,0,2,2,1,0,1,0,0,14.29,50.0,12.5,0.0,-0.38,0.25,1.75,10.62,1.5,1.88,1.0,1.12,3.12,0.12
eee,312.8,-2,43,448,3119,399,485,309,383,1118,80,573,3696,235,1493,9879,0.79,13.96,9.6,86,74,6,6.96,3.62,0.11,23,122,37,12,2,80,21,96,27.23,32.43,25.89,31.07,-0.01,0.14,1.43,9.97,1.28,1.55,0.99,1.22,3.57,0.26
EpicBlob,84.1,-18,8,111,790,103,133,108,132,466,24,156,935,83,378,2937,0.99,15.38,7.21,30,24,0,7.12,4.31,0.16,11,34,12,3,0,23,6,34,30.63,25.0,21.3,31.48,-0.21,0.1,1.32,9.39,1.22,1.58,1.28,1.57,5.54,0.29
erl,62.199999999999996,-13,3,70,359,66,100,77,83,516,3,109,574,35,233,2346,0.83,2.75,4.29,34,6,1,5.13,6.7,0.22,3,27,10,4,0,22,5,39,38.57,40.0,28.57,50.65,-0.21,0.05,1.13,5.77,1.06,1.61,1.24,1.33,8.3,0.05
Ethan,8.0,-3,0,12,88,11,11,3,3,13,0,14,96,0,38,390,0.27,0.0,0.0,0,0,1,7.33,4.33,0.03,2,6,3,1,0,0,1,1,50.0,33.33,0.0,33.33,-0.38,0.0,1.5,11.0,1.38,1.38,0.38,0.38,1.62,0.0
Euler,16.5,-3,4,24,169,20,25,23,27,71,2,30,174,0,68,654,1.08,6.67,16.67,5,4,0,7.04,3.09,0.11,2,5,4,2,0,6,0,6,20.83,50.0,26.09,26.09,-0.18,0.24,1.45,10.24,1.21,1.52,1.39,1.64,4.3,0.12
EvTheSmev,55.2,18,10,80,480,68,87,47,50,199,5,105,609,20,244,2120,0.57,4.76,12.5,19,3,2,6.0,4.23,0.09,1,21,5,1,0,11,3,13,26.25,20.0,23.4,27.66,0.33,0.18,1.45,8.7,1.23,1.58,0.85,0.91,3.61,0.09
Exsufflicate,38.3,1,2,46,396,43,55,53,54,337,4,66,324,10,130,1564,0.98,6.06,4.35,12,1,1,8.61,6.36,0.22,3,8,5,1,0,18,2,16,17.39,20.0,33.96,30.19,0.03,0.05,1.2,10.34,1.12,1.44,1.38,1.41,8.8,0.1
ez,200.0,-12,15,202,1427,186,237,191,243,1316,61,365,1921,225,789,6682,1.03,16.71,7.43,51,52,1,7.06,6.89,0.2,10,40,24,9,0,58,7,67,19.8,37.5,30.37,35.08,-0.06,0.08,1.01,7.14,0.93,1.18,0.96,1.22,6.58,0.3
fender,85.0,0,16,155,1111,138,146,84,106,198,20,152,1044,35,419,2972,0.73,13.16,10.32,8,22,1,7.17,2.36,0.07,8,40,11,5,0,17,3,22,25.81,45.45,20.24,26.19,0.0,0.19,1.82,13.07,1.62,1.72,0.99,1.25,2.33,0.24
Fenek,29.6,6,3,34,192,31,44,56,65,287,10,54,333,75,147,1104,1.48,18.52,8.82,13,9,0,5.65,5.12,0.26,1,8,6,4,0,22,4,27,23.53,66.67,39.29,48.21,0.2,0.1,1.15,6.49,1.05,1.49,1.89,2.2,9.7,0.34
FFFlier,16.9,1,2,21,91,18,25,21,22,73,0,35,209,5,83,674,0.88,0.0,9.52,7,1,1,4.33,3.48,0.11,1,9,1,1,1,4,0,6,42.86,100.0,19.05,28.57,0.06,0.12,1.24,5.38,1.07,1.48,1.24,1.3,4.32,0.0
firehawkv,17.9,-5,0,17,124,17,20,32,36,87,3,32,186,10,74,772,1.8,9.38,0.0,3,4,0,7.29,2.72,0.11,2,3,1,0,0,5,1,9,17.65,0.0,15.62,28.12,-0.28,0.0,0.95,6.93,0.95,1.12,1.79,2.01,4.86,0.17
FK,188.9,14,28,251,2234,223,269,236,268,910,40,351,2085,140,842,6442,1.0,11.4,11.16,46,32,0,8.9,3.86,0.14,26,59,22,5,5,64,12,75,23.51,22.73,27.12,31.78,0.07,0.15,1.33,11.83,1.18,1.42,1.25,1.42,4.82,0.21
FL,75.6,18,11,91,599,80,92,91,100,689,15,137,799,40,320,2646,1.09,10.95,12.09,12,9,0,6.58,7.57,0.26,6,22,4,2,1,22,4,29,24.18,50.0,24.18,31.87,0.24,0.15,1.2,7.92,1.06,1.22,1.2,1.32,9.11,0.2
fl33t,116.3,-1,11,118,1372,105,138,119,141,573,32,206,966,42,386,4541,1.02,15.53,9.32,33,22,2,11.63,4.82,0.13,22,13,12,4,2,34,5,37,11.02,33.33,28.57,31.09,-0.01,0.09,1.01,11.8,0.9,1.19,1.02,1.21,4.93,0.28
Floof,24.0,11,0,20,190,20,25,33,38,191,3,45,205,35,85,874,1.52,6.67,0.0,5,5,0,9.5,5.79,0.22,1,1,1,1,0,11,3,16,5.0,100.0,33.33,48.48,0.46,0.0,0.83,7.92,0.83,1.04,1.38,1.58,7.96,0.12
FlyingV,106.8,26,13,167,1145,154,179,125,146,595,16,188,1171,85,477,3983,0.82,8.51,7.78,25,21,0,6.86,4.76,0.15,6,37,20,6,2,26,7,35,22.16,30.0,20.8,28.0,0.24,0.12,1.56,10.72,1.44,1.68,1.17,1.37,5.57,0.15
fone,80.89999999999999,-11,5,102,737,97,126,93,102,409,4,146,729,130,310,3170,0.81,2.74,4.9,29,9,0,7.23,4.4,0.13,6,28,12,5,1,25,2,28,27.45,41.67,26.88,30.11,-0.14,0.06,1.26,9.11,1.2,1.56,1.15,1.26,5.06,0.05
Food 4 Thots,19.2,-3,2,31,203,29,37,18,28,44,4,41,225,0,90,714,0.76,9.76,6.45,8,10,0,6.55,2.44,0.06,1,7,3,2,0,4,0,3,22.58,66.67,22.22,16.67,-0.16,0.1,1.61,10.57,1.51,1.93,0.94,1.46,2.29,0.21
Frank,50.9,-1,4,67,501,63,85,48,52,375,5,92,580,45,237,1858,0.61,5.43,5.97,22,4,0,7.48,7.81,0.2,3,13,5,1,1,13,0,22,19.4,20.0,27.08,45.83,-0.02,0.08,1.32,9.84,1.24,1.67,0.94,1.02,7.37,0.1
free advice,16.1,-2,0,15,120,15,27,20,23,137,4,28,101,10,42,611,0.85,14.29,0.0,12,3,0,8.0,6.85,0.22,0,3,4,2,0,6,0,7,20.0,50.0,30.0,35.0,-0.12,0.0,0.93,7.45,0.93,1.68,1.24,1.43,8.51,0.25
FreeFalastin,284.7,9,45,401,3221,353,414,288,340,1391,87,525,3125,135,1247,9565,0.82,16.57,11.22,61,52,3,8.03,4.83,0.15,37,92,42,14,4,85,10,97,22.94,33.33,29.51,33.68,0.03,0.16,1.41,11.31,1.24,1.45,1.01,1.19,4.89,0.31
ft,54.5,9,11,84,550,72,85,66,86,319,13,101,594,70,248,1876,1.01,12.87,13.1,13,20,1,6.55,4.83,0.17,3,25,7,5,0,15,4,18,29.76,71.43,22.73,27.27,0.17,0.2,1.54,10.09,1.32,1.56,1.21,1.58,5.85,0.24
Fuck,21.4,3,2,25,152,23,28,25,28,162,10,38,208,20,86,715,1.0,26.32,8.0,5,3,0,6.08,6.48,0.23,0,6,2,1,0,15,1,13,24.0,50.0,60.0,52.0,0.14,0.09,1.17,7.1,1.07,1.31,1.17,1.31,7.57,0.47
Funky Spud,24.0,-6,2,36,231,34,41,28,30,138,6,42,268,25,111,824,0.73,14.29,5.56,7,2,0,6.42,4.93,0.17,3,8,4,2,0,4,0,5,22.22,50.0,14.29,17.86,-0.25,0.08,1.5,9.62,1.42,1.71,1.17,1.25,5.75,0.25
Gavi,118.30000000000001,13,28,157,1447,126,161,127,169,549,43,204,1111,115,459,4564,1.05,21.08,17.83,35,42,3,9.22,4.32,0.12,18,25,11,3,3,39,9,49,15.92,27.27,30.71,38.58,0.11,0.24,1.33,12.23,1.07,1.36,1.07,1.43,4.64,0.36
GeeGee,13.5,6,5,19,245,14,20,11,18,17,2,24,132,45,61,557,0.9,8.33,26.32,6,7,0,12.89,1.55,0.03,3,2,1,0,3,2,1,2,10.53,0.0,18.18,18.18,0.44,0.37,1.41,18.15,1.04,1.48,0.81,1.33,1.26,0.15
GillyBall,141.9,13,25,216,1293,190,250,177,206,854,25,256,1877,135,759,4714,0.82,9.77,11.57,60,29,1,5.99,4.82,0.18,11,66,25,8,4,50,5,66,30.56,32.0,28.25,37.29,0.09,0.18,1.52,9.11,1.34,1.76,1.25,1.45,6.02,0.18
gingerdg,25.1,-5,1,42,288,40,48,32,32,90,3,45,352,5,139,879,0.67,6.67,2.38,8,0,1,6.86,2.81,0.1,2,4,2,1,0,11,0,15,9.52,50.0,34.38,46.88,-0.2,0.04,1.67,11.47,1.59,1.91,1.27,1.27,3.59,0.12
Glimmer,171.8,18,15,193,1611,177,225,170,248,817,55,313,1763,111,709,6784,1.1,17.57,7.77,48,78,1,8.35,4.81,0.12,17,32,20,9,1,39,15,51,16.58,45.0,22.94,30.0,0.1,0.09,1.12,9.38,1.03,1.31,0.99,1.44,4.76,0.32
Glizzy,16.4,-1,2,22,133,19,25,27,27,68,5,28,207,15,85,657,1.08,17.86,9.09,6,0,1,6.05,2.52,0.1,2,9,3,3,1,6,1,11,40.91,100.0,22.22,40.74,-0.06,0.12,1.34,8.11,1.16,1.52,1.65,1.65,4.15,0.3
glizzy23,45.2,-7,7,66,397,59,81,45,53,230,11,82,499,15,199,1901,0.65,13.41,10.61,22,8,0,6.02,5.11,0.12,1,17,9,4,1,15,4,23,25.76,44.44,33.33,51.11,-0.15,0.15,1.46,8.78,1.31,1.79,1.0,1.17,5.09,0.24
Goofy Goober,74.2,2,7,98,800,90,121,61,70,260,18,130,768,80,318,2888,0.58,13.85,7.14,31,9,1,8.16,4.26,0.09,6,22,9,3,0,7,2,9,22.45,33.33,11.48,14.75,0.03,0.09,1.32,10.78,1.21,1.63,0.82,0.94,3.5,0.24
gprimoff,27.6,-1,2,36,170,34,43,29,34,203,4,51,228,45,99,1005,0.79,7.84,5.56,9,5,0,4.72,7.0,0.2,1,13,3,2,0,4,2,11,36.11,66.67,13.79,37.93,-0.04,0.07,1.3,6.16,1.23,1.56,1.05,1.23,7.36,0.14
Grass1,59.5,9,7,68,592,61,80,82,94,377,9,120,536,42,216,2210,1.18,7.5,10.29,19,12,0,8.71,4.6,0.17,7,17,7,3,0,16,2,26,25.0,42.86,19.51,31.71,0.15,0.12,1.14,9.95,1.03,1.34,1.38,1.58,6.34,0.15
Green,200.8,3,12,162,1158,150,219,272,295,1700,51,371,1749,112,703,7205,1.35,13.75,7.41,69,23,0,7.15,6.25,0.24,5,39,18,10,1,81,16,102,24.07,55.56,29.78,37.5,0.01,0.06,0.81,5.77,0.75,1.09,1.35,1.47,8.47,0.25
greenfish,98.9,-11,18,165,1292,146,176,104,112,199,10,182,969,5,385,4159,0.64,5.49,10.91,30,8,1,7.83,1.91,0.05,13,32,9,2,1,17,3,30,19.39,22.22,16.35,28.85,-0.11,0.18,1.67,13.06,1.48,1.78,1.05,1.13,2.01,0.1
grunt,25.5,-2,1,17,126,16,24,45,54,152,8,47,218,5,85,1040,2.25,17.02,5.88,8,9,0,7.41,3.38,0.15,1,3,1,0,0,9,1,12,17.65,0.0,20.0,26.67,-0.08,0.04,0.67,4.94,0.63,0.94,1.76,2.12,5.96,0.31
gspoon,179.6,-7,15,204,1320,185,268,193,232,1911,47,332,1736,188,716,6061,0.87,14.16,7.35,83,39,4,6.47,9.9,0.32,9,55,20,11,0,93,6,103,26.96,55.0,48.19,53.37,-0.04,0.08,1.14,7.35,1.03,1.49,1.07,1.29,10.64,0.26
Guaderno,49.7,-1,4,40,195,36,61,68,77,542,9,88,432,55,177,1536,1.26,10.23,10.0,25,9,0,4.88,7.97,0.35,2,17,4,1,0,24,2,26,42.5,25.0,35.29,38.24,-0.02,0.08,0.8,3.92,0.72,1.23,1.37,1.55,10.91,0.18
Gvendolino,508.2,-3,50,589,3416,534,721,524,667,4906,109,931,5013,587,2072,16890,0.93,11.71,8.49,187,143,5,5.8,9.36,0.29,18,162,82,30,6,225,19,253,27.5,36.59,42.94,48.28,-0.01,0.1,1.16,6.72,1.05,1.42,1.03,1.31,9.65,0.21
Gyara,8.1,1,1,5,84,4,8,7,13,59,4,16,51,15,23,348,1.62,25.0,20.0,4,6,0,16.8,8.43,0.17,1,0,0,0,0,4,1,4,0.0,0.0,57.14,57.14,0.12,0.12,0.62,10.37,0.49,0.99,0.86,1.6,7.28,0.49
hail santa,73.9,7,13,117,735,104,126,65,74,245,15,147,767,50,314,2874,0.59,10.2,11.11,22,9,0,6.28,3.77,0.09,6,29,14,4,1,6,1,9,24.79,28.57,9.23,13.85,0.09,0.18,1.58,9.95,1.41,1.71,0.88,1.0,3.32,0.2
HammerTime,220.0,-2,20,307,1574,282,340,202,247,1306,54,405,2615,155,1053,7704,0.73,13.33,6.51,58,45,5,5.13,6.47,0.17,8,98,49,18,2,54,10,73,31.92,36.73,26.73,36.14,-0.01,0.09,1.4,7.15,1.28,1.55,0.92,1.12,5.94,0.25
havok,75.5,0,5,123,815,117,138,72,88,358,16,133,922,70,378,2761,0.64,12.03,4.07,21,16,1,6.63,4.97,0.13,6,36,11,2,1,18,5,26,29.27,18.18,25.0,36.11,0.0,0.07,1.63,10.79,1.55,1.83,0.95,1.17,4.74,0.21
HELEN KELLER,552.1,-1,75,767,4825,687,855,719,903,2603,157,1033,5684,523,2328,17232,1.06,15.2,9.78,168,184,5,6.29,3.62,0.15,47,220,79,28,9,187,23,228,28.68,35.44,26.01,31.71,-0.0,0.14,1.39,8.74,1.24,1.55,1.3,1.64,4.71,0.28
Hellball2079,135.2,-18,13,239,1682,225,258,109,132,182,26,242,1451,75,583,5557,0.51,10.74,5.44,33,23,1,7.04,1.67,0.03,13,51,28,9,1,18,6,24,21.34,32.14,16.51,22.02,-0.13,0.1,1.77,12.44,1.66,1.91,0.81,0.98,1.35,0.19
helprefugees,181.79999999999998,-10,12,223,1440,211,274,145,193,996,39,329,1984,240,824,6854,0.7,11.85,5.38,63,48,0,6.46,6.87,0.15,10,70,26,10,0,46,11,50,31.39,38.46,31.72,34.48,-0.06,0.07,1.23,7.92,1.16,1.51,0.8,1.06,5.48,0.21
heribo69,59.3,14,4,89,583,84,110,82,102,333,12,108,727,20,288,1998,0.93,11.11,4.49,26,20,1,6.55,4.06,0.17,4,30,11,2,2,14,7,19,33.71,18.18,17.07,23.17,0.24,0.07,1.5,9.83,1.42,1.85,1.38,1.72,5.62,0.2
hihi!,168.5,-22,11,175,1090,164,229,193,216,1470,39,312,1553,118,629,6228,0.94,12.5,6.29,65,23,0,6.23,7.62,0.24,7,51,28,13,0,67,4,80,29.14,46.43,34.72,41.45,-0.13,0.07,1.04,6.47,0.97,1.36,1.15,1.28,8.72,0.23
hmmmm,8.0,3,0,6,39,6,6,18,18,142,1,14,82,10,34,226,3.0,7.14,0.0,0,0,0,6.5,7.89,0.63,0,2,1,0,0,11,1,11,33.33,0.0,61.11,61.11,0.38,0.0,0.75,4.88,0.75,0.75,2.25,2.25,17.75,0.12
Homer Jay,4.5,5,3,7,115,4,6,7,7,17,1,8,35,0,14,183,1.17,12.5,42.86,2,0,0,16.43,2.43,0.09,3,0,0,0,0,5,1,6,0.0,0.0,71.43,85.71,1.11,0.67,1.56,25.56,0.89,1.33,1.56,1.56,3.78,0.22
